tran_id,product_id,qty,amt,tran_dt
2021-01-01T13-58-06-541016_6,30,1489,4615.9,2021-01-01
2021-01-01T13-58-06-541016_6,53,1255,1242.45,2021-01-01
2021-01-01T13-58-06-541016_6,83,1132,237.72,2021-01-01
2021-01-01T13-58-06-542017_6,81,1134,4071.06,2021-01-01
2021-01-01T13-58-06-542017_6,1,1258,1887.0,2021-01-01
2021-01-01T13-58-06-542017_7,59,1205,3361.95,2021-01-01
2021-01-01T13-58-06-542017_7,42,1475,575.25,2021-01-01
2021-01-01T13-58-06-542017_7,34,1371,2728.29,2021-01-01
2021-01-01T13-58-06-542017_7,48,1196,2858.44,2021-01-01
2021-01-01T13-58-06-542017_7,46,1187,819.03,2021-01-01
2021-01-01T13-58-06-542017_7,94,1021,2031.79,2021-01-01
2021-01-01T13-58-06-542017_7,66,1303,5198.97,2021-01-01
2021-01-01T13-58-06-542017_8,76,1378,785.46,2021-01-01
2021-01-01T13-58-06-543015_9,1,1375,2062.5,2021-01-01
2021-01-01T13-58-06-543015_9,46,1499,1034.31,2021-01-01
2021-01-01T13-58-06-543015_9,17,1004,4518.0,2021-01-01
2021-01-01T13-58-06-543015_9,25,1476,3468.6,2021-01-01
2021-01-01T13-58-06-543015_9,75,1056,9282.24,2021-01-01
2021-01-01T13-58-06-543015_10,78,1330,5054.0,2021-01-01
2021-01-01T13-58-06-543015_10,67,1431,3577.5,2021-01-01
2021-01-01T13-58-06-543015_10,70,1214,4249.0,2021-01-01
2021-01-01T13-58-06-543015_10,27,1070,2300.5,2021-01-01
2021-01-01T13-58-06-543015_10,50,1212,3151.2,2021-01-01
2021-01-01T13-58-06-543015_10,68,1061,2747.99,2021-01-01
2021-01-01T13-58-06-543015_10,100,1054,2097.46,2021-01-01
2021-01-01T13-58-06-544016_11,8,1039,1963.71,2021-01-01
2021-01-01T13-58-06-544016_11,43,1196,4772.04,2021-01-01
2021-01-01T13-58-06-544016_11,58,1299,2922.75,2021-01-01
2021-01-01T13-58-06-544016_11,53,1092,1081.08,2021-01-01
2021-01-01T13-58-06-544016_11,38,1160,4060.0,2021-01-01
2021-01-01T13-58-06-544016_11,85,1167,5823.33,2021-01-01
2021-01-01T13-58-06-544016_11,84,1053,2632.5,2021-01-01
2021-01-01T13-58-06-544016_11,19,1138,3926.1,2021-01-01
2021-01-01T13-58-06-544016_12,54,1253,1065.05,2021-01-01
2021-01-01T13-58-06-544016_12,70,1245,4357.5,2021-01-01
2021-01-01T13-58-06-544016_12,5,1305,2283.75,2021-01-01
2021-01-01T13-58-06-544016_12,100,1357,2700.43,2021-01-01
2021-01-01T13-58-06-544016_12,45,1113,1101.87,2021-01-01
2021-01-01T13-58-06-544016_12,88,1261,5031.39,2021-01-01
2021-01-01T13-58-06-544016_12,13,1426,4249.48,2021-01-01
2021-01-01T13-58-06-544016_13,4,1168,3492.32,2021-01-01
2021-01-01T13-58-06-545015_13,30,1467,4547.7,2021-01-01
2021-01-01T13-58-06-545015_13,61,1016,1310.64,2021-01-01
2021-01-01T13-58-06-545015_13,7,1235,1852.5,2021-01-01
2021-01-01T13-58-06-545015_14,98,1352,6746.48,2021-01-01
2021-01-01T13-58-06-545015_14,54,1257,1068.45,2021-01-01
2021-01-01T13-58-06-545015_14,96,1112,3058.0,2021-01-01
2021-01-01T13-58-06-545015_15,11,1439,7180.61,2021-01-01
2021-01-01T13-58-06-545015_15,99,1291,6442.09,2021-01-01
2021-01-01T13-58-06-545015_16,71,1388,9146.92,2021-01-01
2021-01-01T13-58-06-545015_17,83,1328,278.88,2021-01-01
2021-01-01T13-58-06-545015_17,62,1306,8489.0,2021-01-01
2021-01-01T13-58-06-545015_17,75,1449,12736.71,2021-01-01
2021-01-01T13-58-06-545015_17,98,1217,6072.83,2021-01-01
2021-01-01T13-58-06-545015_17,89,1209,3361.02,2021-01-01
2021-01-01T13-58-06-545015_17,25,1085,2549.75,2021-01-01
2021-01-01T13-58-06-545015_17,2,1013,1266.25,2021-01-01
2021-01-01T13-58-06-546014_17,36,1482,3541.98,2021-01-01
2021-01-01T13-58-06-546014_17,8,1196,2260.44,2021-01-01
2021-01-01T13-58-06-546014_18,37,1153,3101.57,2021-01-01
2021-01-01T13-58-06-546014_18,12,1189,2140.2,2021-01-01
2021-01-01T13-58-06-546014_18,76,1281,730.17,2021-01-01
2021-01-01T13-58-06-546014_18,39,1169,3214.75,2021-01-01
2021-01-01T13-58-06-546014_18,63,1226,4646.54,2021-01-01
2021-01-01T13-58-06-546014_18,46,1469,1013.61,2021-01-01
2021-01-01T13-58-06-546014_18,56,1378,2191.02,2021-01-01
2021-01-01T13-58-06-546014_18,59,1043,2909.97,2021-01-01
2021-01-01T13-58-06-546014_22,89,1397,3883.66,2021-01-01
2021-01-01T13-58-06-546014_22,19,1099,3791.55,2021-01-01
2021-01-01T13-58-06-546014_22,4,1076,3217.24,2021-01-01
2021-01-01T13-58-06-546014_22,43,1433,5717.67,2021-01-01
2021-01-01T13-58-06-546014_22,40,1070,3841.3,2021-01-01
2021-01-01T13-58-06-547013_22,2,1062,1327.5,2021-01-01
2021-01-01T13-58-06-547013_22,15,1047,3120.06,2021-01-01
2021-01-01T13-58-06-547013_24,43,1297,5175.03,2021-01-01
2021-01-01T13-58-06-547013_24,69,1375,5486.25,2021-01-01
2021-01-01T13-58-06-547013_24,21,1217,3638.83,2021-01-01
2021-01-01T13-58-06-547013_26,93,1045,6259.55,2021-01-01
2021-01-01T13-58-06-547013_26,21,1412,4221.88,2021-01-01
2021-01-01T13-58-06-547013_26,47,1250,3125.0,2021-01-01
2021-01-01T13-58-06-547013_26,63,1377,5218.83,2021-01-01
2021-01-01T13-58-06-547013_26,90,1022,1011.78,2021-01-01
2021-01-01T13-58-06-547013_26,45,1239,1226.61,2021-01-01
2021-01-01T13-58-06-547013_26,46,1214,837.66,2021-01-01
2021-01-01T13-58-06-547013_26,74,1284,1219.8,2021-01-01
2021-01-01T13-58-06-547013_26,32,1331,4112.79,2021-01-01
2021-01-01T13-58-06-547013_26,53,1371,1357.29,2021-01-01
2021-01-01T13-58-06-547013_27,38,1343,4700.5,2021-01-01
2021-01-01T13-58-06-547013_27,50,1477,3840.2,2021-01-01
2021-01-01T13-58-06-547013_27,80,1187,5911.26,2021-01-01
2021-01-01T13-58-06-547013_27,91,1093,7323.1,2021-01-01
2021-01-01T13-58-06-547013_27,49,1271,5071.29,2021-01-01
2021-01-01T13-58-06-547013_27,68,1049,2716.91,2021-01-01
2021-01-01T13-58-06-547013_27,11,1028,5129.72,2021-01-01
2021-01-01T13-58-06-547013_27,73,1395,5566.05,2021-01-01
2021-01-01T13-58-06-547013_28,95,1265,3782.35,2021-01-01
2021-01-01T13-58-06-547013_28,15,1432,4267.36,2021-01-01
2021-01-01T13-58-06-547013_28,32,1340,4140.6,2021-01-01
2021-01-01T13-58-06-547013_28,88,1349,5382.51,2021-01-01
2021-01-01T13-58-06-547013_28,92,1288,3207.12,2021-01-01
2021-01-01T13-58-06-547013_29,80,1059,5273.82,2021-01-01
2021-01-01T13-58-06-548014_29,31,1367,3403.83,2021-01-01
2021-01-01T13-58-06-548014_29,47,1189,2972.5,2021-01-01
2021-01-01T13-58-06-548014_29,65,1003,8013.97,2021-01-01
2021-01-01T13-58-06-548014_29,32,1359,4199.31,2021-01-01
2021-01-01T13-58-06-548014_29,29,1122,2973.3,2021-01-01
2021-01-01T13-58-06-548014_30,93,1352,8098.48,2021-01-01
2021-01-01T13-58-06-548014_30,30,1250,3875.0,2021-01-01
2021-01-01T13-58-06-548014_31,75,1466,12886.14,2021-01-01
2021-01-01T13-58-06-548014_31,3,1079,2643.55,2021-01-01
2021-01-01T13-58-06-548014_31,82,1168,9332.32,2021-01-01
2021-01-01T13-58-06-548014_31,65,1421,11353.79,2021-01-01
2021-01-01T13-58-06-548014_31,9,1265,3782.35,2021-01-01
2021-01-01T13-58-06-548014_31,94,1040,2069.6,2021-01-01
2021-01-01T13-58-06-548014_31,78,1143,4343.4,2021-01-01
2021-01-01T13-58-06-548014_31,34,1478,2941.22,2021-01-01
2021-01-01T13-58-06-548014_31,79,1478,5276.46,2021-01-01
2021-01-01T13-58-06-548014_31,7,1461,2191.5,2021-01-01
2021-01-02T13-58-06-548014_1,29,1460,3869.0,2021-01-02
2021-01-02T13-58-06-548014_2,3,1496,3665.2,2021-01-02
2021-01-02T13-58-06-548014_2,90,1455,1440.45,2021-01-02
2021-01-02T13-58-06-548014_3,13,1417,4222.66,2021-01-02
2021-01-02T13-58-06-548014_3,41,1418,3389.02,2021-01-02
2021-01-02T13-58-06-548014_3,17,1031,4639.5,2021-01-02
2021-01-02T13-58-06-548014_3,11,1429,7130.71,2021-01-02
2021-01-02T13-58-06-548014_4,97,1233,7385.67,2021-01-02
2021-01-02T13-58-06-548014_4,55,1013,790.14,2021-01-02
2021-01-02T13-58-06-548014_4,64,1217,5427.82,2021-01-02
2021-01-02T13-58-06-548014_4,46,1304,899.76,2021-01-02
2021-01-02T13-58-06-548014_4,69,1120,4468.8,2021-01-02
2021-01-02T13-58-06-548014_4,92,1180,2938.2,2021-01-02
2021-01-02T13-58-06-548014_4,78,1259,4784.2,2021-01-02
2021-01-02T13-58-06-548014_4,40,1453,5216.27,2021-01-02
2021-01-02T13-58-06-549012_4,49,1229,4903.71,2021-01-02
2021-01-02T13-58-06-549012_4,99,1159,5783.41,2021-01-02
2021-01-02T13-58-06-549012_5,33,1429,8559.71,2021-01-02
2021-01-02T13-58-06-549012_5,97,1398,8374.02,2021-01-02
2021-01-02T13-58-06-549012_5,21,1249,3734.51,2021-01-02
2021-01-02T13-58-06-549012_5,22,1480,4129.2,2021-01-02
2021-01-02T13-58-06-549012_6,61,1186,1529.94,2021-01-02
2021-01-02T13-58-06-549012_6,50,1008,2620.8,2021-01-02
2021-01-02T13-58-06-549012_6,85,1183,5903.17,2021-01-02
2021-01-02T13-58-06-549012_6,81,1364,4896.76,2021-01-02
2021-01-02T13-58-06-549012_8,90,1393,1379.07,2021-01-02
2021-01-02T13-58-06-549012_8,60,1230,2447.7,2021-01-02
2021-01-02T13-58-06-549012_8,70,1116,3906.0,2021-01-02
2021-01-02T13-58-06-549012_8,79,1218,4348.26,2021-01-02
2021-01-02T13-58-06-549012_8,3,1221,2991.45,2021-01-02
2021-01-02T13-58-06-549012_9,4,1163,3477.37,2021-01-02
2021-01-02T13-58-06-549012_9,36,1208,2887.12,2021-01-02
2021-01-02T13-58-06-549012_9,98,1309,6531.91,2021-01-02
2021-01-02T13-58-06-549012_9,21,1499,4482.01,2021-01-02
2021-01-02T13-58-06-549012_9,50,1053,2737.8,2021-01-02
2021-01-02T13-58-06-549012_9,19,1231,4246.95,2021-01-02
2021-01-02T13-58-06-549012_10,17,1437,6466.5,2021-01-02
2021-01-02T13-58-06-549012_11,77,1215,716.85,2021-01-02
2021-01-02T13-58-06-549012_11,64,1441,6426.86,2021-01-02
2021-01-02T13-58-06-549012_11,17,1185,5332.5,2021-01-02
2021-01-02T13-58-06-549012_11,92,1450,3610.5,2021-01-02
2021-01-02T13-58-06-549012_11,67,1140,2850.0,2021-01-02
2021-01-02T13-58-06-549012_11,53,1128,1116.72,2021-01-02
2021-01-02T13-58-06-549012_11,6,1201,2389.99,2021-01-02
2021-01-02T13-58-06-549012_11,25,1066,2505.1,2021-01-02
2021-01-02T13-58-06-549012_12,35,1153,2409.77,2021-01-02
2021-01-02T13-58-06-549012_12,96,1346,3701.5,2021-01-02
2021-01-02T13-58-06-549012_14,78,1472,5593.6,2021-01-02
2021-01-02T13-58-06-549012_14,32,1212,3745.08,2021-01-02
2021-01-02T13-58-06-550013_15,87,1262,12607.38,2021-01-02
2021-01-02T13-58-06-550013_15,99,1274,6357.26,2021-01-02
2021-01-02T13-58-06-550013_15,30,1106,3428.6,2021-01-02
2021-01-02T13-58-06-550013_15,75,1302,11444.58,2021-01-02
2021-01-02T13-58-06-550013_15,70,1086,3801.0,2021-01-02
2021-01-02T13-58-06-550013_15,80,1311,6528.78,2021-01-02
2021-01-02T13-58-06-550013_15,31,1071,2666.79,2021-01-02
2021-01-02T13-58-06-550013_15,53,1176,1164.24,2021-01-02
2021-01-02T13-58-06-550013_15,13,1239,3692.22,2021-01-02
2021-01-02T13-58-06-550013_16,82,1121,8956.79,2021-01-02
2021-01-02T13-58-06-550013_16,1,1102,1653.0,2021-01-02
2021-01-02T13-58-06-550013_16,98,1336,6666.64,2021-01-02
2021-01-02T13-58-06-550013_16,51,1304,3246.96,2021-01-02
2021-01-02T13-58-06-550013_16,10,1193,2135.47,2021-01-02
2021-01-02T13-58-06-550013_16,14,1102,1090.98,2021-01-02
2021-01-02T13-58-06-550013_16,72,1066,4093.44,2021-01-02
2021-01-02T13-58-06-550013_16,94,1490,2965.1,2021-01-02
2021-01-02T13-58-06-550013_17,33,1213,7265.87,2021-01-02
2021-01-02T13-58-06-550013_18,68,1128,2921.52,2021-01-02
2021-01-02T13-58-06-550013_18,20,1184,1645.76,2021-01-02
2021-01-02T13-58-06-550013_18,9,1190,3558.1,2021-01-02
2021-01-02T13-58-06-550013_18,45,1420,1405.8,2021-01-02
2021-01-02T13-58-06-550013_18,56,1446,2299.14,2021-01-02
2021-01-02T13-58-06-550013_18,14,1059,1048.41,2021-01-02
2021-01-02T13-58-06-550013_18,12,1410,2538.0,2021-01-02
2021-01-02T13-58-06-550013_18,47,1446,3615.0,2021-01-02
2021-01-02T13-58-06-550013_18,85,1312,6546.88,2021-01-02
2021-01-02T13-58-06-550013_18,58,1136,2556.0,2021-01-02
2021-01-02T13-58-06-550013_19,64,1416,6315.36,2021-01-02
2021-01-02T13-58-06-550013_19,36,1261,3013.79,2021-01-02
2021-01-02T13-58-06-550013_19,40,1347,4835.73,2021-01-02
2021-01-02T13-58-06-550013_19,31,1115,2776.35,2021-01-02
2021-01-02T13-58-06-550013_19,79,1179,4209.03,2021-01-02
2021-01-02T13-58-06-551012_19,69,1326,5290.74,2021-01-02
2021-01-02T13-58-06-551012_19,12,1478,2660.4,2021-01-02
2021-01-02T13-58-06-551012_19,10,1381,2471.99,2021-01-02
2021-01-02T13-58-06-551012_19,3,1421,3481.45,2021-01-02
2021-01-02T13-58-06-551012_19,30,1012,3137.2,2021-01-02
2021-01-02T13-58-06-551012_20,84,1223,3057.5,2021-01-02
2021-01-02T13-58-06-551012_20,41,1493,3568.27,2021-01-02
2021-01-02T13-58-06-551012_20,58,1466,3298.5,2021-01-02
2021-01-02T13-58-06-551012_20,71,1358,8949.22,2021-01-02
2021-01-02T13-58-06-551012_20,35,1132,2365.88,2021-01-02
2021-01-02T13-58-06-551012_20,15,1387,4133.26,2021-01-02
2021-01-02T13-58-06-551012_20,29,1212,3211.8,2021-01-02
2021-01-02T13-58-06-551012_20,16,1305,4097.7,2021-01-02
2021-01-02T13-58-06-551012_20,88,1437,5733.63,2021-01-02
2021-01-02T13-58-06-551012_20,36,1129,2698.31,2021-01-02
2021-01-02T13-58-06-551012_21,100,1409,2803.91,2021-01-02
2021-01-02T13-58-06-551012_21,61,1158,1493.82,2021-01-02
2021-01-03T13-58-06-551012_1,76,1140,649.8,2021-01-03
2021-01-03T13-58-06-551012_1,61,1496,1929.84,2021-01-03
2021-01-03T13-58-06-551012_1,2,1461,1826.25,2021-01-03
2021-01-03T13-58-06-551012_1,85,1155,5763.45,2021-01-03
2021-01-03T13-58-06-551012_1,12,1091,1963.8,2021-01-03
2021-01-03T13-58-06-551012_2,57,1032,2053.68,2021-01-03
2021-01-03T13-58-06-551012_2,22,1128,3147.12,2021-01-03
2021-01-03T13-58-06-551012_2,84,1404,3510.0,2021-01-03
2021-01-03T13-58-06-551012_2,82,1099,8781.01,2021-01-03
2021-01-03T13-58-06-551012_2,92,1416,3525.84,2021-01-03
2021-01-03T13-58-06-551012_2,83,1203,252.63,2021-01-03
2021-01-03T13-58-06-551012_2,59,1027,2865.33,2021-01-03
2021-01-03T13-58-06-551012_2,39,1045,2873.75,2021-01-03
2021-01-03T13-58-06-552011_3,68,1128,2921.52,2021-01-03
2021-01-03T13-58-06-552011_3,80,1051,5233.98,2021-01-03
2021-01-03T13-58-06-552011_3,40,1266,4544.94,2021-01-03
2021-01-03T13-58-06-552011_3,50,1266,3291.6,2021-01-03
2021-01-03T13-58-06-552011_3,88,1392,5554.08,2021-01-03
2021-01-03T13-58-06-552011_4,10,1475,2640.25,2021-01-03
2021-01-03T13-58-06-552011_5,93,1106,6624.94,2021-01-03
2021-01-03T13-58-06-552011_5,94,1367,2720.33,2021-01-03
2021-01-03T13-58-06-552011_5,38,1029,3601.5,2021-01-03
2021-01-03T13-58-06-552011_5,79,1319,4708.83,2021-01-03
2021-01-03T13-58-06-552011_5,41,1049,2507.11,2021-01-03
2021-01-03T13-58-06-552011_5,66,1009,4025.91,2021-01-03
2021-01-03T13-58-06-552011_5,11,1090,5439.1,2021-01-03
2021-01-03T13-58-06-552011_5,13,1083,3227.34,2021-01-03
2021-01-03T13-58-06-552011_5,82,1471,11753.29,2021-01-03
2021-01-03T13-58-06-552011_6,55,1304,1017.12,2021-01-03
2021-01-03T13-58-06-552011_6,16,1103,3463.42,2021-01-03
2021-01-03T13-58-06-552011_6,70,1401,4903.5,2021-01-03
2021-01-03T13-58-06-552011_6,19,1309,4516.05,2021-01-03
2021-01-03T13-58-06-552011_6,81,1468,5270.12,2021-01-03
2021-01-03T13-58-06-552011_6,58,1038,2335.5,2021-01-03
2021-01-03T13-58-06-552011_6,40,1408,5054.72,2021-01-03
2021-01-03T13-58-06-552011_7,88,1058,4221.42,2021-01-03
2021-01-03T13-58-06-552011_7,76,1406,801.42,2021-01-03
2021-01-03T13-58-06-552011_7,68,1297,3359.23,2021-01-03
2021-01-03T13-58-06-552011_7,11,1256,6267.44,2021-01-03
2021-01-03T13-58-06-552011_7,72,1261,4842.24,2021-01-03
2021-01-03T13-58-06-552011_7,96,1124,3091.0,2021-01-03
2021-01-03T13-58-06-552011_7,12,1136,2044.8,2021-01-03
2021-01-03T13-58-06-552011_8,31,1066,2654.34,2021-01-03
2021-01-03T13-58-06-552011_8,94,1422,2829.78,2021-01-03
2021-01-03T13-58-06-552011_8,64,1075,4794.5,2021-01-03
2021-01-03T13-58-06-552011_8,76,1065,607.05,2021-01-03
2021-01-03T13-58-06-553010_9,46,1474,1017.06,2021-01-03
2021-01-03T13-58-06-553010_9,58,1432,3222.0,2021-01-03
2021-01-03T13-58-06-553010_9,14,1350,1336.5,2021-01-03
2021-01-03T13-58-06-553010_9,92,1289,3209.61,2021-01-03
2021-01-03T13-58-06-553010_9,56,1034,1644.06,2021-01-03
2021-01-03T13-58-06-553010_9,83,1461,306.81,2021-01-03
2021-01-03T13-58-06-553010_9,80,1098,5468.04,2021-01-03
2021-01-03T13-58-06-553010_9,27,1386,2979.9,2021-01-03
2021-01-03T13-58-06-553010_10,67,1157,2892.5,2021-01-03
2021-01-03T13-58-06-553010_10,97,1223,7325.77,2021-01-03
2021-01-03T13-58-06-553010_10,2,1012,1265.0,2021-01-03
2021-01-03T13-58-06-553010_10,87,1068,10669.32,2021-01-03
2021-01-03T13-58-06-553010_10,76,1376,784.32,2021-01-03
2021-01-03T13-58-06-553010_10,58,1482,3334.5,2021-01-03
2021-01-03T13-58-06-553010_11,82,1445,11545.55,2021-01-03
2021-01-03T13-58-06-553010_11,83,1040,218.4,2021-01-03
2021-01-03T13-58-06-553010_11,38,1215,4252.5,2021-01-03
2021-01-03T13-58-06-553010_11,5,1391,2434.25,2021-01-03
2021-01-03T13-58-06-553010_11,62,1057,6870.5,2021-01-03
2021-01-03T13-58-06-553010_11,50,1173,3049.8,2021-01-03
2021-01-03T13-58-06-553010_11,31,1177,2930.73,2021-01-03
2021-01-03T13-58-06-553010_12,77,1164,686.76,2021-01-03
2021-01-03T13-58-06-553010_12,95,1270,3797.3,2021-01-03
2021-01-03T13-58-06-553010_12,29,1106,2930.9,2021-01-03
2021-01-03T13-58-06-553010_12,88,1177,4696.23,2021-01-03
2021-01-03T13-58-06-553010_12,32,1368,4227.12,2021-01-03
2021-01-03T13-58-06-553010_12,30,1335,4138.5,2021-01-03
2021-01-03T13-58-06-553010_12,12,1034,1861.2,2021-01-03
2021-01-03T13-58-06-553010_12,43,1369,5462.31,2021-01-03
2021-01-03T13-58-06-553010_13,10,1498,2681.42,2021-01-03
2021-01-03T13-58-06-553010_13,48,1346,3216.94,2021-01-03
2021-01-03T13-58-06-553010_13,41,1226,2930.14,2021-01-03
2021-01-03T13-58-06-553010_13,89,1385,3850.3,2021-01-03
2021-01-03T13-58-06-553010_14,61,1188,1532.52,2021-01-03
2021-01-03T13-58-06-554011_14,37,1148,3088.12,2021-01-03
2021-01-03T13-58-06-554011_14,92,1148,2858.52,2021-01-03
2021-01-03T13-58-06-554011_14,45,1056,1045.44,2021-01-03
2021-01-03T13-58-06-554011_15,32,1044,3225.96,2021-01-03
2021-01-03T13-58-06-554011_15,13,1418,4225.64,2021-01-03
2021-01-03T13-58-06-554011_15,88,1263,5039.37,2021-01-03
2021-01-03T13-58-06-554011_15,86,1274,1643.46,2021-01-03
2021-01-03T13-58-06-554011_15,94,1149,2286.51,2021-01-03
2021-01-03T13-58-06-554011_15,24,1338,3746.4,2021-01-03
2021-01-03T13-58-06-554011_15,58,1455,3273.75,2021-01-03
2021-01-03T13-58-06-554011_15,35,1177,2459.93,2021-01-03
2021-01-03T13-58-06-554011_16,26,1233,3674.34,2021-01-03
2021-01-03T13-58-06-554011_16,40,1429,5130.11,2021-01-03
2021-01-03T13-58-06-554011_16,24,1084,3035.2,2021-01-03
2021-01-03T13-58-06-554011_16,92,1466,3650.34,2021-01-03
2021-01-03T13-58-06-554011_16,67,1269,3172.5,2021-01-03
2021-01-03T13-58-06-554011_16,55,1374,1071.72,2021-01-03
2021-01-03T13-58-06-554011_16,65,1299,10379.01,2021-01-03
2021-01-03T13-58-06-554011_16,73,1451,5789.49,2021-01-03
2021-01-03T13-58-06-554011_17,48,1039,2483.21,2021-01-03
2021-01-03T13-58-06-554011_17,29,1410,3736.5,2021-01-03
2021-01-03T13-58-06-554011_17,15,1002,2985.96,2021-01-03
2021-01-03T13-58-06-554011_17,64,1382,6163.72,2021-01-03
2021-01-03T13-58-06-554011_17,98,1108,5528.92,2021-01-03
2021-01-03T13-58-06-554011_18,95,1464,4377.36,2021-01-03
2021-01-03T13-58-06-554011_18,59,1457,4065.03,2021-01-03
2021-01-03T13-58-06-554011_18,31,1360,3386.4,2021-01-03
2021-01-03T13-58-06-554011_18,84,1013,2532.5,2021-01-03
2021-01-03T13-58-06-554011_18,25,1157,2718.95,2021-01-03
2021-01-03T13-58-06-554011_19,19,1014,3498.3,2021-01-03
2021-01-03T13-58-06-554011_19,29,1365,3617.25,2021-01-03
2021-01-03T13-58-06-554011_19,85,1174,5858.26,2021-01-03
2021-01-03T13-58-06-554011_19,64,1467,6542.82,2021-01-03
2021-01-03T13-58-06-555009_19,51,1192,2968.08,2021-01-03
2021-01-03T13-58-06-555009_19,18,1124,4361.12,2021-01-03
2021-01-03T13-58-06-555009_19,70,1025,3587.5,2021-01-03
2021-01-03T13-58-06-555009_20,8,1404,2653.56,2021-01-03
2021-01-03T13-58-06-555009_20,28,1251,3615.39,2021-01-03
2021-01-03T13-58-06-555009_20,71,1414,9318.26,2021-01-03
2021-01-03T13-58-06-555009_20,49,1250,4987.5,2021-01-03
2021-01-03T13-58-06-555009_20,62,1405,9132.5,2021-01-03
2021-01-03T13-58-06-555009_21,53,1468,1453.32,2021-01-03
2021-01-03T13-58-06-555009_21,35,1036,2165.24,2021-01-03
2021-01-03T13-58-06-555009_21,100,1349,2684.51,2021-01-03
2021-01-03T13-58-06-555009_21,69,1475,5885.25,2021-01-03
2021-01-03T13-58-06-555009_21,79,1379,4923.03,2021-01-03
2021-01-03T13-58-06-555009_21,88,1077,4297.23,2021-01-03
2021-01-03T13-58-06-555009_21,7,1362,2043.0,2021-01-03
2021-01-03T13-58-06-555009_23,58,1416,3186.0,2021-01-03
2021-01-03T13-58-06-555009_23,49,1244,4963.56,2021-01-03
2021-01-03T13-58-06-555009_23,3,1096,2685.2,2021-01-03
2021-01-03T13-58-06-555009_23,26,1418,4225.64,2021-01-03
2021-01-03T13-58-06-555009_23,28,1437,4152.93,2021-01-03
2021-01-03T13-58-06-555009_23,87,1073,10719.27,2021-01-03
2021-01-03T13-58-06-555009_24,35,1169,2443.21,2021-01-03
2021-01-03T13-58-06-555009_24,24,1490,4172.0,2021-01-03
2021-01-03T13-58-06-555009_24,20,1159,1611.01,2021-01-03
2021-01-03T13-58-06-555009_24,40,1000,3590.0,2021-01-03
2021-01-03T13-58-06-555009_24,1,1155,1732.5,2021-01-03
2021-01-03T13-58-06-555009_25,80,1026,5109.48,2021-01-03
2021-01-03T13-58-06-555009_26,66,1221,4871.79,2021-01-03
2021-01-03T13-58-06-555009_28,73,1444,5761.56,2021-01-03
2021-01-03T13-58-06-555009_28,36,1312,3135.68,2021-01-03
2021-01-03T13-58-06-555009_28,95,1361,4069.39,2021-01-03
2021-01-03T13-58-06-555009_28,100,1231,2449.69,2021-01-03
2021-01-03T13-58-06-555009_28,35,1379,2882.11,2021-01-03
2021-01-03T13-58-06-555009_28,10,1482,2652.78,2021-01-03
2021-01-03T13-58-06-555009_29,14,1486,1471.14,2021-01-03
2021-01-03T13-58-06-556008_29,85,1040,5189.6,2021-01-03
2021-01-03T13-58-06-556008_29,2,1249,1561.25,2021-01-03
2021-01-03T13-58-06-556008_29,5,1310,2292.5,2021-01-03
2021-01-03T13-58-06-556008_29,56,1168,1857.12,2021-01-03
2021-01-03T13-58-06-556008_29,70,1440,5040.0,2021-01-03
2021-01-03T13-58-06-556008_30,98,1248,6227.52,2021-01-03
