,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,
2022-02-04,2160.7421875,2167.61865234375,2142.37451171875,2151.7890625,2137.241455078125,5530620,3815.300048828125,3824.699951171875,3769.0,3814.89990234375,3605.53515625,2307366,1732.0,1753.949951171875,1710.1500244140625,1741.0999755859375,1660.1387939453125,4700077
2022-02-07,2161.665283203125,2175.32568359375,2127.51416015625,2138.6826171875,2124.2236328125,5357233,3791.0,3831.800048828125,3756.14990234375,3779.0,3571.60546875,1919149,1722.199951171875,1732.0,1695.4000244140625,1715.0,1635.25244140625,4310209
2022-02-08,2151.189208984375,2178.279296875,2132.129150390625,2174.63330078125,2159.93115234375,6030424,3791.550048828125,3799.699951171875,3721.0,3743.449951171875,3538.006591796875,2946443,1710.0,1725.0,1696.0,1717.300048828125,1637.4454345703125,6053401
2022-02-09,2188.57080078125,2203.384765625,2176.433349609375,2199.9697265625,2185.096435546875,5743112,3750.0,3777.949951171875,3746.10009765625,3760.550048828125,3554.16796875,1638721,1735.0,1743.0,1725.0,1737.300048828125,1656.5155029296875,3867244
2022-02-10,2211.230224609375,2211.230224609375,2182.986572265625,2197.70849609375,2182.8505859375,6232245,3789.800048828125,3789.800048828125,3758.0,3770.35009765625,3563.430419921875,2112459,1755.6500244140625,1773.9000244140625,1748.75,1769.5999755859375,1687.3134765625,4334630
2022-02-11,2190.509033203125,2200.892822265625,2163.603515625,2193.41650390625,2178.58740234375,7971685,3752.5,3752.5,3690.0,3694.949951171875,3492.168212890625,3851488,1740.0,1745.949951171875,1713.0,1721.3499755859375,1641.3070068359375,7551371
2022-02-14,2160.050048828125,2173.6181640625,2134.898193359375,2158.48095703125,2143.88818359375,5359816,3724.0,3793.25,3710.0,3733.75,3528.8388671875,5951745,1690.0,1718.550048828125,1678.25,1682.199951171875,1603.9775390625,7459637
2022-02-15,2170.15673828125,2237.259033203125,2155.850341796875,2231.76708984375,2216.6787109375,5606335,3786.0,3835.0,3748.0,3817.800048828125,3608.276123046875,3931683,1699.0,1746.75,1690.449951171875,1738.25,1657.421142578125,4669915
2022-02-16,2242.88916015625,2245.658203125,2211.461181640625,2227.152099609375,2212.094970703125,5196420,3844.0,3854.10009765625,3806.0,3813.10009765625,3603.83447265625,3256906,1738.25,1755.449951171875,1726.8499755859375,1733.300048828125,1652.70166015625,5350642
2022-02-17,2233.75146484375,2265.871826171875,2224.42919921875,2255.349609375,2240.101806640625,6426626,3825.0,3835.0,3779.0,3784.199951171875,3576.52001953125,3134372,1744.0,1749.0,1720.300048828125,1724.800048828125,1644.5966796875,3937950
2022-02-18,2256.180419921875,2267.25634765625,2233.797607421875,2237.720458984375,2222.592041015625,3387729,3769.0,3815.949951171875,3757.60009765625,3793.89990234375,3585.687255859375,3688883,1710.0,1722.5,1703.5,1706.949951171875,1627.57666015625,5602215
2022-02-21,2226.275146484375,2249.811767578125,2200.985107421875,2215.10693359375,2200.13134765625,5553596,3810.0,3827.800048828125,3705.550048828125,3719.39990234375,3515.2763671875,7465922,1701.0,1737.300048828125,1691.5,1730.699951171875,1650.2222900390625,5120890
2022-02-22,2171.725830078125,2211.4150390625,2166.418701171875,2205.046142578125,2190.138427734375,6747457,3650.0,3667.89990234375,3570.0,3586.39990234375,3389.575439453125,5408531,1699.9000244140625,1751.0,1691.050048828125,1734.3499755859375,1653.70263671875,8878515
2022-02-23,2216.214599609375,2221.244873046875,2185.663330078125,2191.247314453125,2176.43310546875,3655055,3611.0,3622.89990234375,3555.64990234375,3563.800048828125,3368.216064453125,2426203,1750.0,1758.25,1733.4000244140625,1742.8499755859375,1661.807373046875,5478811
2022-02-24,2127.51416015625,2159.72705078125,2070.657470703125,2082.056396484375,2067.980224609375,12423325,3474.0,3483.85009765625,3391.10009765625,3401.64990234375,3214.96484375,5039136,1690.0999755859375,1714.949951171875,1670.5,1678.1500244140625,1600.115966796875,13592379
2022-02-25,2104.531494140625,2130.237060546875,2100.97802734375,2108.085205078125,2093.8330078125,7285044,3468.0,3530.0,3462.0,3520.75,3327.528564453125,2549723,1715.0,1728.1500244140625,1677.0,1694.5999755859375,1615.801025390625,9737281
2022-02-28,2070.288330078125,2185.063232421875,2070.288330078125,2177.86376953125,2163.139892578125,10648723,3490.0,3563.75,3455.89990234375,3554.199951171875,3359.142578125,3288942,1682.199951171875,1728.050048828125,1665.0,1715.5999755859375,1635.824462890625,15076542
2022-03-02,2154.696533203125,2216.122314453125,2149.850830078125,2213.86083984375,2198.8935546875,10735893,3552.5,3571.949951171875,3506.0,3546.14990234375,3351.534423828125,2761341,1710.0,1714.4000244140625,1691.0,1702.800048828125,1623.619873046875,6771489
2022-03-03,2215.19921875,2228.90576171875,2187.555419921875,2195.170166015625,2180.329345703125,5093374,3562.85009765625,3578.60009765625,3530.10009765625,3544.39990234375,3349.880615234375,1928039,1720.199951171875,1733.9000244140625,1705.550048828125,1720.8499755859375,1640.830322265625,7344147
2022-03-04,2171.818115234375,2182.248046875,2141.682373046875,2146.48193359375,2131.97021484375,5402833,3501.5,3561.199951171875,3487.050048828125,3524.35009765625,3330.930908203125,2370257,1695.25,1736.0,1681.0,1723.300048828125,1643.16650390625,9074499
2022-03-07,2103.2392578125,2134.067626953125,2050.9052734375,2067.10400390625,2053.12890625,8991655,3450.0,3548.0,3431.550048828125,3484.89990234375,3293.64599609375,3054130,1697.0,1751.0,1696.0,1739.8499755859375,1658.9468994140625,9742588
2022-03-08,2041.2137451171875,2073.057373046875,2012.1392822265625,2063.36572265625,2049.415771484375,10644687,3460.0,3609.0,3460.0,3599.949951171875,3402.382080078125,3300992,1718.449951171875,1800.0,1718.449951171875,1778.199951171875,1695.513671875,10984500
2022-03-09,2063.827392578125,2184.740234375,2062.11962890625,2172.83349609375,2158.1435546875,10207114,3605.0,3654.0,3597.050048828125,3632.60009765625,3433.239990234375,2719654,1791.0,1831.5999755859375,1791.0,1813.3499755859375,1729.029052734375,10193515
2022-03-10,2215.19921875,2219.814208984375,2178.279296875,2208.0458984375,2193.117919921875,8990246,3684.0,3684.0,3615.0,3620.949951171875,3422.2294921875,2005441,1844.75,1844.75,1810.199951171875,1825.9000244140625,1740.99560546875,6547182
2022-03-11,2193.09326171875,2225.352294921875,2193.09326171875,2214.41455078125,2199.443603515625,6128711,3603.25,3639.85009765625,3592.85009765625,3599.14990234375,3401.625732421875,1623423,1814.0,1831.4000244140625,1811.0,1822.0,1737.2767333984375,4758657
2022-03-14,2203.10791015625,2237.720458984375,2191.201171875,2232.59765625,2217.503662109375,4170339,3580.0,3648.35009765625,3580.0,3643.0,3443.069091796875,1765688,1831.550048828125,1895.0,1831.550048828125,1890.699951171875,1802.7822265625,10289724
2022-03-15,2240.9970703125,2240.9970703125,2160.603759765625,2181.463623046875,2166.71533203125,7962884,3659.0,3659.0,3585.39990234375,3593.89990234375,3396.66357421875,3651133,1888.3499755859375,1888.3499755859375,1830.0,1839.300048828125,1753.7724609375,7140443
2022-03-16,2198.585205078125,2222.490966796875,2194.0625,2218.291259765625,2203.294189453125,5574914,3640.5,3668.0,3616.25,3655.89990234375,3455.260986328125,3090475,1865.0,1893.949951171875,1849.0,1889.4000244140625,1801.542724609375,5233979
2022-03-17,2245.427490234375,2305.099365234375,2229.136474609375,2290.6083984375,2275.122314453125,10711049,3696.60009765625,3710.0,3660.300048828125,3672.75,3471.1865234375,3600452,1923.300048828125,1923.300048828125,1833.050048828125,1854.5999755859375,1768.361083984375,17731459
2022-03-21,2255.811279296875,2292.731201171875,2251.1962890625,2277.409423828125,2262.012451171875,5999733,3696.0,3713.949951171875,3615.0,3626.699951171875,3427.663818359375,2413831,1861.0,1886.9000244140625,1841.0999755859375,1853.050048828125,1766.8831787109375,8362085
2022-03-22,2270.67138671875,2339.758056640625,2264.672119140625,2336.250732421875,2320.4560546875,11278532,3640.0,3711.0,3625.0,3700.949951171875,3497.8388671875,2907611,1850.0,1890.0,1839.0,1887.4000244140625,1799.6358642578125,5709382
2022-03-23,2328.728271484375,2367.355712890625,2328.728271484375,2343.6806640625,2327.835693359375,7731093,3708.0,3729.800048828125,3690.0,3712.39990234375,3508.660888671875,1596195,1897.0,1900.0,1857.0,1872.4000244140625,1785.333251953125,6192824
2022-03-24,2316.729248046875,2385.169677734375,2316.729248046875,2380.093017578125,2364.001953125,6584133,3700.0,3758.199951171875,3695.0,3749.85009765625,3544.055419921875,1879046,1856.1500244140625,1894.5999755859375,1856.1500244140625,1886.699951171875,1798.9683837890625,3784303
2022-03-25,2383.646728515625,2414.567138671875,2378.570068359375,2395.96875,2379.770263671875,7111244,3759.89990234375,3779.5,3672.0,3707.449951171875,3503.982421875,1690133,1892.0,1894.0,1858.0,1876.550048828125,1789.2904052734375,3438588
2022-03-28,2409.029052734375,2427.25830078125,2387.338623046875,2420.05908203125,2403.69775390625,4945712,3695.0,3713.0,3661.199951171875,3707.699951171875,3504.21826171875,1760990,1866.0,1880.9000244140625,1852.6500244140625,1873.9000244140625,1786.7635498046875,4008555
2022-03-29,2434.873046875,2434.873046875,2406.62939453125,2420.61279296875,2404.247802734375,4342032,3694.75,3722.0,3691.0,3705.35009765625,3501.998046875,2689063,1873.9000244140625,1889.4000244140625,1860.550048828125,1886.0,1798.3009033203125,3917785
2022-03-30,2436.626953125,2481.023193359375,2415.58251953125,2467.132080078125,2450.45263671875,7905775,3738.0,3738.0,3706.199951171875,3731.550048828125,3526.759521484375,1583455,1910.0,1919.0,1895.0,1903.949951171875,1815.416259765625,7795839
2022-03-31,2459.748046875,2464.13232421875,2426.197021484375,2431.873291015625,2415.43212890625,6611859,3740.0,3754.64990234375,3720.199951171875,3739.949951171875,3534.6982421875,2168110,1900.0,1913.0,1894.199951171875,1906.8499755859375,1818.1812744140625,5399145
2022-04-01,2433.027099609375,2459.9326171875,2420.105224609375,2451.3486328125,2434.77587890625,3961440,3748.0,3763.0,3728.050048828125,3758.75,3552.466552734375,1387014,1886.8499755859375,1910.300048828125,1878.300048828125,1903.550048828125,1815.0347900390625,6171518
2022-04-04,2450.9794921875,2469.024169921875,2438.2421875,2458.59423828125,2441.972412109375,3964581,3762.0,3780.0,3737.10009765625,3770.35009765625,3563.430419921875,1472994,1889.75,1893.0,1873.0,1882.949951171875,1795.3927001953125,7364074
2022-04-05,2446.96435546875,2464.31689453125,2418.9052734375,2423.84326171875,2407.456298828125,6574935,3772.0,3835.60009765625,3772.0,3814.800048828125,3605.44091796875,2314947,1883.800048828125,1889.5999755859375,1857.1500244140625,1861.0999755859375,1774.558837890625,5472024
2022-04-06,2387.892578125,2431.642578125,2387.892578125,2417.38232421875,2401.0390625,6128607,3809.300048828125,3809.300048828125,3731.14990234375,3755.35009765625,3549.25341796875,2051729,1855.0,1857.5,1822.1500244140625,1828.8499755859375,1743.8084716796875,5407453
2022-04-07,2395.2763671875,2405.337158203125,2369.340087890625,2374.73974609375,2358.684814453125,7748249,3745.5,3745.5,3679.0,3684.14990234375,3481.9609375,2494829,1821.050048828125,1828.1500244140625,1807.550048828125,1811.0,1726.7884521484375,5797544
2022-04-08,2362.879150390625,2422.874267578125,2362.879150390625,2414.244140625,2397.92236328125,7576247,3690.0,3705.0,3642.5,3685.64990234375,3483.378662109375,2296773,1823.0,1838.0,1808.0,1814.5999755859375,1730.2210693359375,5131446
2022-04-11,2399.799072265625,2435.380859375,2384.108154296875,2409.2138671875,2392.92578125,4627104,3690.0,3712.35009765625,3656.10009765625,3696.39990234375,3493.53857421875,2291660,1814.0,1814.0,1762.550048828125,1766.550048828125,1684.4053955078125,8248407
2022-04-12,2387.800048828125,2402.198974609375,2358.63330078125,2363.848388671875,2347.866943359375,6608871,3683.0,3739.0,3648.35009765625,3691.10009765625,3488.52978515625,4483476,1757.5,1757.5,1727.75,1742.449951171875,1661.4259033203125,6456184
2022-04-13,2376.2626953125,2392.968994140625,2349.49560546875,2355.172119140625,2339.24951171875,5177117,3707.0,3709.85009765625,3655.550048828125,3661.949951171875,3460.979736328125,1621672,1754.949951171875,1757.5,1732.0,1748.550048828125,1667.2423095703125,6257693
2022-04-18,2337.958251953125,2362.694580078125,2327.62060546875,2347.97265625,2332.0986328125,4987112,3610.0,3610.0,3522.5,3528.050048828125,3334.427734375,3820792,1605.5,1650.0,1590.0,1621.4000244140625,1546.0048828125,30523965
2022-04-19,2361.033203125,2462.563232421875,2354.618408203125,2437.45751953125,2420.978515625,13070910,3550.0,3563.550048828125,3439.14990234375,3471.89990234375,3281.359375,3170014,1636.6500244140625,1636.6500244140625,1550.0,1562.0,1489.3668212890625,17044923
2022-04-20,2452.50244140625,2523.481201171875,2445.118408203125,2509.12841796875,2492.164794921875,12536120,3500.0,3569.14990234375,3480.0,3556.800048828125,3361.600341796875,2640370,1575.0,1596.300048828125,1563.0,1587.699951171875,1513.871826171875,10678747
2022-04-21,2539.079833984375,2574.24609375,2521.635009765625,2567.87744140625,2550.5166015625,10854316,3580.0,3644.0,3567.39990234375,3628.64990234375,3429.506591796875,2280996,1595.0,1627.199951171875,1589.25,1618.800048828125,1543.52587890625,7766514
2022-04-22,2546.4638671875,2586.2451171875,2532.895751953125,2546.37158203125,2529.15625,7527077,3581.10009765625,3617.0,3571.5,3612.550048828125,3414.29052734375,1581465,1604.3499755859375,1610.699951171875,1582.4000244140625,1585.449951171875,1511.726318359375,8134245
2022-04-25,2531.234375,2546.002197265625,2458.548095703125,2487.484130859375,2470.6669921875,8531607,3558.0,3584.0,3533.10009765625,3548.199951171875,3353.471435546875,1960694,1572.800048828125,1572.800048828125,1554.0999755859375,1561.0999755859375,1488.5087890625,7000570
2022-04-26,2501.3291015625,2579.7841796875,2499.206298828125,2561.924072265625,2544.603515625,6113833,3575.14990234375,3587.89990234375,3518.14990234375,3546.300048828125,3351.676513671875,1943469,1577.199951171875,1592.0,1566.550048828125,1581.0,1507.4833984375,5345435
2022-04-27,2543.648681640625,2610.2431640625,2542.91015625,2564.416259765625,2547.078857421875,9669472,3546.0,3568.449951171875,3506.300048828125,3561.199951171875,3365.7587890625,1727648,1572.75,1572.75,1550.3499755859375,1552.800048828125,1480.5946044921875,8819356
2022-04-28,2593.5830078125,2631.47216796875,2571.5693359375,2602.720703125,2585.12451171875,12807038,3588.0,3604.39990234375,3538.050048828125,3584.300048828125,3387.5908203125,1703660,1570.0,1601.800048828125,1557.449951171875,1582.5999755859375,1509.0089111328125,9245177
2022-04-29,2636.2255859375,2636.2255859375,2563.447021484375,2575.39990234375,2557.98828125,9107431,3597.0,3623.25,3536.85009765625,3546.699951171875,3352.054443359375,2051115,1590.0,1597.300048828125,1560.800048828125,1567.550048828125,1494.658935546875,9831395
2022-05-02,2549.3251953125,2589.4755859375,2545.67919921875,2566.3544921875,2549.00390625,4733503,3519.89990234375,3547.949951171875,3492.75,3542.39990234375,3347.990478515625,1324161,1550.9000244140625,1552.75,1531.0,1541.0,1469.34326171875,7072627
2022-05-04,2570.55419921875,2575.169189453125,2470.22412109375,2486.238037109375,2469.42919921875,9623830,3538.5,3545.449951171875,3465.300048828125,3479.75,3288.7783203125,2305825,1547.25,1570.0,1530.1500244140625,1535.550048828125,1464.1468505859375,6220959
2022-05-05,2513.78955078125,2519.7890625,2429.335205078125,2437.5498046875,2421.070068359375,8605334,3512.10009765625,3533.0,3485.35009765625,3513.39990234375,3320.582275390625,1612262,1560.050048828125,1589.4000244140625,1557.449951171875,1585.1500244140625,1511.4404296875,6144870
2022-05-06,2411.059814453125,2454.256103515625,2393.845703125,2418.859130859375,2402.505859375,9824974,3459.0,3474.5,3424.5,3432.60009765625,3244.21630859375,2010812,1550.0,1561.8499755859375,1535.050048828125,1542.8499755859375,1471.1072998046875,6171472
2022-05-09,2376.677978515625,2397.12255859375,2313.960205078125,2324.39013671875,2308.675537109375,9041876,3398.0,3456.0,3346.85009765625,3445.10009765625,3256.0302734375,2481830,1540.0,1586.800048828125,1522.1500244140625,1570.3499755859375,1497.32861328125,6832202
2022-05-10,2302.88427734375,2332.051025390625,2268.733154296875,2284.10107421875,2268.658935546875,9755838,3434.0,3464.800048828125,3422.0,3438.75,3250.028564453125,1622685,1558.0,1569.1500244140625,1546.050048828125,1553.0,1480.785400390625,6212545
2022-05-11,2282.255126953125,2293.608154296875,2235.458984375,2260.703125,2245.419189453125,8321949,3435.0,3448.449951171875,3382.14990234375,3412.0,3224.746826171875,1841769,1549.949951171875,1549.949951171875,1511.5999755859375,1526.75,1455.755859375,7846080
2022-05-12,2240.581787109375,2247.36572265625,2187.50927734375,2214.6455078125,2199.6728515625,10245160,3378.0,3449.699951171875,3350.10009765625,3408.64990234375,3221.580322265625,2807195,1514.0,1527.5,1504.300048828125,1508.800048828125,1438.6407470703125,7034979
2022-05-13,2239.197265625,2287.193115234375,2229.3671875,2239.7509765625,2224.608642578125,9654389,3435.0,3439.89990234375,3382.14990234375,3414.89990234375,3227.4873046875,2187823,1519.300048828125,1529.25,1498.0999755859375,1504.4000244140625,1434.4454345703125,6723761
2022-05-16,2246.99658203125,2289.962158203125,2230.567138671875,2240.304931640625,2225.15869140625,6718955,3415.0,3430.0,3366.60009765625,3376.800048828125,3191.478759765625,1195813,1510.0,1511.8499755859375,1478.6500244140625,1489.0999755859375,1419.8568115234375,6145331
2022-05-17,2247.596435546875,2344.326904296875,2244.735107421875,2334.404541015625,2318.622314453125,8275914,3370.0,3467.0,3350.39990234375,3451.60009765625,3262.173583984375,1754076,1494.9000244140625,1525.0,1480.9000244140625,1518.449951171875,1447.8419189453125,6516378
2022-05-18,2344.09619140625,2372.109130859375,2315.114013671875,2342.896240234375,2327.056640625,8638394,3465.0,3495.0,3443.050048828125,3448.800048828125,3259.527099609375,1866781,1522.0,1549.699951171875,1505.300048828125,1509.199951171875,1439.0220947265625,6594126
2022-05-19,2292.731201171875,2319.03662109375,2276.163330078125,2288.900634765625,2273.426025390625,7349559,3397.0,3405.0,3230.0,3261.949951171875,3082.931884765625,4642963,1481.0,1484.699951171875,1417.6500244140625,1427.1500244140625,1360.7874755859375,16561140
2022-05-20,2319.03662109375,2440.7802734375,2309.34521484375,2422.366455078125,2405.989501953125,10896545,3310.0,3313.89990234375,3270.050048828125,3293.0,3112.27783203125,3065125,1453.0,1466.75,1446.699951171875,1455.1500244140625,1387.4853515625,10488908
2022-05-23,2428.87353515625,2449.225830078125,2393.338134765625,2406.16796875,2389.900634765625,7626377,3304.800048828125,3338.89990234375,3267.0,3321.75,3139.44970703125,2293690,1455.0999755859375,1488.0,1450.050048828125,1468.4000244140625,1400.1192626953125,5887569
2022-05-24,2406.26025390625,2434.873046875,2397.67626953125,2414.4287109375,2398.10546875,6763909,3315.14990234375,3324.85009765625,3275.60009765625,3288.0,3107.5517578125,1711510,1468.5999755859375,1469.550048828125,1435.25,1441.0,1373.993408203125,5693167
2022-05-25,2432.104248046875,2452.13330078125,2401.18359375,2410.875244140625,2394.575927734375,6357272,3292.85009765625,3292.85009765625,3154.050048828125,3167.64990234375,3013.973388671875,3548046,1435.0,1442.5,1399.25,1410.449951171875,1344.864013671875,9630092
2022-05-26,2422.3203125,2432.011962890625,2351.80322265625,2387.892578125,2371.74853515625,8941011,3191.0,3241.5,3180.550048828125,3226.949951171875,3070.396484375,2813186,1418.0,1430.0,1407.050048828125,1423.949951171875,1357.736083984375,13040065
2022-05-27,2393.38427734375,2404.552490234375,2344.511474609375,2376.81640625,2360.747314453125,8260986,3253.199951171875,3278.89990234375,3229.199951171875,3261.300048828125,3103.080322265625,3103153,1443.949951171875,1467.0,1437.4000244140625,1461.3499755859375,1393.39697265625,8284860
2022-05-30,2413.64404296875,2468.10107421875,2394.44580078125,2459.609619140625,2442.980712890625,6926699,3297.0,3386.60009765625,3286.35009765625,3375.25,3211.50146484375,2094624,1487.0,1530.0,1485.0,1526.800048828125,1455.8037109375,10904213
2022-05-31,2438.01123046875,2472.531494140625,2414.290283203125,2429.93505859375,2413.5068359375,35310326,3354.14990234375,3383.39990234375,3325.0,3364.35009765625,3201.130859375,4840965,1510.699951171875,1518.0,1488.1500244140625,1503.5999755859375,1448.865966796875,16033857
2022-06-01,2431.4580078125,2450.748779296875,2414.751708984375,2430.7197265625,2414.286376953125,4888494,3388.0,3388.0,3340.050048828125,3355.199951171875,3192.424560546875,1493835,1513.0,1514.75,1472.0999755859375,1478.550048828125,1424.7276611328125,8738508
2022-06-02,2431.18115234375,2522.050537109375,2431.18115234375,2514.528076171875,2497.528076171875,11063284,3355.0,3432.0,3346.300048828125,3423.0,3256.935302734375,2657939,1484.0,1513.8499755859375,1475.5999755859375,1508.0,1453.105712890625,7205840
2022-06-03,2532.711181640625,2600.4130859375,2530.864990234375,2565.4775390625,2548.133056640625,11969895,3459.39990234375,3477.300048828125,3431.199951171875,3440.14990234375,3273.25341796875,1913622,1524.9000244140625,1555.0,1518.0,1521.699951171875,1466.306884765625,9395707
2022-06-06,2565.939208984375,2597.321044921875,2539.910400390625,2554.44775390625,2537.177734375,5546576,3418.0,3453.0,3377.14990234375,3430.949951171875,3264.49951171875,1084210,1516.0,1536.5999755859375,1493.0,1530.050048828125,1474.35302734375,6624883
2022-06-07,2556.61669921875,2576.184326171875,2540.141357421875,2559.247314453125,2541.945068359375,6179127,3401.050048828125,3418.85009765625,3356.0,3362.699951171875,3199.560791015625,2308256,1519.8499755859375,1519.8499755859375,1502.5999755859375,1506.699951171875,1451.85302734375,4904592
2022-06-08,2559.247314453125,2566.862060546875,2507.14404296875,2514.29736328125,2497.298828125,6239625,3380.14990234375,3413.949951171875,3346.5,3404.14990234375,3238.999755859375,2185707,1520.199951171875,1520.199951171875,1492.0,1500.0,1445.3968505859375,4697608
2022-06-09,2501.3291015625,2587.16796875,2501.3291015625,2583.245361328125,2565.78076171875,8639152,3385.0,3437.0,3353.10009765625,3427.10009765625,3260.83642578125,1279197,1485.0,1516.949951171875,1481.5,1515.0,1459.850830078125,4361061
2022-06-10,2558.462890625,2575.076904296875,2493.483642578125,2505.251953125,2488.314697265625,9046528,3382.0,3393.0,3352.0,3359.89990234375,3196.896240234375,1527582,1486.0999755859375,1493.949951171875,1473.5999755859375,1476.800048828125,1423.04150390625,6516436
2022-06-13,2445.94921875,2466.99365234375,2414.843994140625,2457.855712890625,2441.239013671875,8810401,3290.0,3293.0,3192.449951171875,3219.60009765625,3063.4033203125,3030921,1443.5999755859375,1443.5999755859375,1411.699951171875,1424.5,1372.645263671875,6987685
2022-06-14,2445.995361328125,2466.11669921875,2412.21337890625,2425.7353515625,2409.335693359375,7357156,3190.0,3238.89990234375,3174.699951171875,3210.550048828125,3054.7919921875,2611493,1410.0,1448.9000244140625,1403.1500244140625,1440.550048828125,1388.1109619140625,6090247
2022-06-15,2415.997802734375,2434.22705078125,2385.400390625,2396.384033203125,2380.182861328125,5597767,3218.5,3234.0,3201.0,3206.300048828125,3050.748046875,1404536,1440.199951171875,1446.4000244140625,1418.8499755859375,1422.199951171875,1370.4288330078125,4651958
2022-06-16,2421.028076171875,2454.30224609375,2357.341064453125,2362.879150390625,2346.904296875,8555737,3240.0,3244.85009765625,3133.050048828125,3142.0,2989.567626953125,2032028,1438.0,1443.75,1392.0,1397.199951171875,1346.3389892578125,6641772
2022-06-17,2362.879150390625,2422.735595703125,2359.279541015625,2390.569091796875,2374.4072265625,12228593,3092.0,3118.75,3023.85009765625,3088.89990234375,2939.043701171875,5240434,1391.050048828125,1396.949951171875,1367.1500244140625,1387.300048828125,1336.7994384765625,9692047
2022-06-20,2404.4140625,2415.58251953125,2326.974365234375,2347.234375,2331.365478515625,6033398,3094.0,3138.75,3069.0,3112.39990234375,2961.403564453125,1502769,1390.050048828125,1422.3499755859375,1382.0,1414.1500244140625,1362.6719970703125,4595194
2022-06-21,2362.879150390625,2393.707275390625,2333.6201171875,2385.12353515625,2368.998291015625,5860024,3130.0,3237.75,3125.39990234375,3211.949951171875,3056.124267578125,2964461,1424.0,1456.0,1422.75,1449.9000244140625,1397.12060546875,6270787
2022-06-22,2361.12548828125,2361.31005859375,2308.422119140625,2312.66796875,2297.03271484375,5308603,3199.89990234375,3250.550048828125,3183.0,3222.949951171875,3066.590576171875,3336315,1436.050048828125,1459.5999755859375,1435.0,1437.25,1384.9310302734375,6253366
2022-06-23,2321.390380859375,2330.57421875,2256.734130859375,2275.14794921875,2259.766357421875,9723161,3222.949951171875,3318.0,3222.949951171875,3308.800048828125,3148.275634765625,3692578,1439.800048828125,1458.0,1433.0,1452.449951171875,1399.5777587890625,6254281
2022-06-24,2289.039306640625,2317.652099609375,2277.963134765625,2307.54541015625,2291.94482421875,7120117,3339.0,3345.0,3277.5,3293.10009765625,3133.33740234375,2132118,1458.0,1467.5,1428.9000244140625,1441.0999755859375,1388.6409912109375,6114340
2022-06-27,2348.988037109375,2348.988037109375,2290.4697265625,2300.715087890625,2285.16064453125,7737264,3350.0,3362.89990234375,3306.5,3314.699951171875,3153.88916015625,2037686,1468.050048828125,1484.0,1465.1500244140625,1474.5999755859375,1420.92138671875,4511097
2022-06-28,2290.9775390625,2338.8349609375,2290.9775390625,2333.066162109375,2317.29296875,6786423,3307.0,3330.0,3272.60009765625,3318.14990234375,3157.171875,1400046,1469.0,1488.25,1453.0,1480.1500244140625,1426.26953125,4412178
2022-06-29,2314.144775390625,2397.0302734375,2308.422119140625,2381.4775390625,2365.376953125,9602573,3271.0,3333.0,3271.0,3290.5,3130.863037109375,2133994,1464.699951171875,1477.0,1457.0,1463.25,1409.9847412109375,5060038
2022-06-30,2381.339111328125,2414.474853515625,2368.417236328125,2395.7841796875,2379.587158203125,11556479,3272.0,3310.89990234375,3255.0,3267.10009765625,3108.598388671875,2719603,1465.050048828125,1482.0,1455.0,1461.9000244140625,1408.683837890625,9165177
2022-07-01,2376.6318359375,2392.4150390625,2182.894287109375,2223.229248046875,2208.19873046875,40998574,3260.0,3333.0,3252.050048828125,3315.10009765625,3154.270263671875,1502879,1454.0,1485.0,1442.3499755859375,1479.4000244140625,1425.5467529296875,4651635
2022-07-04,2195.77001953125,2253.965087890625,2183.909423828125,2227.84423828125,2212.782470703125,20928864,3312.0,3317.949951171875,3225.050048828125,3235.050048828125,3078.103759765625,2622535,1480.25,1492.25,1462.0,1488.0,1433.833740234375,4800224
2022-07-05,2236.42822265625,2275.101806640625,2230.982421875,2245.888916015625,2230.705078125,8823663,3255.0,3272.0,3206.949951171875,3216.300048828125,3060.2626953125,2170627,1498.800048828125,1509.949951171875,1472.0,1475.949951171875,1422.2222900390625,7379669
2022-07-06,2233.75146484375,2253.9189453125,2204.123291015625,2226.13671875,2211.08642578125,11971863,3218.5,3268.5,3202.25,3260.75,3102.556884765625,2182144,1482.199951171875,1500.0,1470.0,1491.6500244140625,1437.350830078125,5209162
2022-07-07,2239.10498046875,2245.888916015625,2192.124267578125,2204.215576171875,2189.3134765625,11650516,3271.0,3319.39990234375,3265.050048828125,3287.85009765625,3128.342041015625,1989921,1503.050048828125,1513.949951171875,1495.699951171875,1498.699951171875,1444.1441650390625,3323472
2022-07-08,2231.813232421875,2231.813232421875,2199.0927734375,2207.261474609375,2192.3388671875,9505054,3300.0,3305.0,3250.0,3265.449951171875,3107.02880859375,2136916,1515.0,1516.949951171875,1499.949951171875,1514.449951171875,1459.32080078125,3652582
