tran_id,store_id,member_id,tran_dt
2021-01-01T17-13-32-241850_5,2,1030,2021-01-01
2021-01-01T17-13-32-242850_5,2,1030,2021-01-01
2021-01-01T17-13-32-242850_6,3,1098,2021-01-01
2021-01-01T17-13-32-242850_7,3,1074,2021-01-01
2021-01-01T17-13-32-243852_7,3,1074,2021-01-01
2021-01-01T17-13-32-243852_8,2,1085,2021-01-01
2021-01-01T17-13-32-243852_9,1,1078,2021-01-01
2021-01-01T17-13-32-243852_10,3,1021,2021-01-01
2021-01-01T17-13-32-244852_10,3,1021,2021-01-01
2021-01-01T17-13-32-244852_11,1,1100,2021-01-01
2021-01-01T17-13-32-244852_12,2,1096,2021-01-01
2021-01-01T17-13-32-245856_12,2,1096,2021-01-01
2021-01-01T17-13-32-245856_13,1,1017,2021-01-01
2021-01-01T17-13-32-245856_14,2,1089,2021-01-01
2021-01-01T17-13-32-246856_14,2,1089,2021-01-01
2021-01-01T17-13-32-246856_15,1,1090,2021-01-01
2021-01-01T17-13-32-247856_15,1,1090,2021-01-01
2021-01-01T17-13-32-247856_16,3,1018,2021-01-01
2021-01-01T17-13-32-248856_16,3,1018,2021-01-01
2021-01-01T17-13-32-248856_17,1,1043,2021-01-01
2021-01-01T17-13-32-249855_17,1,1043,2021-01-01
2021-01-01T17-13-32-249855_18,1,1091,2021-01-01
2021-01-01T17-13-32-250853_18,1,1091,2021-01-01
2021-01-01T17-13-32-250853_19,1,1055,2021-01-01
2021-01-01T17-13-32-250853_20,2,1088,2021-01-01
2021-01-01T17-13-32-250853_21,2,1057,2021-01-01
2021-01-01T17-13-32-251858_21,2,1057,2021-01-01
2021-01-01T17-13-32-251858_22,1,1024,2021-01-01
2021-01-01T17-13-32-251858_23,3,1082,2021-01-01
2021-01-01T17-13-32-251858_24,3,1013,2021-01-01
2021-01-01T17-13-32-252855_25,1,1062,2021-01-01
2021-01-01T17-13-32-252855_26,1,1016,2021-01-01
2021-01-01T17-13-32-252855_27,1,1047,2021-01-01
2021-01-01T17-13-32-252855_28,1,1063,2021-01-01
2021-01-01T17-13-32-253855_28,1,1063,2021-01-01
2021-01-01T17-13-32-253855_29,2,1001,2021-01-01
2021-01-01T17-13-32-254855_29,2,1001,2021-01-01
2021-01-01T17-13-32-254855_30,3,1004,2021-01-01
2021-01-01T17-13-32-254855_31,2,1092,2021-01-01
2021-01-01T17-13-32-255852_1,2,1074,2021-01-01
2021-01-01T17-13-32-255852_2,1,1087,2021-01-01
2021-01-01T17-13-32-256854_2,1,1087,2021-01-01
2021-01-01T17-13-32-256854_3,2,1043,2021-01-01
2021-01-01T17-13-32-257852_4,1,1020,2021-01-01
2021-01-01T17-13-32-257852_5,3,1081,2021-01-01
2021-01-01T17-13-32-258851_5,3,1081,2021-01-01
2021-01-01T17-13-32-258851_6,1,1054,2021-01-01
2021-01-01T17-13-32-258851_7,3,1060,2021-01-01
2021-01-01T17-13-32-259942_7,3,1060,2021-01-01
2021-01-01T17-13-32-259942_8,1,1087,2021-01-01
2021-01-01T17-13-32-259942_9,1,1011,2021-01-01
2021-01-01T17-13-32-259942_10,1,1053,2021-01-01
2021-01-01T17-13-32-260945_10,1,1053,2021-01-01
2021-01-01T17-13-32-260945_11,1,1095,2021-01-01
2021-01-01T17-13-32-260945_12,3,1041,2021-01-01
2021-01-01T17-13-32-261942_12,3,1041,2021-01-01
2021-01-01T17-13-32-261942_13,1,1034,2021-01-01
2021-01-01T17-13-32-261942_14,2,1059,2021-01-01
2021-01-01T17-13-32-261942_15,3,1033,2021-01-01
2021-01-01T17-13-32-261942_16,2,1010,2021-01-01
2021-01-01T17-13-32-261942_17,1,1032,2021-01-01
2021-01-01T17-13-32-262943_18,3,1092,2021-01-01
2021-01-01T17-13-32-262943_19,2,1099,2021-01-01
2021-01-01T17-13-32-262943_20,1,1016,2021-01-01
2021-01-01T17-13-32-262943_21,2,1084,2021-01-01
2021-01-01T17-13-32-262943_22,3,1013,2021-01-01
2021-01-01T17-13-32-262943_23,1,1047,2021-01-01
2021-01-01T17-13-32-263942_23,1,1047,2021-01-01
2021-01-01T17-13-32-263942_24,1,1070,2021-01-01
2021-01-01T17-13-32-263942_25,2,1051,2021-01-01
2021-01-01T17-13-32-265034_25,2,1051,2021-01-01
2021-01-01T17-13-32-265034_26,2,1048,2021-01-01
2021-01-01T17-13-32-265034_27,2,1004,2021-01-01
2021-01-01T17-13-32-265034_28,3,1040,2021-01-01
2021-01-01T17-13-32-265945_29,1,1075,2021-01-01
2021-01-01T17-13-32-265945_1,1,1061,2021-01-01
2021-01-01T17-13-32-265945_2,2,1074,2021-01-01
2021-01-01T17-13-32-265945_3,2,1050,2021-01-01
2021-01-01T17-13-32-266944_3,2,1050,2021-01-01
2021-01-01T17-13-32-266944_4,3,1011,2021-01-01
2021-01-01T17-13-32-266944_5,3,1087,2021-01-01
2021-01-01T17-13-32-267946_5,3,1087,2021-01-01
2021-01-01T17-13-32-267946_6,3,1081,2021-01-01
2021-01-01T17-13-32-267946_7,1,1085,2021-01-01
2021-01-01T17-13-32-267946_8,1,1037,2021-01-01
2021-01-01T17-13-32-268944_9,2,1038,2021-01-01
2021-01-01T17-13-32-268944_10,2,1070,2021-01-01
2021-01-01T17-13-32-268944_11,2,1083,2021-01-01
2021-01-01T17-13-32-268944_12,1,1055,2021-01-01
2021-01-01T17-13-32-268944_13,1,1089,2021-01-01
2021-01-01T17-13-32-269944_13,1,1089,2021-01-01
2021-01-01T17-13-32-269944_14,3,1099,2021-01-01
2021-01-01T17-13-32-269944_15,1,1083,2021-01-01
2021-01-01T17-13-32-271076_16,3,1004,2021-01-01
2021-01-01T17-13-32-271076_17,1,1046,2021-01-01
2021-01-01T17-13-32-272077_18,1,1008,2021-01-01
2021-01-01T17-13-32-272077_19,1,1031,2021-01-01
2021-01-01T17-13-32-272077_20,2,1080,2021-01-01
2021-01-01T17-13-32-272077_1,3,1083,2021-01-01
2021-01-01T17-13-32-272077_2,2,1078,2021-01-01
2021-01-01T17-13-32-273076_2,2,1078,2021-01-01
2021-01-01T17-13-32-273076_3,2,1005,2021-01-01
2021-01-01T17-13-32-273076_4,3,1085,2021-01-01
2021-01-01T17-13-32-273076_5,1,1099,2021-01-01
2021-01-01T17-13-32-273076_6,3,1007,2021-01-01
2021-01-01T17-13-32-274075_6,3,1007,2021-01-01
2021-01-01T17-13-32-274075_7,2,1042,2021-01-01
2021-01-01T17-13-32-274075_8,3,1068,2021-01-01
2021-01-01T17-13-32-278076_8,3,1068,2021-01-01
2021-01-01T17-13-32-315157_8,3,1068,2021-01-01
2021-01-01T17-13-32-315157_9,2,1014,2021-01-01
2021-01-01T17-13-32-315157_10,1,1013,2021-01-01
2021-01-01T17-13-32-315157_11,2,1013,2021-01-01
2021-01-01T17-13-32-315157_12,3,1090,2021-01-01
2021-01-01T17-13-32-316156_12,3,1090,2021-01-01
2021-01-01T17-13-32-318155_12,3,1090,2021-01-01
2021-01-01T17-13-32-318155_13,2,1077,2021-01-01
2021-01-01T17-13-32-319154_14,3,1007,2021-01-01
2021-01-01T17-13-32-319154_15,3,1078,2021-01-01
2021-01-01T17-13-32-319154_16,2,1088,2021-01-01
2021-01-01T17-13-32-319154_17,2,1055,2021-01-01
2021-01-01T17-13-32-320155_17,2,1055,2021-01-01
2021-01-01T17-13-32-320155_18,2,1067,2021-01-01
2021-01-01T17-13-32-321154_18,2,1067,2021-01-01
2021-01-01T17-13-32-321154_19,2,1072,2021-01-01
2021-01-01T17-13-32-321154_20,2,1024,2021-01-01
2021-01-01T17-13-32-321154_21,1,1084,2021-01-01
2021-01-01T17-13-32-321154_22,2,1046,2021-01-01
2021-01-01T17-13-32-322152_22,2,1046,2021-01-01
2021-01-01T17-13-32-322152_23,2,1016,2021-01-01
2021-01-01T17-13-32-322152_24,2,1084,2021-01-01
2021-01-01T17-13-32-322152_25,3,1064,2021-01-01
2021-01-01T17-13-32-322152_26,1,1046,2021-01-01
2021-01-01T17-13-32-323152_26,1,1046,2021-01-01
2021-01-01T17-13-32-323152_27,2,1009,2021-01-01
2021-01-01T17-13-32-323152_28,3,1027,2021-01-01
2021-01-01T17-13-32-324156_29,2,1012,2021-01-01
2021-01-01T17-13-32-324156_30,2,1007,2021-01-01
2021-01-01T17-13-32-324156_31,1,1029,2021-01-01
2021-01-01T17-13-32-325155_32,2,1043,2021-01-01
2021-01-01T17-13-32-325155_33,3,1052,2021-01-01
2021-01-01T17-13-32-325155_34,2,1075,2021-01-01
2021-01-01T17-13-32-325155_1,2,1065,2021-01-01
2021-01-01T17-13-32-325155_2,1,1075,2021-01-01
2021-01-01T17-13-32-326150_2,1,1075,2021-01-01
2021-01-01T17-13-32-326150_3,2,1098,2021-01-01
2021-01-01T17-13-32-326150_4,2,1065,2021-01-01
2021-01-01T17-13-32-327153_4,2,1065,2021-01-01
2021-01-01T17-13-32-328154_4,2,1065,2021-01-01
2021-01-01T17-13-32-328154_5,1,1007,2021-01-01
2021-01-01T17-13-32-328154_6,2,1067,2021-01-01
2021-01-01T17-13-32-328154_7,2,1083,2021-01-01
2021-01-01T17-13-32-329382_7,2,1083,2021-01-01
2021-01-01T17-13-32-329382_8,1,1080,2021-01-01
2021-01-01T17-13-32-330383_8,1,1080,2021-01-01
2021-01-01T17-13-32-331383_9,2,1031,2021-01-01
2021-01-01T17-13-32-332384_10,3,1012,2021-01-01
2021-01-01T17-13-32-333386_10,3,1012,2021-01-01
2021-01-01T17-13-32-333386_11,1,1033,2021-01-01
2021-01-01T17-13-32-334390_11,1,1033,2021-01-01
2021-01-01T17-13-32-334390_12,1,1045,2021-01-01
2021-01-01T17-13-32-334390_13,1,1057,2021-01-01
2021-01-01T17-13-32-335385_13,1,1057,2021-01-01
2021-01-01T17-13-32-335385_14,3,1069,2021-01-01
2021-01-01T17-13-32-335385_15,3,1060,2021-01-01
2021-01-01T17-13-32-335385_16,2,1025,2021-01-01
2021-01-01T17-13-32-335385_17,1,1025,2021-01-01
2021-01-01T17-13-32-336386_17,1,1025,2021-01-01
2021-01-01T17-13-32-336386_18,2,1021,2021-01-01
2021-01-01T17-13-32-336386_19,2,1016,2021-01-01
2021-01-01T17-13-32-337384_20,1,1093,2021-01-01
2021-01-01T17-13-32-337384_21,2,1057,2021-01-01
2021-01-01T17-13-32-337384_22,1,1092,2021-01-01
2021-01-01T17-13-32-338384_23,2,1017,2021-01-01
2021-01-01T17-13-32-343384_23,2,1017,2021-01-01
2021-01-01T17-13-32-343384_24,1,1033,2021-01-01
2021-01-01T17-13-32-344383_24,1,1033,2021-01-01
2021-01-01T17-13-32-344383_25,1,1065,2021-01-01
2021-01-01T17-13-32-344383_26,1,1012,2021-01-01
2021-01-01T17-13-32-344383_27,2,1076,2021-01-01
2021-01-01T17-13-32-345473_27,2,1076,2021-01-01
2021-01-01T17-13-32-345473_28,2,1071,2021-01-01
2021-01-01T17-13-32-345473_29,1,1039,2021-01-01
2021-01-01T17-13-32-346381_29,1,1039,2021-01-01
2021-01-01T17-13-32-346381_30,3,1090,2021-01-01
2021-01-01T17-13-32-346381_31,3,1075,2021-01-01
2021-01-01T17-13-32-346381_32,3,1006,2021-01-01
2021-01-01T17-13-32-346381_33,1,1031,2021-01-01
2021-01-01T17-13-32-347380_33,1,1031,2021-01-01
2021-01-01T17-13-32-347380_34,2,1005,2021-01-01
2021-01-01T17-13-32-347380_35,2,1012,2021-01-01
2021-01-01T17-13-32-347380_36,3,1059,2021-01-01
2021-01-01T17-13-32-347380_37,3,1092,2021-01-01
2021-01-01T17-13-32-348381_37,3,1092,2021-01-01
2021-01-01T17-13-32-348381_38,3,1012,2021-01-01
2021-01-01T17-13-32-348381_39,1,1036,2021-01-01
2021-01-01T17-13-32-348381_40,3,1091,2021-01-01
2021-01-01T17-13-32-348381_1,2,1092,2021-01-01
2021-01-01T17-13-32-349385_2,2,1058,2021-01-01
2021-01-01T17-13-32-349385_3,1,1065,2021-01-01
2021-01-01T17-13-32-355381_3,1,1065,2021-01-01
2021-01-01T17-13-32-359474_3,1,1065,2021-01-01
2021-01-01T17-13-32-359474_4,2,1074,2021-01-01
2021-01-01T17-13-32-394732_4,2,1074,2021-01-01
2021-01-01T17-13-32-394732_5,1,1043,2021-01-01
2021-01-01T17-13-32-394732_6,3,1022,2021-01-01
2021-01-01T17-13-32-394732_7,3,1021,2021-01-01
2021-01-01T17-13-32-394732_8,1,1043,2021-01-01
2021-01-01T17-13-32-395731_8,1,1043,2021-01-01
2021-01-01T17-13-32-395731_9,2,1068,2021-01-01
2021-01-01T17-13-32-395731_10,1,1076,2021-01-01
2021-01-01T17-13-32-395731_11,2,1061,2021-01-01
2021-01-01T17-13-32-395731_12,1,1049,2021-01-01
2021-01-01T17-13-32-395731_13,1,1017,2021-01-01
2021-01-01T17-13-32-396731_13,1,1017,2021-01-01
2021-01-01T17-13-32-396731_14,3,1003,2021-01-01
2021-01-01T17-13-32-396731_15,2,1087,2021-01-01
2021-01-01T17-13-32-396731_16,1,1001,2021-01-01
2021-01-01T17-13-32-396731_17,2,1046,2021-01-01
2021-01-01T17-13-32-397730_17,2,1046,2021-01-01
2021-01-01T17-13-32-397730_18,3,1006,2021-01-01
2021-01-01T17-13-32-397730_19,2,1008,2021-01-01
2021-01-01T17-13-32-398732_19,2,1008,2021-01-01
2021-01-01T17-13-32-398732_20,3,1036,2021-01-01
2021-01-01T17-13-32-398732_21,1,1032,2021-01-01
2021-01-01T17-13-32-398732_22,3,1078,2021-01-01
2021-01-01T17-13-32-400732_22,3,1078,2021-01-01
2021-01-01T17-13-32-401733_22,3,1078,2021-01-01
2021-01-01T17-13-32-401733_23,3,1091,2021-01-01
2021-01-01T17-13-32-401733_24,3,1041,2021-01-01
2021-01-01T17-13-32-402732_24,3,1041,2021-01-01
2021-01-01T17-13-32-402732_25,2,1040,2021-01-01
2021-01-01T17-13-32-402732_26,1,1093,2021-01-01
2021-01-01T17-13-32-402732_27,2,1008,2021-01-01
2021-01-01T17-13-32-403731_27,2,1008,2021-01-01
2021-01-01T17-13-32-403731_28,2,1054,2021-01-01
2021-01-01T17-13-32-403731_29,3,1095,2021-01-01
2021-01-01T17-13-32-403731_30,1,1081,2021-01-01
2021-01-01T17-13-32-404731_30,1,1081,2021-01-01
2021-01-01T17-13-32-404731_31,2,1024,2021-01-01
2021-01-01T17-13-32-404731_32,1,1050,2021-01-01
2021-01-01T17-13-32-404731_33,3,1083,2021-01-01
2021-01-01T17-13-32-405730_33,3,1083,2021-01-01
2021-01-01T17-13-32-405730_34,2,1017,2021-01-01
2021-01-01T17-13-32-407734_34,2,1017,2021-01-01
2021-01-01T17-13-32-407734_35,1,1081,2021-01-01
2021-01-01T17-13-32-407734_36,2,1022,2021-01-01
2021-01-01T17-13-32-407734_37,2,1100,2021-01-01
2021-01-01T17-13-32-407734_38,3,1044,2021-01-01
2021-01-01T17-13-32-408728_38,3,1044,2021-01-01
2021-01-01T17-13-32-408728_1,1,1037,2021-01-01
2021-01-01T17-13-32-408728_2,1,1022,2021-01-01
2021-01-01T17-13-32-408728_3,1,1022,2021-01-01
2021-01-01T17-13-32-408728_4,3,1034,2021-01-01
2021-01-01T17-13-32-409730_4,3,1034,2021-01-01
2021-01-01T17-13-32-409730_5,1,1050,2021-01-01
2021-01-01T17-13-32-409730_6,2,1012,2021-01-01
2021-01-01T17-13-32-411733_6,2,1012,2021-01-01
2021-01-01T17-13-32-411733_7,3,1025,2021-01-01
2021-01-01T17-13-32-412732_7,3,1025,2021-01-01
2021-01-01T17-13-32-420728_7,3,1025,2021-01-01
2021-01-01T17-13-32-427731_8,2,1074,2021-01-01
2021-01-01T17-13-32-430731_9,3,1100,2021-01-01
2021-01-01T17-13-32-430731_10,3,1045,2021-01-01
2021-01-01T17-13-32-430731_11,1,1098,2021-01-01
2021-01-01T17-13-32-431729_12,3,1055,2021-01-01
2021-01-01T17-13-32-431729_13,2,1023,2021-01-01
2021-01-01T17-13-32-432729_13,2,1023,2021-01-01
2021-01-01T17-13-32-433732_13,2,1023,2021-01-01
2021-01-01T17-13-32-434734_13,2,1023,2021-01-01
2021-01-01T17-13-32-434734_14,2,1018,2021-01-01
2021-01-01T17-13-32-434734_15,1,1058,2021-01-01
2021-01-01T17-13-32-435733_15,1,1058,2021-01-01
2021-01-01T17-13-32-435733_16,1,1086,2021-01-01
2021-01-01T17-13-32-436731_17,1,1006,2021-01-01
2021-01-01T17-13-32-436731_18,2,1028,2021-01-01
2021-01-01T17-13-32-440729_18,2,1028,2021-01-01
2021-01-01T17-13-32-440729_19,2,1032,2021-01-01
2021-01-01T17-13-32-440729_20,1,1055,2021-01-01
2021-01-01T17-13-32-441729_20,1,1055,2021-01-01
2021-01-01T17-13-32-441729_21,3,1093,2021-01-01
2021-01-01T17-13-32-441729_22,1,1017,2021-01-01
2021-01-01T17-13-32-441729_23,3,1079,2021-01-01
2021-01-01T17-13-32-442728_23,3,1079,2021-01-01
2021-01-01T17-13-32-442728_24,1,1072,2021-01-01
2021-01-01T17-13-32-442728_25,2,1061,2021-01-01
2021-01-01T17-13-32-442728_26,3,1090,2021-01-01
2021-01-01T17-13-32-443729_26,3,1090,2021-01-01
2021-01-01T17-13-32-443729_27,1,1050,2021-01-01
2021-01-01T17-13-32-443729_1,1,1034,2021-01-01
2021-01-01T17-13-32-443729_2,1,1086,2021-01-01
2021-01-01T17-13-32-444817_2,1,1086,2021-01-01
2021-01-01T17-13-32-444817_3,1,1058,2021-01-01
2021-01-01T17-13-32-444817_4,3,1059,2021-01-01
2021-01-01T17-13-32-445818_4,3,1059,2021-01-01
2021-01-01T17-13-32-445818_5,3,1026,2021-01-01
2021-01-01T17-13-32-445818_6,1,1066,2021-01-01
2021-01-01T17-13-32-445818_7,3,1095,2021-01-01
2021-01-01T17-13-32-446819_8,3,1082,2021-01-01
2021-01-01T17-13-32-446819_9,2,1015,2021-01-01
2021-01-01T17-13-32-446819_10,1,1079,2021-01-01
2021-01-01T17-13-32-447819_10,1,1079,2021-01-01
2021-01-01T17-13-32-447819_11,1,1089,2021-01-01
2021-01-01T17-13-32-447819_12,1,1069,2021-01-01
2021-01-01T17-13-32-447819_13,3,1031,2021-01-01
2021-01-01T17-13-32-447819_14,3,1057,2021-01-01
2021-01-01T17-13-32-448818_15,2,1052,2021-01-01
2021-01-01T17-13-32-448818_16,3,1050,2021-01-01
2021-01-01T17-13-32-448818_17,3,1037,2021-01-01
2021-01-01T17-13-32-467893_18,3,1020,2021-01-01
2021-01-01T17-13-32-467893_19,3,1020,2021-01-01
2021-01-01T17-13-32-468891_19,3,1020,2021-01-01
2021-01-01T17-13-32-468891_20,3,1054,2021-01-01
2021-01-01T17-13-32-468891_21,2,1088,2021-01-01
2021-01-01T17-13-32-468891_22,2,1055,2021-01-01
2021-01-01T17-13-32-469888_22,2,1055,2021-01-01
2021-01-01T17-13-32-469888_23,1,1018,2021-01-01
2021-01-01T17-13-32-469888_24,3,1078,2021-01-01
2021-01-01T17-13-32-469888_25,2,1067,2021-01-01
2021-01-01T17-13-32-469888_26,2,1060,2021-01-01
2021-01-01T17-13-32-470888_26,2,1060,2021-01-01
2021-01-01T17-13-32-470888_27,2,1091,2021-01-01
2021-01-01T17-13-32-470888_28,3,1046,2021-01-01
2021-01-01T17-13-32-470888_29,2,1052,2021-01-01
2021-01-01T17-13-32-470888_30,2,1022,2021-01-01
2021-01-01T17-13-32-470888_31,1,1083,2021-01-01
2021-01-01T17-13-32-471888_31,1,1083,2021-01-01
2021-01-01T17-13-32-471888_1,1,1076,2021-01-01
2021-01-01T17-13-32-471888_2,3,1013,2021-01-01
2021-01-01T17-13-32-471888_3,3,1027,2021-01-01
2021-01-01T17-13-32-478107_3,3,1027,2021-01-01
2021-01-01T17-13-32-478107_4,1,1005,2021-01-01
2021-01-01T17-13-32-478107_5,2,1040,2021-01-01
2021-01-01T17-13-32-479110_5,2,1040,2021-01-01
2021-01-01T17-13-32-479110_6,3,1002,2021-01-01
2021-01-01T17-13-32-479110_7,3,1030,2021-01-01
2021-01-01T17-13-32-479110_8,2,1065,2021-01-01
2021-01-01T17-13-32-480120_8,2,1065,2021-01-01
2021-01-01T17-13-32-480120_9,3,1082,2021-01-01
2021-01-01T17-13-32-481122_9,3,1082,2021-01-01
2021-01-01T17-13-32-481122_10,1,1032,2021-01-01
2021-01-01T17-13-32-482118_11,3,1080,2021-01-01
2021-01-01T17-13-32-483111_11,3,1080,2021-01-01
2021-01-01T17-13-32-483111_12,2,1066,2021-01-01
2021-01-01T17-13-32-484114_12,2,1066,2021-01-01
2021-01-01T17-13-32-484114_13,3,1023,2021-01-01
2021-01-01T17-13-32-485112_14,3,1091,2021-01-01
2021-01-01T17-13-32-485112_15,3,1001,2021-01-01
2021-01-01T17-13-32-485112_16,3,1023,2021-01-01
2021-01-01T17-13-32-486122_16,3,1023,2021-01-01
2021-01-01T17-13-32-486122_17,2,1059,2021-01-01
2021-01-01T17-13-32-486122_18,3,1055,2021-01-01
2021-01-01T17-13-32-487108_18,3,1055,2021-01-01
2021-01-01T17-13-32-487108_19,2,1047,2021-01-01
2021-01-01T17-13-32-487108_20,2,1088,2021-01-01
2021-01-01T17-13-32-488234_20,2,1088,2021-01-01
2021-01-01T17-13-32-488234_21,1,1094,2021-01-01
2021-01-01T17-13-32-488234_22,3,1045,2021-01-01
2021-01-01T17-13-32-489236_22,3,1045,2021-01-01
2021-01-01T17-13-32-489236_23,2,1012,2021-01-01
2021-01-01T17-13-32-490237_23,2,1012,2021-01-01
2021-01-01T17-13-32-491235_24,3,1023,2021-01-01
2021-01-01T17-13-32-491235_25,3,1054,2021-01-01
2021-01-01T17-13-32-492242_25,3,1054,2021-01-01
2021-01-01T17-13-32-492242_26,2,1052,2021-01-01
2021-01-01T17-13-32-492242_27,2,1017,2021-01-01
2021-01-01T17-13-32-493408_27,2,1017,2021-01-01
2021-01-01T17-13-32-493408_28,1,1030,2021-01-01
2021-01-01T17-13-32-494413_28,1,1030,2021-01-01
2021-01-01T17-13-32-494413_29,1,1064,2021-01-01
2021-01-01T17-13-32-494413_30,2,1070,2021-01-01
2021-01-01T17-13-32-495412_31,1,1072,2021-01-01
2021-01-01T17-13-32-495412_32,3,1061,2021-01-01
2021-01-01T17-13-32-495412_33,2,1030,2021-01-01
2021-01-01T17-13-32-495412_34,3,1045,2021-01-01
2021-01-01T17-13-32-495412_1,3,1061,2021-01-01
2021-01-01T17-13-32-496411_2,1,1063,2021-01-01
2021-01-01T17-13-32-496411_3,1,1062,2021-01-01
2021-01-01T17-13-32-496411_4,1,1030,2021-01-01
2021-01-01T17-13-32-497408_4,1,1030,2021-01-01
2021-01-01T17-13-32-507410_5,2,1011,2021-01-01
2021-01-01T17-13-32-507410_6,2,1032,2021-01-01
2021-01-01T17-13-32-507410_7,2,1057,2021-01-01
2021-01-01T17-13-32-508410_7,2,1057,2021-01-01
2021-01-01T17-13-32-508410_8,1,1019,2021-01-01
2021-01-01T17-13-32-509408_9,2,1032,2021-01-01
2021-01-01T17-13-32-509408_10,3,1050,2021-01-01
2021-01-01T17-13-32-509408_11,2,1063,2021-01-01
2021-01-01T17-13-32-509408_12,1,1018,2021-01-01
2021-01-01T17-13-32-522494_12,1,1018,2021-01-01
2021-01-01T17-13-32-522494_13,2,1028,2021-01-01
2021-01-01T17-13-32-522494_14,3,1045,2021-01-01
2021-01-01T17-13-32-522494_15,2,1039,2021-01-01
2021-01-01T17-13-32-522494_16,1,1097,2021-01-01
2021-01-01T17-13-32-522494_17,3,1071,2021-01-01
2021-01-01T17-13-32-522494_18,2,1006,2021-01-01
2021-01-01T17-13-32-522494_19,3,1006,2021-01-01
2021-01-01T17-13-32-522494_20,1,1093,2021-01-01
2021-01-01T17-13-32-522494_21,1,1034,2021-01-01
2021-01-01T17-13-32-522494_22,3,1021,2021-01-01
2021-01-01T17-13-32-525551_22,3,1021,2021-01-01
2021-01-01T17-13-32-525551_23,1,1081,2021-01-01
2021-01-01T17-13-32-525551_24,2,1051,2021-01-01
2021-01-01T17-13-32-525551_25,2,1020,2021-01-01
2021-01-01T17-13-32-525551_26,3,1004,2021-01-01
2021-01-01T17-13-32-525551_27,2,1021,2021-01-01
2021-01-01T17-13-32-527613_28,1,1047,2021-01-01
2021-01-01T17-13-32-527613_29,1,1006,2021-01-01
2021-01-01T17-13-32-527613_1,3,1094,2021-01-01
2021-01-01T17-13-32-527613_2,1,1085,2021-01-01
2021-01-01T17-13-32-527613_3,2,1009,2021-01-01
2021-01-01T17-13-32-527613_4,2,1066,2021-01-01
2021-01-01T17-13-32-527613_5,3,1015,2021-01-01
2021-01-01T17-13-32-527613_6,3,1080,2021-01-01
2021-01-01T17-13-32-527613_7,2,1056,2021-01-01
2021-01-01T17-13-32-527613_8,3,1091,2021-01-01
2021-01-01T17-13-32-557144_8,3,1091,2021-01-01
2021-01-01T17-13-32-557144_9,1,1077,2021-01-01
2021-01-01T17-13-32-557144_10,3,1096,2021-01-01
