symbol,date,open,high,low,close,volume,ma_7,ma_14,ma_21,ma_28
ABB,2023-05-26,3899.277593087701,3955.7703355601,3894.348038608449,3948.32666015625,327697,3864.284981863839,3841.313249860491,3729.5132998511904,
ABB,2023-05-29,3969.228047648897,4000.925228366372,3955.7704597783104,3974.354736328125,277673,3883.108816964286,3857.0948486328125,3758.6000046502977,
ABB,2023-05-30,3971.249350479078,4002.7491575394415,3951.6789216249754,3972.826904296875,179306,3902.101736886161,3872.17578125,3787.3158598400296,
ABB,2023-05-31,3956.214050885324,4238.431052210082,3933.340965643028,4067.769775390625,1169176,3934.8761858258927,3890.8693324497767,3819.4166434151784,3687.0040457589284
ABB,2023-06-01,4073.34014440861,4081.67128439764,3881.334229883329,3889.073486328125,421490,3939.3691057477677,3891.0172119140625,3842.4705171130954,3715.0479474748886
ABB,2023-06-02,3920.967756779591,3971.446348103104,3883.0101860891177,3964.89013671875,397566,3957.6647600446427,3902.71435546875,3860.1324055989585,3743.546212332589
ABB,2023-06-05,3978.150777024605,4011.671750114776,3921.953851549909,3976.178955078125,316713,3970.4886648995534,3911.341081891741,3874.8811616443454,3768.2748413085938
ABB,2023-06-06,3988.00976815229,4034.298238829104,3976.129493137884,4000.4814453125,240261,3977.9393484933034,3921.1121651785716,3886.8552827380954,3791.6198120117188
ABB,2023-06-07,4011.277337864833,4103.361323176167,4001.713809207321,4092.614990234375,241488,3994.833670479911,3938.9712437220983,3903.007789248512,3817.658421107701
ABB,2023-06-08,4111.248333826091,4113.17105258608,4027.445909755296,4054.361083984375,171143,4006.4814104352677,3954.291573660714,3916.9443243117557,3842.107247488839
ABB,2023-06-09,4079.600475549278,4105.431532795447,4049.135926074655,4092.71337890625,140674,4010.0447823660716,3972.4604840959823,3930.594482421875,3867.0736781529017
ABB,2023-06-12,4098.874937296453,4114.895987363671,4039.42422882136,4092.95947265625,197995,4039.1713518415177,3989.2702287946427,3940.401925223214,3891.645725795201
ABB,2023-06-13,4097.100799875935,4268.84668230719,4082.459925785136,4258.93798828125,484212,4081.1781877790177,4019.42147391183,3962.2022995721727,3915.3938511439733
ABB,2023-06-14,4266.036779396919,4307.790205376262,4228.128309931211,4288.56494140625,282696,4125.804757254465,4048.146711077009,3982.8289736793154,3937.612060546875
ABB,2023-06-15,4278.85336054528,4286.987125573967,4219.698705791198,4252.87451171875,144416,4161.860909598215,4069.900129045759,4001.361746651786,3955.606689453125
ABB,2023-06-16,4239.416859163355,4288.712404037347,4227.585928393597,4275.796875,153331,4188.029750279018,4091.431710379464,4021.990745907738,3974.2632795061386
ABB,2023-06-19,4307.444758432983,4349.148597294029,4251.001358931887,4266.67724609375,177825,4218.360630580357,4112.4210205078125,4042.3145926339284,3992.2984008789062
ABB,2023-06-20,4251.050517701036,4322.23347877628,4251.050517701036,4314.34619140625,231190,4250.0224609375,4130.033621651785,4064.9811430431546,4010.4514770507812
ABB,2023-06-21,4332.043212692692,4381.28917127264,4262.6347030779725,4304.9306640625,304147,4280.304059709822,4159.737705775669,4086.2815057663693,4025.377458844866
ABB,2023-06-22,4289.797034749492,4311.388387287239,4200.966365934353,4210.33251953125,188292,4273.360421316965,4177.269304547991,4104.067789713542,4039.9918300083705
ABB,2023-06-23,4219.600127746015,4243.163302886532,4157.142573536243,4179.966796875,204714,4257.846400669643,4191.825578962053,4118.0466076078865,4051.583330426897
ABB,2023-06-26,4177.3047415699175,4239.417132110136,4156.896192117397,4224.9736328125,138748,4253.860560825893,4207.860735212053,4131.22027297247,4064.4864501953125
ABB,2023-06-27,4254.4522813803,4285.754954443001,4209.839810322433,4233.99462890625,217841,4247.888811383928,4217.959280831473,4143.584077380952,4078.465262276786
ABB,2023-06-28,4263.818157800152,4381.388032432828,4240.402773963455,4348.95166015625,339541,4259.642299107143,4239.00146484375,4161.494780040923,4096.646519252232
ABB,2023-06-30,4358.712748214235,4381.38870234428,4313.656420708134,4360.6845703125,209317,4266.262067522322,4258.14226422991,4175.443103608631,4115.301374162947
ABB,2023-07-03,4387.303658083027,4425.458603805062,4327.212194070576,4349.099609375,247575,4272.571916852678,4276.43798828125,4197.349109468006,4132.854108537947
ABB,2023-07-04,4349.099320614231,4379.514767201407,4288.712279891619,4299.26171875,103281,4285.276088169643,4279.318254743303,4213.271565755208,4149.369864327567
ABB,2023-07-05,4308.4303747719205,4366.550011404212,4299.261596512179,4328.740234375,89263,4306.529436383928,4282.187918526785,4230.060198102678,4165.167314801897
ABB,2023-07-06,4357.726189415377,4382.62043970559,4322.233396922402,4338.15576171875,159465,4322.698311941965,4288.279436383928,4246.139927455357,4179.089782714844
ABB,2023-07-07,4338.008196488437,4367.585525100858,4291.67038166231,4337.76171875,121844,4337.522181919643,4292.705496651785,4257.813581194197,4192.068603515625
ABB,2023-07-10,4352.648814266184,4364.233267290937,4288.71239639814,4308.08544921875,117305,4331.684151785715,4295.663225446428,4269.895693824405,4204.042122977121
ABB,2023-07-11,4320.21270084662,4459.028770718513,4318.48735667576,4435.85986328125,300170,4342.423479352678,4304.3427734375,4286.236002604167,4217.188197544643
ABB,2023-07-12,4453.359078012211,4490.823688365203,4414.415601461075,4464.64794921875,204362,4358.930385044643,4315.75115094866,4303.935453869048,4237.744428362165
ABB,2023-07-13,4480.718225406181,4493.781543847598,4333.07807924752,4345.20458984375,226427,4365.49365234375,4325.384870256697,4308.043387276785,4251.327087402344
ABB,2023-07-14,4363.641766527193,4400.416051574116,4293.98725575714,4322.0361328125,273514,4364.535923549107,4335.532679966518,4309.637253534226,4263.679129464285
ABB,2023-07-17,4331.994047991297,4393.909544793493,4315.480039498489,4356.69140625,194300,4367.183872767857,4344.94109235491,4314.580915178572,4276.400913783482
ABB,2023-07-18,4358.71263205426,4480.965598888626,4358.71263205426,4427.57861328125,350377,4380.014857700893,4358.768519810268,4321.8086170014885,4288.363900320871
ABB,2023-07-19,4432.162251398722,4549.3378528684325,4421.810187414808,4430.1904296875,422756,4397.458426339285,4364.5712890625,4329.594959077381,4301.786376953125
ABB,2023-07-20,4436.599687890253,4441.627930483571,4082.756311285337,4144.77001953125,1566115,4355.874162946428,4349.148821149553,4321.519903273809,4303.645542689732
ABB,2023-07-21,4144.769541361323,4256.818222049492,4140.037361467595,4166.26220703125,413021,4313.247628348215,4336.089006696428,4314.916643415178,4306.26349748884
ABB,2023-07-24,4190.121558261269,4288.71265374977,4190.121558261269,4261.15625,291808,4301.24072265625,4333.3671875,4317.336821056548,4306.342721121652
ABB,2023-07-25,4273.923915751625,4307.888740122654,4210.973406087006,4272.05078125,230780,4294.099958147322,4329.317940848215,4321.721772693452,4305.7529296875
ABB,2023-07-26,4274.269116902631,4358.170234704893,4270.424160492804,4336.529296875,214947,4291.219656808035,4329.201764787947,4327.033947172619,4308.7406005859375
ABB,2023-07-27,4339.979579654893,4428.267704076936,4306.458610616214,4338.1064453125,334733,4278.437918526785,4329.22638811384,4331.991652715774,4310.9659423828125
ABB,2023-07-28,4362.606913579619,4477.958496390545,4348.113829845203,4452.5712890625,415070,4281.635184151785,4339.546805245535,4336.925920758928,4317.605015345982
ABB,2023-07-31,4442.070980086503,4543.077751563845,4442.070980086503,4488.6552734375,254120,4330.761648995535,4343.317905970982,4343.019763764881,4323.830339704241
ABB,2023-08-01,4514.240093956047,4524.641262681947,4434.627778894742,4455.97265625,119691,4372.148856026785,4342.6982421875,4348.108956473215,4329.224696568081
ABB,2023-08-02,4444.48610436635,4492.795735935551,4318.289515777422,4345.89501953125,217964,4384.25439453125,4342.74755859375,4350.32958984375,4334.066214425223
ABB,2023-08-03,4345.894848501564,4375.472172788099,4264.064251308816,4311.3388671875,195937,4389.866978236607,4341.983468191965,4349.5009533110115,4338.758074079241
ABB,2023-08-04,4250.262176913379,4386.317890301004,4250.262176913379,4375.52197265625,199490,4395.437360491072,4343.328508649553,4351.2802966889885,4344.134800502232
ABB,2023-08-07,4397.409055591529,4477.16915046578,4355.360052332407,4462.18359375,235866,4413.162667410715,4345.80029296875,4357.205147879465,4352.284406389509
ABB,2023-08-08,4483.873864049911,4483.873864049911,4382.374139946439,4413.578125,151125,4407.592215401785,4344.613699776785,4362.228608630952,4354.592494419643
ABB,2023-08-09,4424.669748115935,4492.79629245615,4353.338993121676,4457.25439453125,392322,4403.106375558035,4366.934012276785,4363.247395833333,4358.041416713169
ABB,2023-08-10,4456.169627670841,4485.8947460262325,4415.993757143243,4441.62744140625,169628,4401.057059151785,4386.602957589285,4362.151181175595,4361.345982142857
ABB,2023-08-11,4452.915738661047,4494.767849451475,4423.782263761519,4462.87353515625,212151,4417.768275669643,4401.011335100447,4367.754464285715,4367.189261300223
ABB,2023-08-14,4436.599350602898,4436.599350602898,4194.262627524035,4293.3466796875,753925,4415.197963169643,4402.532470703125,4366.388299851191,4365.925205775669
ABB,2023-08-16,4293.346846156157,4338.008422123183,4195.150013774997,4239.26953125,295770,4395.733328683035,4395.585344587053,4360.796781994048,4362.3935546875
ABB,2023-08-17,4249.128462915876,4280.726716739741,4215.311428021988,4252.92431640625,183884,4365.839146205357,4389.500906808035,4352.479910714285,4359.3636474609375
ABB,2023-08-18,4254.008519850903,4282.255254655008,4209.839900342476,4219.2060546875,230500,4338.071707589285,4372.831961495535,4342.433035714285,4356.189383370535
ABB,2023-08-21,4238.233853167958,4270.177753475436,4191.107501719706,4256.375,294745,4309.374651227678,4356.240513392857,4347.74755859375,4349.779209681919
ABB,2023-08-22,4278.6075184227575,4278.6075184227575,4225.614798999928,4263.375,216566,4283.910016741072,4342.483537946428,4352.371977306548,4342.590890066965
ABB,2023-08-23,4282.796592040719,4285.853011855907,4233.303676432028,4241.97998046875,144208,4252.353794642857,4335.06103515625,4351.458821614583,4338.904296875
ABB,2023-08-24,4272.937561880255,4328.148568678892,4255.437644546758,4275.84619140625,233683,4249.853724888393,4332.525844029018,4351.639555431548,4337.254656110491
ABB,2023-08-25,4284.237581666472,4289.222561228134,4166.024830985904,4190.0126953125,220479,4242.817034040178,4319.275181361607,4344.6625744047615,4331.301845005581
ABB,2023-08-28,4205.214563428276,4254.6715143245465,4190.505934642158,4209.36083984375,197684,4236.593680245535,4301.216413225447,4338.531831287202,4323.508353097098
ABB,2023-08-29,4220.022204771886,4274.365806730836,4189.61778299522,4263.408203125,187724,4242.908272879465,4290.489990234375,4329.524065290178,4317.551845005581
ABB,2023-08-30,4279.350531306872,4308.965413876469,4267.9981596551925,4290.16015625,187244,4247.734723772322,4278.5546875,4320.071916852678,4322.744349888393
ABB,2023-08-31,4304.030055896229,4333.644941601937,4290.209775900232,4325.30322265625,432110,4256.581612723215,4270.245814732143,4313.849562872024,4328.424386160715
ABB,2023-09-01,4325.105699925926,4342.5290264185805,4216.172191823996,4236.35986328125,164901,4255.778738839285,4254.066266741072,4308.633603050595,4327.538800920759
ABB,2023-09-04,4244.800047499016,4272.440605947847,4190.752884103535,4253.98046875,298303,4252.655064174107,4251.25439453125,4305.902250744048,4326.8934326171875
ABB,2023-09-05,4283.743436627648,4392.874081971175,4259.705928113579,4383.7919921875,306152,4280.337820870535,4261.577427455357,4306.296061197917,4328.581386021206
ABB,2023-09-06,4412.51915417031,4481.719366786979,4386.013735080853,4442.52880859375,504897,4313.647530691965,4275.12060546875,4305.360119047619,4332.310756138393
ABB,2023-09-07,4449.094218181706,4449.143383523588,4385.520539050232,4391.4931640625,193416,4331.945382254465,4287.426827566965,4304.308454241072,4330.12939453125
ABB,2023-09-08,4407.583522204531,4457.040479744522,4378.067447988251,4401.31494140625,231272,4347.824637276785,4297.779680524553,4301.644670758928,4327.010096958706
ABB,2023-09-11,4427.376122512235,4617.947713836124,4402.795382460858,4559.55712890625,684497,4381.289481026785,4318.935546875,4307.260370163691,4330.709542410715
ABB,2023-09-12,4582.310660948589,4582.310660948589,4327.7214847859,4345.3916015625,433279,4396.865443638393,4326.32209123884,4301.6659923735115,4330.691563197544
ABB,2023-09-13,4362.272444869413,4366.41872146475,4205.313558529917,4285.37255859375,362583,4401.350027901785,4327.002546037947,4301.286272321428,4329.764195033482
ABB,2023-09-14,4304.078953822057,4331.176765364442,4260.890581517852,4310.150390625,138301,4390.829799107143,4335.58380998884,4304.661551339285,4327.429495675223
ABB,2023-09-15,4333.645175594053,4340.456503271516,4284.879424234871,4323.18115234375,223156,4373.780133928572,4343.713832310268,4308.007114955357,4322.465122767857
ABB,2023-09-18,4320.811680391466,4329.498520436911,4250.427163849684,4264.83935546875,105351,4355.686732700893,4343.816057477678,4310.180129278274,4317.153023856027
ABB,2023-09-20,4246.774489070138,4371.058192800928,4230.091533667717,4273.47705078125,275335,4337.424176897322,4342.624407087053,4310.994512648809,4310.589547293527
ABB,2023-09-21,4289.222766520456,4300.279183718119,4205.313920685187,4221.30615234375,146287,4289.102608816965,4335.196044921875,4308.9912341889885,4302.720929827009
ABB,2023-09-22,4261.581647458838,4261.581647458838,4111.532907497351,4133.25048828125,250138,4258.796735491072,4327.831089564732,4303.813639322917,4290.948678152902
ABB,2023-09-25,4165.135880470735,4165.481483859264,4070.0722940101055,4123.2802734375,274277,4235.640694754465,4318.495361328125,4296.548595610119,4284.8748779296875
ABB,2023-09-26,4106.696145553538,4168.7885905541525,4098.00882352615,4151.21728515625,179832,4212.935965401785,4301.882882254465,4294.7011951264885,4281.73015485491
ABB,2023-09-27,4170.7624660304655,4185.81669741673,4115.283728706689,4179.00537109375,217834,4192.339425223215,4283.059779575893,4293.255696614583,4279.090192522322
ABB,2023-09-28,4195.441950639276,4195.441950639276,4035.225378064142,4049.0458984375,259081,4161.511788504465,4258.599260602678,4283.047967819941,4273.013044084822
ABB,2023-09-29,4067.110683199384,4094.7020759064176,4037.101030871597,4045.639892578125,270878,4128.963623046875,4233.193899972098,4271.404145740327,4265.486790248326
ABB,2023-10-03,4051.2670934170137,4096.676583646705,4006.0547465456775,4039.4208984375,303772,4102.980015345982,4196.041312081473,4257.79070172991,4257.488429478237
ABB,2023-10-04,4003.142595785167,4037.34793189978,3927.2792781208063,3946.183349609375,438394,4076.2561383928573,4167.526436941965,4243.972772507441,4246.924264090402
ABB,2023-10-05,3980.240334769981,4054.425521392654,3946.183218810268,4015.580810546875,310894,4060.8705008370534,4148.255597795759,4232.620407831101,4237.629071916853
ABB,2023-10-06,4027.6734480970367,4091.789620854598,4015.77808869397,4080.04248046875,207353,4050.7026715959823,4131.819318498884,4218.156145368303,4233.701564243862
ABB,2023-10-09,4069.183883570981,4069.183883570981,4007.8809771484334,4047.071533203125,122211,4031.85498046875,4112.097202845982,4199.324846540178,4227.905517578125
ABB,2023-10-10,4067.012184032704,4151.8590249370345,4035.571191441109,4138.8779296875,244817,4044.6881277901784,4103.099958147322,4187.295549665178,4223.4580078125
ABB,2023-10-11,4159.213134435944,4172.046251767759,4116.469174897532,4131.67138671875,158952,4056.978341238839,4092.9709821428573,4174.455380394345,4217.797694614956
ABB,2023-10-12,4148.1069678369495,4182.559332816131,4136.310662389868,4161.92724609375,246829,4074.479248046875,4088.7296316964284,4155.520624069941,4211.962838309152
ABB,2023-10-13,4146.083832617398,4180.634531222543,4136.2122044445,4174.9091796875,149733,4107.154366629465,4091.705252511161,4147.402413504465,4209.768171037947
ABB,2023-10-16,4185.521509389446,4244.20805428832,4171.651581507052,4226.48876953125,264960,4137.284075055803,4099.077287946428,4144.598423549107,4208.786324637277
ABB,2023-10-17,4232.90509460242,4252.549538725169,4199.637514073308,4228.61083984375,130579,4158.50812639509,4104.605398995535,4140.715587797619,4203.244140625
ABB,2023-10-18,4242.825817751693,4283.694262264597,4030.635216924216,4045.689208984375,621225,4158.310651506697,4095.0828159877233,4127.5016857328865,4189.071297781808
ABB,2023-10-19,4045.689158562992,4068.69034128447,3980.487247652573,4041.592529296875,388946,4144.412737165178,4094.5504324776784,4116.870884486607,4176.574846540178
ABB,2023-10-20,4037.446738923181,4041.444796754893,3949.63864968645,3963.755126953125,204827,4120.424700055803,4088.7015206473216,4102.122221447173,4160.94771030971
ABB,2023-10-23,3970.072779083638,3989.32245462683,3879.549994089527,3892.0869140625,162161,4081.8760811941966,4078.177664620536,4086.445114862351,4137.109488351004
ABB,2023-10-25,3898.3059691684025,3968.641319966896,3845.295374031058,3880.04345703125,261645,4039.7524065290177,4073.453386579241,4074.3876371837796,4120.489911760603
ABB,2023-10-26,3879.549663627787,3944.060846676221,3800.576642485237,3907.43701171875,302100,3994.173583984375,4065.728829520089,4064.1093866257443,4106.992213657924
ABB,2023-10-27,3938.730317480965,4033.0537748580655,3918.098710568317,3957.042236328125,262816,3955.3780691964284,4056.943097795759,4054.8629557291665,4094.3812081473216
ABB,2023-10-30,3984.781425936741,4048.354613392321,3939.32253112565,4017.949951171875,114014,3951.4153180803573,4054.8629847935267,4047.193650018601,4083.4800938197545
ABB,2023-10-31,4046.380511180932,4072.046745211355,3977.1311338437777,4056.548095703125,205697,3953.551827566964,4048.9822823660716,4047.5508975074404,4076.0411202566966
ABB,2023-11-01,4067.1108970406895,4093.764293696054,3992.974871422595,4002.9453125,187184,3959.1504255022323,4039.7875627790177,4045.517822265625,4066.3792724609375
ABB,2023-11-02,4037.199851703996,4059.904838217024,4015.334291021036,4024.613525390625,170196,3978.0827985491073,4029.9794398716517,4044.8127092633927,4059.3545357840403
ABB,2023-11-03,4052.796882849993,4126.340511585183,4025.69931214149,4114.0009765625,183990,4011.505301339286,4025.6288539341517,4052.804024832589,4058.6670532226562
ABB,2023-11-06,4141.147819222695,4169.331123494655,4088.1369856803367,4149.736328125,231433,4046.1194893973216,4020.1465366908483,4059.1923828125,4059.6119123186386
ABB,2023-11-07,4159.903947064036,4178.808017862721,4119.43027316047,4154.7705078125,122172,4074.366385323661,4014.872227260045,4062.7508603050596,4059.7388131277903
ABB,2023-11-08,4184.582967902292,4232.953943468985,4163.9017151353855,4220.66357421875,216669,4103.325474330357,4027.3703962053573,4071.0171479724704,4061.2266060965403
ABB,2023-11-09,4229.894061610423,4316.814041035813,4161.878636650331,4255.16552734375,522498,4131.69939313616,4042.6256103515625,4076.5546526227677,4068.5880214146205
ABB,2023-11-10,4272.440934586458,4326.685727520064,4168.788832430363,4184.87939453125,640836,4157.689976283482,4058.4202008928573,4079.0883672805057,4073.560860770089
ABB,2023-11-13,4181.52290213394,4252.549459996122,4148.600925611111,4208.0283203125,157036,4183.89208984375,4080.9874441964284,4081.2836565290177,4079.5825544084823
ABB,2023-11-15,4237.594112105147,4249.686856883824,4197.416391749528,4204.12890625,95758,4196.767508370535,4104.13640485491,4082.675072079613,4088.794895717076
ABB,2023-11-16,4229.992339080312,4231.867851882893,4156.004298943917,4178.4130859375,130755,4200.864188058035,4123.491838727678,4080.3857538132443,4094.610334123884
ABB,2023-11-17,4187.544824153563,4242.825943944369,4161.631799251622,4230.0419921875,121481,4211.617257254465,4142.9918212890625,4080.453903924851,4099.96745954241
ABB,2023-11-20,4260.594729932281,4309.31131148832,4239.86431071806,4291.19677734375,243547,4221.693429129465,4162.50945172991,4092.1447405133927,4108.686218261719
ABB,2023-11-21,4337.543919374677,4373.03213071195,4279.399648309244,4289.51806640625,345900,4226.600934709822,4179.150163922991,4103.950718470982,4114.066223144531
ABB,2023-11-22,4304.129049599512,4319.479239863961,4166.123387199062,4180.04248046875,176385,4225.909946986607,4191.799961635044,4114.250116257441,4115.793762207031
ABB,2023-11-23,4195.442070155356,4225.007790019694,4165.82718495426,4205.8564453125,82762,4225.599679129465,4204.745884486607,4129.191522507441,4117.362662179129
ABB,2023-11-24,4210.249674286337,4221.552882043657,4169.7759962920245,4207.6337890625,116246,4226.100376674107,4211.433942522322,4144.791062127976,4118.531398228237
ABB,2023-11-28,4233.941256274418,4233.941256274418,4141.690699655044,4200.62451171875,184551,4229.2734375,4215.068812779018,4158.752371651785,4117.607674734933
ABB,2023-11-29,4208.522079165523,4219.33170532956,4177.327636266299,4189.568359375,78223,4223.491489955357,4217.55437360491,4169.825044177827,4116.213300432478
ABB,2023-11-30,4201.364790146501,4407.681811091195,4179.746021675008,4363.0126953125,558962,4233.750906808035,4227.72216796875,4186.256603422619,4127.546282087053
ABB,2023-12-01,4391.887481235576,4391.887481235576,4319.626968442371,4330.93017578125,150704,4239.666922433035,4233.133928571428,4199.322416759673,4137.879769461496
ABB,2023-12-04,4363.012845542746,4622.883456230936,4362.371286116504,4571.30419921875,798523,4295.561453683035,4260.735700334822,4226.387125651042,4159.57795061384
ABB,2023-12-05,4602.844159102484,4802.596165149264,4532.705953278634,4784.38330078125,860640,4378.208147321428,4301.903913225447,4262.566638764881,4191.4456787109375
ABB,2023-12-06,4792.675548211231,4822.734849243667,4661.13610087876,4677.572265625,248801,4445.342215401785,4335.721296037947,4289.403366815476,4219.928850446428
ABB,2023-12-07,4689.072252902709,4728.756388470108,4639.220533761174,4683.8896484375,177991,4514.380092075893,4371.826764787947,4314.839239211309,4247.6593017578125
ABB,2023-12-08,4728.411071545031,4781.175116816248,4624.31504190279,4685.8642578125,231897,4585.279506138393,4404.385498046875,4340.1294177827385,4273.688659667969
ABB,2023-12-11,4716.663415980608,4771.45094624158,4698.9436525774745,4725.39990234375,148181,4637.049107142857,4435.400006975447,4364.164481026785,4298.954729352678
ABB,2023-12-12,4736.506292630202,4757.8782724970015,4629.8430546504405,4660.69189453125,201663,4684.157924107143,4461.91242327009,4383.475260416667,4320.53129359654
ABB,2023-12-13,4670.218247801318,4715.972859992346,4615.035459232805,4706.15087890625,166968,4703.421735491072,4499.491594587053,4408.297712053572,4345.645778111049
ABB,2023-12-14,4739.763860648102,4772.883465213808,4673.920384301086,4730.87939453125,150017,4695.7783203125,4536.993233816965,4433.195382254465,4370.869559151785
ABB,2023-12-15,4744.353879653787,4866.268493099067,4702.449105373785,4773.03125,371899,4709.415318080357,4577.378766741072,4460.285970052083,4394.406354631697
ABB,2023-12-18,4771.944925022297,4893.365948145537,4720.464481946239,4825.646484375,356079,4729.666294642857,4622.023193359375,4491.106608072917,4418.546003069197
ABB,2023-12-19,4858.815219315107,4862.369101737539,4738.430525088609,4776.83154296875,223298,4742.66162109375,4663.970563616072,4517.144205729167,4440.762468610491
ABB,2023-12-20,4791.688213854771,4832.161888508262,4503.584655315048,4555.11474609375,347680,4718.335170200893,4677.692138671875,4529.711728050595,4452.7071533203125
ABB,2023-12-21,4540.159461570583,4645.045511819826,4470.9592510741095,4624.3642578125,191984,4713.1455078125,4698.651715959822,4545.656784784226,4465.892822265625
ABB,2023-12-22,4662.369854424675,4703.830691580262,4625.943643897741,4697.90771484375,155535,4711.967912946428,4707.69482421875,4570.317034040178,4484.215262276785
ABB,2023-12-26,4710.09912109375,4762.073143892199,4686.308402226833,4710.09912109375,121004,4708.999302455357,4702.388811383928,4594.3285900297615,4502.1463623046875
ABB,2023-12-27,4738.332828494494,4760.987928194631,4663.357612265952,4672.83447265625,165313,4694.685477120535,4702.050397600447,4616.481003534226,4518.885846819197
ABB,2023-12-28,4685.765795435732,4704.225450350999,4562.666403050155,4583.34765625,478064,4660.071358816965,4694.86882672991,4634.705915178572,4533.347795758928
ABB,2023-12-29,4609.062892119389,4627.818984419725,4559.309985788479,4614.837890625,147991,4636.929408482143,4689.795514787947,4654.956845238095,4547.09050641741
ABB,2024-01-01,4614.838007182157,4654.472496299461,4594.057941506209,4622.09375,84544,4646.497837611607,4682.41650390625,4667.294038318452,4558.908255440848
ABB,2024-01-02,4639.61590671974,4652.4981882103175,4540.948793924774,4641.24462890625,178550,4648.909319196428,4681.027413504465,4682.070917038691,4571.469918387277
ABB,2024-01-03,4653.4854396469,4767.89751177527,4638.776810328104,4714.2451171875,291954,4651.243233816965,4681.605573381697,4688.877627418155,4590.548583984375
ABB,2024-01-04,4757.038965763407,4803.534432443067,4708.815964094684,4762.81396484375,266936,4658.77392578125,4683.886614118303,4687.850516183035,4610.439923967634
ABB,2024-01-05,4793.61354548114,4837.097875413031,4740.355917904771,4770.31640625,118877,4672.699916294643,4683.69269670759,4692.266903831845,4630.535731724331
ABB,2024-01-08,4793.662478957868,4793.662478957868,4679.151596017358,4691.935546875,60882,4688.212472098215,4674.14191545759,4692.650041852678,4648.082554408482
ABB,2024-01-09,4722.58692768934,4909.802259973235,4718.638276412008,4857.23583984375,571239,4722.840750558035,4679.88507952009,4700.810593377976,4671.927821568081
ABB,2024-01-10,4866.663169682475,4893.958123191253,4810.888474565169,4872.33935546875,241276,4758.590122767857,4702.543980189732,4707.807710193452,4690.118059430803
ABB,2024-01-11,4884.432265927598,4925.991433319583,4797.611106695643,4809.30908203125,87455,4782.599330357143,4715.754324776785,4714.884719122024,4707.203020368303
ABB,2024-01-12,4846.8704612073125,4846.8704612073125,4710.395206194059,4722.53759765625,145377,4783.783970424107,4717.513602120535,4715.6650390625,4712.604213169643
