DATE,SYMBOL,OPEN,HIGH,LOW,CLOSE,SHARES TRADED,TURNOVER (₹ Cr)
2023-07-12,RELIANCE,1262.806571231475,1279.103541836806,1260.683840337917,1263.468505859375,18733835.0,2366.9610516466064
2023-07-13,RELIANCE,1270.8410235059798,1277.734103452716,1249.54549133918,1252.1702880859375,14682934.0,1838.5533696726807
2023-07-14,RELIANCE,1255.365580017741,1260.3414396091937,1243.9988277461352,1251.1202392578125,15124144.0,1892.212265984961
2023-07-17,RELIANCE,1253.9963391795925,1285.060901535764,1245.3228457945552,1276.6842041015625,22220040.0,2836.7974082504884
2023-07-18,RELIANCE,1285.9509768018002,1295.286283587151,1274.995004828538,1287.52587890625,25867313.0,3330.4834905268067
2023-07-19,RELIANCE,1291.8854597114334,1303.7543992835303,1276.8210735612868,1297.294921875,39122156.0,5075.2974311601565
2023-07-20,RELIANCE,1276.0149599670335,1301.2137583797864,1276.0149599670335,1295.7239990234375,38717624.0,5016.735460196582
2023-07-21,RELIANCE,1290.3576048302098,1293.2755748788927,1248.1205739980844,1255.6134033203125,30249238.0,3798.1348673026123
2023-07-24,RELIANCE,1227.0515368964086,1243.8424839995957,1221.2649818512405,1230.216796875,23727866.0,2919.0419307199218
2023-07-25,RELIANCE,1233.4810641733905,1239.0203294862108,1226.5569523456327,1229.425537109375,12026020.0,1478.5096097788087
2023-07-26,RELIANCE,1229.029726310642,1259.6936470475673,1229.029726310642,1249.4063720703125,12911012.0,1613.110066267627
2023-07-27,RELIANCE,1253.2889256301971,1255.06933898356,1231.6758304667376,1237.7838134765625,17226898.0,2132.3175500811767
2023-07-28,RELIANCE,1242.4081558253793,1257.6412248805652,1236.7204929547063,1250.2225341796875,20827852.0,2603.9449908959473
2023-07-31,RELIANCE,1250.222567835286,1263.1062644351005,1245.3261593927457,1260.8065185546875,8551174.0,1078.1375920495361
2023-08-01,RELIANCE,1263.6503718598296,1265.6286894674379,1239.0697997346808,1242.9769287109375,9536632.0,1185.3813553606444
2023-08-02,RELIANCE,1240.9985763343113,1242.383422770223,1218.4458286875906,1229.697509765625,12748214.0,1567.6447009759277
2023-08-03,RELIANCE,1224.2323775511124,1236.893537376658,1215.700883147937,1224.529052734375,10168350.0,1245.1439993371582
2023-08-04,RELIANCE,1235.8550243989196,1244.3617658987635,1222.4024889169664,1241.1717529296875,22885610.0,2840.4972680565184
2023-08-07,RELIANCE,1246.834785043854,1250.494624650405,1238.9215138972052,1248.244384765625,5982870.0,746.8083882282715
2023-08-08,RELIANCE,1250.2965991690858,1253.486611833248,1236.2258407843067,1240.7264404296875,9844072.0,1221.3800411893556
2023-08-09,RELIANCE,1238.8472469851743,1250.7912910864598,1227.1009863432985,1248.911865234375,11486586.0,1434.5733546435058
2023-08-10,RELIANCE,1248.788167272386,1261.177404750792,1240.6276075945868,1254.475830078125,15470598.0,1940.749126785498
2023-08-11,RELIANCE,1252.4975295128647,1265.5544976220099,1242.5565564009414,1259.767822265625,22179330.0,2794.0806253410647
2023-08-14,RELIANCE,1255.737002454242,1277.1523130180672,1248.8128913733601,1274.6546630859375,9575812.0,1220.5853418634276
2023-08-16,RELIANCE,1261.672044700447,1277.3996937112483,1261.672044700447,1273.6160888671875,10203112.0,1299.4847599713867
2023-08-17,RELIANCE,1269.6348629683328,1275.0752365265755,1252.695518025622,1255.2425537109375,13673744.0,1716.386533734961
2023-08-18,RELIANCE,1251.9041214413387,1274.827925208279,1240.6771930744892,1264.5406494140625,18639978.0,2357.100988518384
2023-08-21,RELIANCE,1260.6443643964944,1268.3374245054665,1248.5836072167706,1250.74267578125,9221746.0,1153.403126741504
2023-08-22,RELIANCE,1249.204008079304,1259.6517042081298,1240.319812990251,1250.44482421875,7713044.0,964.4735948771485
2023-08-23,RELIANCE,1252.8272476636503,1262.0838090060652,1249.2288807667073,1251.8345947265625,9517952.0,1191.4901584546874
2023-08-24,RELIANCE,1260.6195534341234,1260.6195534341234,1226.4227081001463,1230.7904052734375,14140020.0,1740.340094637451
2023-08-25,RELIANCE,1218.9778633049934,1243.2978613921046,1212.3271367872899,1225.1075439453125,22222400.0,2722.4829884570313
2023-08-28,RELIANCE,1226.9189266304347,1232.87484375,1206.6192242506277,1212.897705078125,12580826.0,1525.9254983387207
2023-08-29,RELIANCE,1217.0173382536789,1217.7121468384466,1195.2285336373561,1201.2838134765625,16876644.0,2027.3639263006348
2023-08-30,RELIANCE,1207.066064519438,1212.525656094156,1198.628513903965,1200.142333984375,12168946.0,1460.4467254569824
2023-08-31,RELIANCE,1202.5990605910981,1203.5917135507277,1191.133870437995,1194.6578369140625,21638600.0,2585.072306984863
2023-09-01,RELIANCE,1194.4343955405523,1203.9141576589248,1192.0023233270636,1197.4619140625,18112842.0,2168.943845043164
2023-09-04,RELIANCE,1197.4619529612135,1202.921543874001,1193.8140262826475,1196.494140625,9347626.0,1118.4379737753907
2023-09-05,RELIANCE,1201.1101487589585,1208.033879307401,1197.362859390741,1202.89697265625,8675876.0,1043.6184975541016
2023-09-06,RELIANCE,1201.6560920331103,1209.125708635972,1199.745186611218,1205.4281005859375,8200370.0,988.4956433201904
2023-09-07,RELIANCE,1201.9537313347682,1210.1679582595825,1196.6430625915527,1207.06591796875,13652572.0,1647.9554353814453
2023-09-08,RELIANCE,1211.0365924741222,1218.9778160313297,1202.5742018862823,1215.1064453125,23109288.0,2808.0244795382814
2023-09-11,RELIANCE,1216.9924464989115,1229.326207160582,1216.9924464989115,1228.20947265625,13271074.0,1629.9658799122071
2023-09-12,RELIANCE,1232.3785847782628,1232.3785847782628,1209.026400892418,1210.4658203125,16255666.0,1967.6928079416016
2023-09-13,RELIANCE,1211.0365644667,1222.2783103355039,1204.2120756300537,1216.52099609375,12803338.0,1557.552949708496
2023-09-14,RELIANCE,1220.9630582690309,1223.8417758931353,1213.5181615722684,1217.6376953125,9209636.0,1121.3999953707032
2023-09-15,RELIANCE,1224.9336610195687,1224.9336610195687,1215.7516218263509,1219.89599609375,25468592.0,3106.9033406945314
2023-09-18,RELIANCE,1211.061482045193,1216.4962329024152,1207.0908701058952,1209.274658203125,7516300.0,908.9271113452148
2023-09-20,RELIANCE,1202.623922773179,1204.882232531632,1168.8488809798134,1182.3240966796875,57081884.0,6748.92869370747
2023-09-21,RELIANCE,1178.7504333612094,1186.269851496792,1171.3303774506073,1173.7127685546875,12226182.0,1435.0025924073486
2023-09-22,RELIANCE,1179.2716708437545,1182.4729522811776,1166.367182863141,1168.823974609375,19176786.0,2241.428723275342
2023-09-25,RELIANCE,1166.5657437194718,1171.6779308453931,1158.9720452955405,1161.6273193359375,14254884.0,1655.8862688364745
2023-09-26,RELIANCE,1160.684310036077,1166.4664650387544,1159.2201711598175,1162.644775390625,10087782.0,1172.850703757959
2023-09-27,RELIANCE,1163.1411580463555,1177.1872222950064,1160.6595255350553,1175.747802734375,11722778.0,1378.3030475442872
2023-09-28,RELIANCE,1182.7460248832851,1182.7460248832851,1153.959088482433,1158.4757080078125,14518346.0,1681.9151161452392
2023-09-29,RELIANCE,1162.2973995824232,1175.847137006539,1158.475709840611,1163.8856201171875,12342014.0,1436.469261788501
2023-10-03,RELIANCE,1156.4158809171215,1159.2201982891547,1149.4921506176527,1150.5592041015625,8859056.0,1019.2868420451172
2023-10-04,RELIANCE,1146.0178196869251,1150.981084388904,1139.1189302205564,1148.5738525390625,10286386.0,1181.4673996723877
2023-10-05,RELIANCE,1151.1052273242312,1156.1428927957072,1146.017880733707,1148.5491943359375,10953682.0,1258.084263611206
2023-10-06,RELIANCE,1150.0132553057874,1153.8597853939605,1147.5316229908371,1150.4847412109375,5431026.0,624.8312542119874
2023-10-09,RELIANCE,1145.5711149238573,1147.4818990309532,1139.0691900320726,1140.6822509765625,7576878.0,864.2810252414795
2023-10-10,RELIANCE,1144.8018394410437,1150.435072150941,1143.4121010954177,1145.719970703125,10236032.0,1172.762628315625
2023-10-11,RELIANCE,1148.7227620999727,1166.2182699823193,1148.0031129607796,1163.910400390625,9814118.0,1142.275401086084
2023-10-12,RELIANCE,1163.3148210249558,1171.0078811502246,1160.485663265934,1166.0693359375,12554450.0,1463.9359174560548
2023-10-13,RELIANCE,1161.4039150831682,1170.0896281233202,1156.0187245288932,1166.019775390625,10150316.0,1183.5469182463867
2023-10-16,RELIANCE,1163.885548402189,1168.6254903286665,1159.4186102633319,1163.4140625,5929036.0,689.792385946875
2023-10-17,RELIANCE,1169.3451452373686,1171.18152891328,1162.0491704758838,1168.972900390625,7928180.0,926.7827569418945
2023-10-18,RELIANCE,1168.9729714451066,1174.8048077319042,1151.9737890772074,1153.4627685546875,8918320.0,1028.695007805664
2023-10-19,RELIANCE,1147.5068298823098,1152.37085365543,1142.0472385636656,1144.603271484375,12032556.0,1377.2502961918944
2023-10-20,RELIANCE,1141.5508934053469,1148.846868358942,1139.7145096810816,1141.104248046875,8913312.0,1017.1018187367188
2023-10-23,RELIANCE,1136.5875839948083,1144.6528889030683,1119.340239652529,1123.2860107421875,7853962.0,882.2245643500733
2023-10-25,RELIANCE,1116.7594889591046,1132.2200112886635,1113.2603628260954,1120.680419921875,11620688.0,1302.3077507621094
2023-10-26,RELIANCE,1117.2307983645155,1120.7050833883056,1101.993601137725,1105.07080078125,15222534.0,1682.1977837299805
2023-10-27,RELIANCE,1111.7712909465938,1128.3982276638756,1109.761144511754,1124.5765380859375,11771084.0,1323.748489423877
2023-10-30,RELIANCE,1128.6464350717906,1153.9590859902871,1126.6362885582769,1147.7550048828125,16813304.0,1929.755381461621
2023-10-31,RELIANCE,1155.4480281047179,1155.4480281047179,1133.0636557231696,1135.5452880859375,12808438.0,1454.456141864087
2023-11-01,RELIANCE,1136.1656826268284,1150.236586425296,1129.2419526519689,1140.2603759765625,10309190.0,1175.5160865413818
2023-11-02,RELIANCE,1148.4746196953226,1153.6116471680004,1145.4966608528325,1151.57666015625,10562104.0,1216.3072448542969
2023-11-03,RELIANCE,1155.0509397455937,1158.897469898072,1149.3680258840427,1151.3284912109375,8850156.0,1018.9436754461426
2023-11-06,RELIANCE,1157.5822297180116,1161.4039192346488,1154.256866662586,1160.9075927734375,10647304.0,1236.0536056166993
2023-11-07,RELIANCE,1158.4507493206686,1160.9572220726066,1151.2540159543112,1153.3634033203125,6960204.0,802.7644573243653
2023-11-08,RELIANCE,1157.4333936812945,1161.9003321646271,1152.3460470752768,1159.3690185546875,7884494.0,914.1038070580322
2023-11-09,RELIANCE,1159.344192861405,1159.3689122452765,1143.6353879313751,1146.787109375,14513610.0,1664.4020858496094
2023-11-10,RELIANCE,1144.3055869187945,1149.6659373563402,1140.5831381668131,1148.9461669921875,7734954.0,888.7045750160888
2023-11-13,RELIANCE,1152.9167762849927,1153.7606282722284,1147.3579437297892,1148.79736328125,3854810.0,442.83955639501954
2023-11-15,RELIANCE,1161.4039352802765,1172.2982770196893,1154.9516911953863,1169.5684814453125,12220648.0,1429.2884723637696
2023-11-16,RELIANCE,1166.9131951067154,1178.3534231349859,1164.8533675821152,1171.6778564453125,13134910.0,1538.98831934021
2023-11-17,RELIANCE,1167.8064883385834,1177.9067803474445,1167.3846835483773,1169.121826171875,7758634.0,907.07883506792
2023-11-20,RELIANCE,1165.6474702823514,1170.5362129509904,1159.61703140789,1166.0445556640625,4490186.0,523.5756939218994
2023-11-21,RELIANCE,1174.3083747965666,1185.227556641674,1171.4296571663483,1180.7109375,8214450.0,969.8890960546875
2023-11-22,RELIANCE,1178.7752974396924,1188.4288224829827,1177.3855591701267,1185.3267822265625,8534814.0,1011.6543615522216
2023-11-23,RELIANCE,1185.3268657327444,1191.1835423841578,1185.3268657327444,1188.9500732421875,8531542.0,1014.3577485768799
2023-11-24,RELIANCE,1187.0144298509326,1192.474021001291,1186.7414260587238,1188.1558837890625,6749486.0,801.9441503451905
2023-11-28,RELIANCE,1188.1558894990753,1191.034607263244,1178.899449291774,1188.404052734375,13792174.0,1639.0675477617676
2023-11-29,RELIANCE,1195.1540911072586,1197.1145563492605,1190.2156671664848,1191.5308837890625,12531306.0,1493.1438113211182
2023-11-30,RELIANCE,1188.5529645510346,1191.530923348677,1176.2440439527552,1179.9913330078125,28439984.0,3355.893463088086
2023-12-01,RELIANCE,1180.2643464861462,1189.3967050711567,1180.0658643673892,1188.3544921875,14342842.0,1704.4380721435548
2023-12-04,RELIANCE,1215.9999042684663,1215.9999042684663,1190.4887710727894,1201.2093505859375,15590990.0,1872.8042972891847
2023-12-05,RELIANCE,1210.5403299982054,1211.4585824899339,1201.929016778731,1209.919921875,12693624.0,1535.8268558390625
2023-12-06,RELIANCE,1214.560584514323,1227.3905513904704,1208.5549856031337,1221.5091552734375,16422442.0,2006.0163254947022
2023-12-07,RELIANCE,1220.9630401277734,1221.4345260102064,1212.0291642243994,1219.4989013671875,8142096.0,992.9277126826172
2023-12-08,RELIANCE,1222.8739302715144,1229.2516522307412,1213.5181285411948,1218.8536376953125,10204894.0,1243.8272174195067
2023-12-11,RELIANCE,1218.9777608532804,1224.7351961410227,1217.1909371644088,1220.6405029296875,7066138.0,862.5214242090576
2023-12-12,RELIANCE,1220.9630282642331,1223.4198198791,1201.1843713898427,1203.1201171875,9197124.0,1106.5244904667968
2023-12-13,RELIANCE,1202.102614795848,1210.2176004047437,1194.3103140708777,1208.03369140625,10031182.0,1211.800582062793
2023-12-14,RELIANCE,1217.9851619285064,1228.3831772791464,1212.3518080035872,1223.0228271484375,16972354.0,2075.757637244409
2023-12-15,RELIANCE,1229.8969303201395,1240.8161121066785,1225.9511593183302,1238.63232421875,15932152.0,1973.4078461566405
2023-12-18,RELIANCE,1238.6323699765335,1258.1379030406688,1236.3243792186838,1251.239013671875,14165188.0,1772.403586159668
2023-12-19,RELIANCE,1268.1140495332209,1277.4945707453207,1253.3234974409622,1269.6527099609375,16820604.0,2135.6325451779785
2023-12-20,RELIANCE,1276.080186427869,1289.8780864366483,1250.7426960684581,1254.2913818359375,17736722.0,2224.7017546619873
2023-12-21,RELIANCE,1254.2170195322976,1277.2962009364337,1249.8741628164655,1271.8614501953125,13765454.0,1750.7750287036865
2023-12-22,RELIANCE,1270.3973397701047,1280.9689971307214,1264.4661412408368,1273.102294921875,16541784.0,2105.9383172501953
2023-12-26,RELIANCE,1274.5663382448713,1286.453332624264,1271.935783794956,1279.554443359375,7465664.0,955.2723543828125
2023-12-27,RELIANCE,1281.5150092423955,1290.3992050276352,1277.0977519092014,1283.9222412109375,9204156.0,1181.7420599975098
2023-12-28,RELIANCE,1285.38634910855,1296.4047727896045,1283.922210219302,1293.2034912109375,12302636.0,1590.9811826297364
2023-12-29,RELIANCE,1295.958012986606,1297.3973111899322,1280.1748079960485,1282.97900390625,10864584.0,1393.9033158175782
2024-01-01,RELIANCE,1280.7952766903763,1293.848686885263,1277.1223881648045,1285.609619140625,4030540.0,518.1700994331055
2024-01-02,RELIANCE,1283.0039664322292,1297.8937610136477,1277.0480485996618,1296.255859375,7448800.0,965.55506453125
2024-01-03,RELIANCE,1295.412048372221,1307.3238832997818,1279.132516403198,1282.16015625,9037536.0,1158.7568569875
2024-01-04,RELIANCE,1284.4928354763001,1295.337616733607,1280.0755785995668,1288.7860107421875,9612778.0,1238.8813810770264
2024-01-05,RELIANCE,1291.8881165287519,1300.3009471094986,1289.456165302221,1294.2705078125,8086406.0,1046.5996799998047
2024-01-08,RELIANCE,1295.4120337021336,1306.3063750382337,1275.0378087074926,1284.1702880859375,7734652.0,993.2610287084473
2024-01-09,RELIANCE,1290.448874370277,1293.8239187379374,1279.1326061603381,1280.7705078125,5403074.0,692.0097830728515
2024-01-10,RELIANCE,1279.0333061103788,1319.7320764251056,1278.0654937339266,1315.3148193359375,11102740.0,1460.3598457233886
2024-01-11,RELIANCE,1319.7321386109766,1352.489686993197,1318.7394856296971,1349.9088134765625,23725852.0,3202.7736722040527
2024-01-12,RELIANCE,1349.9087552154863,1363.2350482099334,1335.8626919019084,1360.6541748046875,15012164.0,2042.6363619452636
2024-01-15,RELIANCE,1364.897836134336,1386.1901939086483,1355.9639593887296,1383.88232421875,8610594.0,1191.6048837624023
2024-01-16,RELIANCE,1379.7627106993223,1386.0413130880693,1360.4308194226976,1364.5255126953125,9069024.0,1237.4914623246093
2024-01-17,RELIANCE,1349.511582817391,1376.0898877655304,1345.0694854389078,1351.5712890625,12197382.0,1648.5631312927735
2024-01-18,RELIANCE,1341.4712027363942,1360.92717605878,1341.3222805612156,1357.8995361328125,10279438.0,1395.8444091906006
2024-01-19,RELIANCE,1365.890429247957,1365.890429247957,1349.015329468004,1357.4031982421875,10422704.0,1414.781174393164
2024-01-23,RELIANCE,1361.6716823004633,1361.6716823004633,1312.8332056966303,1318.8138427734375,20055420.0,2644.9365518635254
2024-01-24,RELIANCE,1325.4149927095905,1339.5851376107455,1314.1980872328543,1334.00146484375,21919128.0,2924.0148860097656
2024-01-25,RELIANCE,1333.0831783387705,1354.1274927557365,1325.390118278632,1343.1337890625,11808872.0,1586.0894993914062
2024-01-29,RELIANCE,1354.474931519067,1441.8283899094502,1350.1817560391485,1437.4111328125,23893438.0,3434.4693782365234
2024-01-30,RELIANCE,1449.2235971647833,1449.2484377227322,1394.1066401470152,1397.2830810546875,14093978.0,1969.3277004156982
2024-01-31,RELIANCE,1393.6847810610707,1423.7125336444733,1392.195801594125,1416.1435546875,15130226.0,2142.6572030865236
2024-02-01,RELIANCE,1424.4569627393994,1432.745590517861,1407.631543948549,1416.1683349609375,13349362.0,1890.494375633081
2024-02-02,RELIANCE,1422.6453963923934,1464.0638152243819,1422.6453963923934,1446.9901123046875,19652588.0,2843.7100517197755
2024-02-05,RELIANCE,1450.0177530325548,1459.6961190035063,1421.007495677393,1428.452392578125,8814432.0,1259.0996479617188
2024-02-06,RELIANCE,1431.2565145548228,1431.2565145548228,1409.3933108861847,1417.309814453125,9047984.0,1282.3796524214845
2024-02-07,RELIANCE,1425.3752031215413,1438.8504181404362,1418.7491963623445,1431.554443359375,9296568.0,1330.8543228392577
2024-02-08,RELIANCE,1439.3467435794867,1448.752105824393,1417.0368932886952,1439.4708251953125,14694634.0,2115.2496929923095
2024-02-09,RELIANCE,1443.31729322881,1461.1602045826953,1440.2896534634558,1450.0177001953125,12556798.0,1820.75793577771
2024-02-12,RELIANCE,1450.017752117624,1450.2659153474917,1431.7529141646626,1441.679443359375,6674430.0,962.2388527141113
2024-02-13,RELIANCE,1444.8063713272154,1468.1337156942297,1443.3173918995335,1454.3358154296875,7715594.0,1122.1064691514405
2024-02-14,RELIANCE,1446.7916226083244,1472.749520552248,1446.7916226083244,1470.4912109375,7117888.0,1046.67917444375
2024-02-15,RELIANCE,1472.4516121931645,1473.8165098910026,1455.750276105359,1459.7952880859375,10006782.0,1460.7853212503173
2024-02-16,RELIANCE,1465.6271998466532,1466.1483668657747,1447.8339689108675,1449.843994140625,9767498.0,1416.1348313080566
2024-02-19,RELIANCE,1451.3082561823699,1468.6300012389227,1442.8458657695369,1463.17041015625,6729828.0,984.6885195041016
2024-02-20,RELIANCE,1464.1880192365334,1464.659505178025,1451.0602075132595,1460.2174072265625,7117496.0,1039.309155506543
2024-02-21,RELIANCE,1463.170510366537,1477.5888193115914,1446.8414171157522,1456.916748046875,12720292.0,1853.240645484668
2024-02-22,RELIANCE,1457.3633484018678,1474.0398440634356,1447.2878974462733,1470.8634033203125,18493728.0,2720.174770616016
2024-02-23,RELIANCE,1478.556551746289,1486.5474563697878,1472.4517119404402,1482.6512451171875,14438584.0,2140.73845453291
2024-02-26,RELIANCE,1482.5768223248915,1483.5446346905887,1471.607959051116,1476.3974609375,7513106.0,1109.2330622154298
2024-02-27,RELIANCE,1472.1291493159843,1488.9297276070065,1467.1907251784094,1474.73486328125,10826044.0,1596.5544518216798
2024-02-28,RELIANCE,1472.1042938560004,1480.3185210789975,1439.5205099276588,1444.930419921875,8647950.0,1249.568602496338
2024-02-29,RELIANCE,1454.2365988812116,1468.1088998815815,1443.8385832706604,1450.0675048828125,23628976.0,3426.361027125586
2024-03-01,RELIANCE,1452.7475417409498,1488.979373154373,1451.7548888255137,1481.1622314453125,12132926.0,1797.083174812085
2024-03-04,RELIANCE,1479.5243736818861,1501.337897909408,1476.2982516112518,1496.3250732421875,10024420.0,1499.9790990710449
2024-03-05,RELIANCE,1494.7119691573153,1496.3250301461744,1475.1319146195472,1489.1778564453125,7107668.0,1058.4581796564942
2024-03-06,RELIANCE,1482.4775132325713,1497.9133152152726,1467.6373999640691,1491.9573974609375,7805676.0,1164.57360503833
2024-03-07,RELIANCE,1491.9325571368477,1492.056638756749,1464.7091224345347,1468.059326171875,8315726.0,1220.797910818994
