tran_id,store_id,member_id,tran_dt
2021-01-03T13-58-06-553010_12,3,58,2021-01-03
2021-01-03T13-58-06-553010_13,1,79,2021-01-03
2021-01-03T13-58-06-553010_14,1,12,2021-01-03
2021-01-03T13-58-06-554011_14,1,12,2021-01-03
2021-01-03T13-58-06-554011_15,2,52,2021-01-03
2021-01-03T13-58-06-554011_16,1,19,2021-01-03
2021-01-03T13-58-06-554011_17,3,80,2021-01-03
2021-01-03T13-58-06-554011_18,1,88,2021-01-03
2021-01-03T13-58-06-554011_19,2,1,2021-01-03
2021-01-03T13-58-06-555009_19,2,1,2021-01-03
2021-01-03T13-58-06-555009_20,3,92,2021-01-03
2021-01-03T13-58-06-555009_21,2,53,2021-01-03
2021-01-03T13-58-06-555009_23,2,2,2021-01-03
2021-01-03T13-58-06-555009_24,2,23,2021-01-03
2021-01-03T13-58-06-555009_25,3,85,2021-01-03
2021-01-03T13-58-06-555009_26,3,51,2021-01-03
2021-01-03T13-58-06-555009_28,3,4,2021-01-03
2021-01-03T13-58-06-555009_29,2,93,2021-01-03
2021-01-03T13-58-06-556008_29,2,93,2021-01-03
2021-01-03T13-58-06-556008_30,1,89,2021-01-03
2021-01-03T13-58-06-556008_31,2,24,2021-01-03
2021-01-03T13-58-06-556008_32,3,6,2021-01-03
2021-01-04T13-58-06-556008_1,1,26,2021-01-04
2021-01-04T13-58-06-556008_2,1,92,2021-01-04
2021-01-04T13-58-06-557008_2,1,92,2021-01-04
2021-01-04T13-58-06-557008_3,3,70,2021-01-04
2021-01-04T13-58-06-557008_4,3,19,2021-01-04
2021-01-04T13-58-06-557008_5,1,80,2021-01-04
2021-01-04T13-58-06-557008_6,1,99,2021-01-04
2021-01-04T13-58-06-557008_7,3,68,2021-01-04
2021-01-04T13-58-06-557008_9,1,17,2021-01-04
2021-01-04T13-58-06-557008_11,1,81,2021-01-04
2021-01-04T13-58-06-558009_11,1,81,2021-01-04
2021-01-04T13-58-06-558009_12,3,86,2021-01-04
2021-01-04T13-58-06-558009_13,3,15,2021-01-04
2021-01-04T13-58-06-558009_14,3,49,2021-01-04
2021-01-04T13-58-06-558009_15,1,63,2021-01-04
2021-01-04T13-58-06-558009_17,3,58,2021-01-04
2021-01-04T13-58-06-558009_18,2,54,2021-01-04
2021-01-04T13-58-06-559009_18,2,54,2021-01-04
2021-01-04T13-58-06-560005_19,1,76,2021-01-04
2021-01-04T13-58-06-560005_20,2,77,2021-01-04
2021-01-04T13-58-06-560005_21,1,28,2021-01-04
2021-01-04T13-58-06-560005_23,2,21,2021-01-04
2021-01-04T13-58-06-560005_24,1,1,2021-01-04
2021-01-04T13-58-06-561003_24,1,1,2021-01-04
2021-01-04T13-58-06-561003_25,3,25,2021-01-04
2021-01-05T13-58-06-561003_1,2,54,2021-01-05
2021-01-05T13-58-06-561003_2,1,24,2021-01-05
2021-01-05T13-58-06-561003_3,3,17,2021-01-05
2021-01-05T13-58-06-561003_4,3,49,2021-01-05
2021-01-05T13-58-06-561003_5,3,95,2021-01-05
2021-01-05T13-58-06-561003_6,3,37,2021-01-05
2021-01-05T13-58-06-562002_6,3,37,2021-01-05
2021-01-05T13-58-06-562002_7,1,71,2021-01-05
2021-01-05T13-58-06-562002_8,3,29,2021-01-05
2021-01-05T13-58-06-562002_9,2,76,2021-01-05
2021-01-05T13-58-06-562002_10,1,53,2021-01-05
2021-01-05T13-58-06-562002_11,1,83,2021-01-05
2021-01-05T13-58-06-562002_12,2,13,2021-01-05
2021-01-05T13-58-06-563004_12,2,13,2021-01-05
2021-01-05T13-58-06-563004_13,1,90,2021-01-05
2021-01-05T13-58-06-563004_14,1,59,2021-01-05
2021-01-05T13-58-06-564004_14,1,59,2021-01-05
2021-01-05T13-58-06-564004_15,2,43,2021-01-05
2021-01-05T13-58-06-564004_17,1,35,2021-01-05
2021-01-05T13-58-06-564004_18,1,34,2021-01-05
2021-01-05T13-58-06-564004_19,3,64,2021-01-05
2021-01-05T13-58-06-565002_19,3,64,2021-01-05
2021-01-05T13-58-06-565002_20,2,69,2021-01-05
2021-01-05T13-58-06-565002_21,1,5,2021-01-05
2021-01-05T13-58-06-566002_21,1,5,2021-01-05
2021-01-05T13-58-06-566002_22,1,9,2021-01-05
2021-01-05T13-58-06-566002_24,2,91,2021-01-05
2021-01-05T13-58-06-566002_25,3,2,2021-01-05
2021-01-06T13-58-06-566002_1,2,31,2021-01-06
2021-01-06T13-58-06-567002_1,2,31,2021-01-06
2021-01-06T13-58-06-567002_2,3,92,2021-01-06
2021-01-06T13-58-06-567002_3,2,91,2021-01-06
2021-01-06T13-58-06-567002_4,2,71,2021-01-06
2021-01-06T13-58-06-567002_5,1,25,2021-01-06
2021-01-06T13-58-06-567002_6,3,11,2021-01-06
2021-01-06T13-58-06-567002_7,1,45,2021-01-06
2021-01-06T13-58-06-568000_8,1,98,2021-01-06
2021-01-06T13-58-06-568000_9,3,47,2021-01-06
2021-01-06T13-58-06-568000_10,2,97,2021-01-06
2021-01-06T13-58-06-568000_11,1,57,2021-01-06
2021-01-06T13-58-06-568000_13,1,82,2021-01-06
2021-01-06T13-58-06-568999_14,1,50,2021-01-06
2021-01-06T13-58-06-568999_15,3,89,2021-01-06
2021-01-06T13-58-06-568999_16,3,6,2021-01-06
2021-01-06T13-58-06-568999_17,1,52,2021-01-06
2021-01-06T13-58-06-568999_18,2,84,2021-01-06
2021-01-06T13-58-06-568999_19,3,100,2021-01-06
2021-01-06T13-58-06-568999_20,2,42,2021-01-06
2021-01-06T13-58-06-569998_20,2,42,2021-01-06
2021-01-06T13-58-06-569998_21,1,33,2021-01-06
2021-01-06T13-58-06-569998_22,1,85,2021-01-06
2021-01-06T13-58-06-569998_23,3,99,2021-01-06
2021-01-06T13-58-06-569998_24,3,69,2021-01-06
2021-01-06T13-58-06-569998_25,1,54,2021-01-06
2021-01-06T13-58-06-569998_26,2,37,2021-01-06
2021-01-06T13-58-06-569998_28,1,23,2021-01-06
2021-01-06T13-58-06-570997_28,1,23,2021-01-06
2021-01-06T13-58-06-570997_29,1,87,2021-01-06
2021-01-06T13-58-06-570997_30,1,7,2021-01-06
2021-01-06T13-58-06-570997_31,1,39,2021-01-06
2021-01-06T13-58-06-570997_32,1,83,2021-01-06
2021-01-06T13-58-06-570997_33,2,70,2021-01-06
2021-01-07T13-58-06-570997_1,2,49,2021-01-07
2021-01-07T13-58-06-571997_1,2,49,2021-01-07
2021-01-07T13-58-06-571997_2,1,56,2021-01-07
2021-01-07T13-58-06-572998_2,1,56,2021-01-07
2021-01-07T13-58-06-572998_3,1,39,2021-01-07
2021-01-07T13-58-06-572998_4,3,33,2021-01-07
2021-01-07T13-58-06-572998_5,2,67,2021-01-07
2021-01-07T13-58-06-573999_5,2,67,2021-01-07
2021-01-07T13-58-06-573999_7,1,25,2021-01-07
2021-01-07T13-58-06-573999_8,2,34,2021-01-07
2021-01-07T13-58-06-573999_10,2,54,2021-01-07
2021-01-07T13-58-06-574996_10,2,54,2021-01-07
2021-01-07T13-58-06-574996_11,3,92,2021-01-07
2021-01-07T13-58-06-574996_12,2,4,2021-01-07
2021-01-07T13-58-06-574996_13,2,82,2021-01-07
2021-01-07T13-58-06-574996_14,1,61,2021-01-07
2021-01-07T13-58-06-574996_15,1,23,2021-01-07
2021-01-07T13-58-06-574996_16,2,32,2021-01-07
2021-01-07T13-58-06-575996_16,2,32,2021-01-07
2021-01-07T13-58-06-575996_17,1,62,2021-01-07
2021-01-07T13-58-06-575996_18,2,100,2021-01-07
2021-01-07T13-58-06-576999_18,2,100,2021-01-07
2021-01-07T13-58-06-576999_21,1,63,2021-01-07
2021-01-07T13-58-06-576999_22,2,1,2021-01-07
2021-01-07T13-58-06-576999_23,2,99,2021-01-07
2021-01-07T13-58-06-576999_24,2,13,2021-01-07
2021-01-07T13-58-06-576999_25,1,45,2021-01-07
2021-01-07T13-58-06-577996_26,1,83,2021-01-07
2021-01-07T13-58-06-577996_27,2,21,2021-01-07
2021-01-07T13-58-06-577996_28,1,5,2021-01-07
2021-01-07T13-58-06-577996_29,2,59,2021-01-07
2021-01-07T13-58-06-577996_30,2,86,2021-01-07
2021-01-07T13-58-06-577996_31,3,7,2021-01-07
2021-01-07T13-58-06-578995_31,3,7,2021-01-07
2021-01-07T13-58-06-578995_32,3,48,2021-01-07
2021-01-07T13-58-06-578995_33,1,2,2021-01-07
2021-01-07T13-58-06-578995_34,1,17,2021-01-07
2021-01-07T13-58-06-578995_35,3,89,2021-01-07
2021-01-07T13-58-06-578995_36,2,53,2021-01-07
2021-01-07T13-58-06-578995_37,2,95,2021-01-07
2021-01-07T13-58-06-579994_37,2,95,2021-01-07
2021-01-07T13-58-06-579994_38,1,35,2021-01-07
2021-01-07T13-58-06-579994_39,1,55,2021-01-07
2021-01-08T13-58-06-579994_1,2,68,2021-01-08
2021-01-08T13-58-06-579994_3,3,83,2021-01-08
2021-01-08T13-58-06-579994_4,3,30,2021-01-08
2021-01-08T13-58-06-579994_5,3,20,2021-01-08
2021-01-08T13-58-06-580996_6,2,32,2021-01-08
2021-01-08T13-58-06-580996_7,3,63,2021-01-08
2021-01-08T13-58-06-580996_8,3,31,2021-01-08
2021-01-08T13-58-06-580996_9,3,33,2021-01-08
2021-01-08T13-58-06-580996_10,1,96,2021-01-08
2021-01-08T13-58-06-580996_11,2,51,2021-01-08
2021-01-08T13-58-06-581994_11,2,51,2021-01-08
2021-01-08T13-58-06-581994_12,2,42,2021-01-08
2021-01-08T13-58-06-581994_13,3,74,2021-01-08
2021-01-08T13-58-06-581994_14,1,7,2021-01-08
2021-01-08T13-58-06-581994_15,1,93,2021-01-08
2021-01-08T13-58-06-581994_16,2,61,2021-01-08
2021-01-08T13-58-06-581994_17,3,50,2021-01-08
2021-01-08T13-58-06-581994_18,1,12,2021-01-08
2021-01-08T13-58-06-582994_18,1,12,2021-01-08
2021-01-08T13-58-06-582994_19,1,18,2021-01-08
2021-01-08T13-58-06-582994_20,2,95,2021-01-08
2021-01-08T13-58-06-582994_21,1,19,2021-01-08
2021-01-08T13-58-06-582994_22,3,69,2021-01-08
2021-01-08T13-58-06-582994_23,2,9,2021-01-08
2021-01-08T13-58-06-582994_25,1,2,2021-01-08
2021-01-08T13-58-06-582994_26,3,3,2021-01-08
2021-01-08T13-58-06-583993_26,3,3,2021-01-08
2021-01-08T13-58-06-583993_27,1,36,2021-01-08
2021-01-08T13-58-06-583993_28,1,97,2021-01-08
2021-01-09T13-58-06-583993_1,3,76,2021-01-09
2021-01-09T13-58-06-583993_2,1,62,2021-01-09
2021-01-09T13-58-06-583993_3,2,17,2021-01-09
2021-01-09T13-58-06-583993_4,1,99,2021-01-09
2021-01-09T13-58-06-584992_4,1,99,2021-01-09
2021-01-09T13-58-06-584992_5,2,29,2021-01-09
2021-01-09T13-58-06-584992_6,1,56,2021-01-09
2021-01-09T13-58-06-584992_7,3,68,2021-01-09
2021-01-09T13-58-06-584992_8,1,72,2021-01-09
2021-01-09T13-58-06-585991_8,1,72,2021-01-09
2021-01-09T13-58-06-585991_9,1,77,2021-01-09
2021-01-09T13-58-06-585991_10,3,44,2021-01-09
2021-01-09T13-58-06-585991_11,2,83,2021-01-09
2021-01-09T13-58-06-585991_12,1,89,2021-01-09
2021-01-09T13-58-06-585991_13,3,12,2021-01-09
2021-01-09T13-58-06-585991_15,3,28,2021-01-09
2021-01-09T13-58-06-585991_16,3,73,2021-01-09
2021-01-09T13-58-06-585991_17,2,82,2021-01-09
2021-01-09T13-58-06-585991_18,1,23,2021-01-09
2021-01-09T13-58-06-586990_18,1,23,2021-01-09
2021-01-09T13-58-06-586990_19,1,81,2021-01-09
2021-01-09T13-58-06-586990_20,1,6,2021-01-09
2021-01-09T13-58-06-586990_21,2,13,2021-01-09
2021-01-09T13-58-06-586990_22,2,64,2021-01-09
2021-01-09T13-58-06-586990_23,1,38,2021-01-09
2021-01-09T13-58-06-587992_23,1,38,2021-01-09
2021-01-09T13-58-06-587992_24,2,69,2021-01-09
2021-01-09T13-58-06-587992_25,2,36,2021-01-09
2021-01-09T13-58-06-588988_26,1,60,2021-01-09
2021-01-09T13-58-06-588988_27,1,31,2021-01-09
2021-01-10T13-58-06-588988_1,3,41,2021-01-10
2021-01-10T13-58-06-588988_2,2,60,2021-01-10
2021-01-10T13-58-06-588988_3,1,80,2021-01-10
2021-01-10T13-58-06-588988_4,2,73,2021-01-10
2021-01-10T13-58-06-588988_5,3,93,2021-01-10
2021-01-10T13-58-06-588988_6,3,75,2021-01-10
2021-01-10T13-58-06-588988_7,1,74,2021-01-10
2021-01-10T13-58-06-589986_8,3,78,2021-01-10
2021-01-10T13-58-06-589986_9,1,79,2021-01-10
2021-01-10T13-58-06-589986_11,2,70,2021-01-10
2021-01-10T13-58-06-589986_12,1,25,2021-01-10
2021-01-10T13-58-06-589986_13,2,11,2021-01-10
2021-01-10T13-58-06-589986_14,3,16,2021-01-10
2021-01-10T13-58-06-589986_15,3,82,2021-01-10
2021-01-10T13-58-06-589986_16,1,84,2021-01-10
2021-01-10T13-58-06-590986_16,1,84,2021-01-10
2021-01-10T13-58-06-590986_17,2,30,2021-01-10
2021-01-10T13-58-06-590986_18,2,57,2021-01-10
2021-01-10T13-58-06-590986_20,3,50,2021-01-10
2021-01-10T13-58-06-590986_22,1,1,2021-01-10
2021-01-10T13-58-06-590986_24,1,66,2021-01-10
2021-01-10T13-58-06-590986_26,1,44,2021-01-10
2021-01-10T13-58-06-591985_26,1,44,2021-01-10
2021-01-10T13-58-06-591985_27,3,48,2021-01-10
2021-01-11T13-58-06-591985_1,1,66,2021-01-11
2021-01-11T13-58-06-592987_1,1,66,2021-01-11
2021-01-11T13-58-06-592987_2,1,33,2021-01-11
2021-01-11T13-58-06-592987_3,3,30,2021-01-11
2021-01-11T13-58-06-592987_4,3,46,2021-01-11
2021-01-11T13-58-06-593986_5,3,9,2021-01-11
2021-01-11T13-58-06-593986_6,1,15,2021-01-11
2021-01-11T13-58-06-593986_7,2,88,2021-01-11
2021-01-11T13-58-06-594985_7,2,88,2021-01-11
2021-01-11T13-58-06-594985_9,3,53,2021-01-11
2021-01-11T13-58-06-594985_11,3,25,2021-01-11
2021-01-11T13-58-06-594985_12,3,58,2021-01-11
2021-01-11T13-58-06-594985_13,1,81,2021-01-11
2021-01-11T13-58-06-595985_13,1,81,2021-01-11
2021-01-11T13-58-06-595985_15,3,22,2021-01-11
2021-01-11T13-58-06-595985_16,1,12,2021-01-11
2021-01-11T13-58-06-595985_17,3,6,2021-01-11
2021-01-11T13-58-06-595985_18,3,55,2021-01-11
2021-01-11T13-58-06-595985_20,1,20,2021-01-11
2021-01-11T13-58-06-595985_21,1,87,2021-01-11
2021-01-12T13-58-06-595985_1,3,89,2021-01-12
2021-01-12T13-58-06-596986_1,3,89,2021-01-12
2021-01-12T13-58-06-596986_2,1,27,2021-01-12
2021-01-12T13-58-06-596986_3,3,71,2021-01-12
2021-01-12T13-58-06-596986_4,2,85,2021-01-12
2021-01-12T13-58-06-596986_5,3,78,2021-01-12
2021-01-12T13-58-06-596986_6,1,76,2021-01-12
2021-01-12T13-58-06-596986_7,1,34,2021-01-12
2021-01-12T13-58-06-596986_8,3,95,2021-01-12
2021-01-12T13-58-06-597985_8,3,95,2021-01-12
2021-01-12T13-58-06-597985_9,1,63,2021-01-12
2021-01-12T13-58-06-597985_11,2,22,2021-01-12
2021-01-12T13-58-06-597985_12,3,93,2021-01-12
2021-01-12T13-58-06-597985_13,2,13,2021-01-12
2021-01-12T13-58-06-597985_14,2,9,2021-01-12
2021-01-12T13-58-06-597985_15,1,97,2021-01-12
2021-01-12T13-58-06-597985_16,1,35,2021-01-12
2021-01-12T13-58-06-597985_17,1,28,2021-01-12
2021-01-12T13-58-06-598984_17,1,28,2021-01-12
2021-01-12T13-58-06-598984_18,3,3,2021-01-12
2021-01-12T13-58-06-598984_19,1,51,2021-01-12
2021-01-12T13-58-06-598984_20,2,56,2021-01-12
2021-01-12T13-58-06-598984_21,1,81,2021-01-12
2021-01-12T13-58-06-598984_22,3,8,2021-01-12
2021-01-12T13-58-06-598984_23,1,21,2021-01-12
2021-01-12T13-58-06-598984_24,2,87,2021-01-12
2021-01-12T13-58-06-599984_24,2,87,2021-01-12
2021-01-12T13-58-06-599984_25,1,74,2021-01-12
2021-01-12T13-58-06-599984_26,3,1,2021-01-12
2021-01-12T13-58-06-599984_28,2,50,2021-01-12
2021-01-12T13-58-06-599984_29,3,39,2021-01-12
2021-01-12T13-58-06-599984_30,3,37,2021-01-12
2021-01-12T13-58-06-599984_32,1,17,2021-01-12
2021-01-12T13-58-06-600982_32,1,17,2021-01-12
2021-01-12T13-58-06-600982_33,2,43,2021-01-12
2021-01-12T13-58-06-600982_36,1,20,2021-01-12
2021-01-12T13-58-06-600982_37,1,88,2021-01-12
2021-01-12T13-58-06-600982_38,2,30,2021-01-12
2021-01-12T13-58-06-600982_39,1,11,2021-01-12
2021-01-13T13-58-06-600982_1,3,63,2021-01-13
2021-01-13T13-58-06-601983_2,1,36,2021-01-13
2021-01-13T13-58-06-602980_2,1,36,2021-01-13
2021-01-13T13-58-06-602980_3,1,3,2021-01-13
2021-01-13T13-58-06-602980_4,1,77,2021-01-13
2021-01-13T13-58-06-602980_5,2,39,2021-01-13
2021-01-13T13-58-06-603980_5,2,39,2021-01-13
2021-01-13T13-58-06-603980_6,2,38,2021-01-13
2021-01-13T13-58-06-603980_8,2,85,2021-01-13
2021-01-13T13-58-06-603980_9,2,16,2021-01-13
2021-01-13T13-58-06-603980_10,1,8,2021-01-13
2021-01-13T13-58-06-603980_11,3,30,2021-01-13
2021-01-13T13-58-06-604983_11,3,30,2021-01-13
2021-01-13T13-58-06-604983_12,1,25,2021-01-13
2021-01-13T13-58-06-604983_13,1,92,2021-01-13
2021-01-13T13-58-06-604983_15,3,89,2021-01-13
2021-01-13T13-58-06-604983_16,2,76,2021-01-13
2021-01-13T13-58-06-604983_17,3,50,2021-01-13
2021-01-13T13-58-06-604983_18,1,83,2021-01-13
2021-01-13T13-58-06-605981_18,1,83,2021-01-13
2021-01-13T13-58-06-605981_19,1,81,2021-01-13
2021-01-13T13-58-06-605981_20,3,24,2021-01-13
2021-01-13T13-58-06-605981_22,1,23,2021-01-13
2021-01-13T13-58-06-605981_24,2,18,2021-01-13
2021-01-13T13-58-06-605981_26,2,44,2021-01-13
2021-01-13T13-58-06-605981_28,3,54,2021-01-13
2021-01-13T13-58-06-606980_28,3,54,2021-01-13
2021-01-13T13-58-06-606980_29,3,7,2021-01-13
2021-01-13T13-58-06-606980_30,2,56,2021-01-13
2021-01-13T13-58-06-606980_31,1,79,2021-01-13
2021-01-13T13-58-06-606980_32,3,73,2021-01-13
2021-01-13T13-58-06-606980_34,1,97,2021-01-13
2021-01-13T13-58-06-607979_34,1,97,2021-01-13
2021-01-13T13-58-06-607979_35,1,64,2021-01-13
2021-01-13T13-58-06-607979_36,2,4,2021-01-13
2021-01-13T13-58-06-607979_37,2,65,2021-01-13
2021-01-13T13-58-06-607979_38,2,61,2021-01-13
2021-01-13T13-58-06-607979_39,2,84,2021-01-13
2021-01-13T13-58-06-607979_40,1,100,2021-01-13
2021-01-13T13-58-06-608976_40,1,100,2021-01-13
2021-01-13T13-58-06-610976_40,1,100,2021-01-13
2021-01-14T13-58-06-611979_1,2,2,2021-01-14
2021-01-14T13-58-06-611979_2,3,81,2021-01-14
2021-01-14T13-58-06-611979_3,1,4,2021-01-14
2021-01-14T13-58-06-612974_4,2,67,2021-01-14
2021-01-14T13-58-06-612974_5,3,47,2021-01-14
2021-01-14T13-58-06-612974_6,3,54,2021-01-14
2021-01-14T13-58-06-612974_7,1,90,2021-01-14
2021-01-14T13-58-06-612974_9,1,43,2021-01-14
2021-01-14T13-58-06-612974_10,1,10,2021-01-14
2021-01-14T13-58-06-612974_11,2,85,2021-01-14
2021-01-14T13-58-06-613973_11,2,85,2021-01-14
2021-01-14T13-58-06-613973_12,2,33,2021-01-14
2021-01-14T13-58-06-613973_13,2,46,2021-01-14
2021-01-14T13-58-06-614972_14,2,21,2021-01-14
2021-01-14T13-58-06-614972_15,3,48,2021-01-14
2021-01-14T13-58-06-614972_16,2,86,2021-01-14
2021-01-14T13-58-06-614972_19,2,62,2021-01-14
2021-01-14T13-58-06-614972_21,2,32,2021-01-14
2021-01-14T13-58-06-615972_21,2,32,2021-01-14
2021-01-14T13-58-06-615972_22,3,14,2021-01-14
2021-01-15T13-58-06-615972_1,2,97,2021-01-15
2021-01-15T13-58-06-615972_2,3,23,2021-01-15
2021-01-15T13-58-06-615972_3,3,7,2021-01-15
2021-01-15T13-58-06-616971_3,3,7,2021-01-15
2021-01-15T13-58-06-616971_4,1,2,2021-01-15
2021-01-15T13-58-06-616971_5,1,47,2021-01-15
2021-01-15T13-58-06-616971_6,3,4,2021-01-15
2021-01-15T13-58-06-616971_7,3,41,2021-01-15
2021-01-15T13-58-06-616971_8,1,33,2021-01-15
2021-01-15T13-58-06-616971_10,3,80,2021-01-15
2021-01-15T13-58-06-617970_11,3,64,2021-01-15
2021-01-15T13-58-06-618974_12,2,89,2021-01-15
2021-01-15T13-58-06-618974_13,1,5,2021-01-15
2021-01-15T13-58-06-618974_14,3,21,2021-01-15
2021-01-15T13-58-06-618974_15,3,81,2021-01-15
2021-01-15T13-58-06-618974_16,1,82,2021-01-15
2021-01-15T13-58-06-618974_17,1,13,2021-01-15
2021-01-15T13-58-06-619973_17,1,13,2021-01-15
2021-01-15T13-58-06-619973_18,3,32,2021-01-15
2021-01-15T13-58-06-619973_19,3,75,2021-01-15
2021-01-15T13-58-06-619973_20,2,53,2021-01-15
2021-01-15T13-58-06-619973_21,2,3,2021-01-15
2021-01-15T13-58-06-619973_22,3,48,2021-01-15
2021-01-15T13-58-06-620972_22,3,48,2021-01-15
2021-01-15T13-58-06-620972_23,3,69,2021-01-15
2021-01-15T13-58-06-620972_26,3,28,2021-01-15
2021-01-15T13-58-06-620972_27,1,73,2021-01-15
2021-01-15T13-58-06-620972_28,1,87,2021-01-15
2021-01-15T13-58-06-620972_29,2,72,2021-01-15
2021-01-15T13-58-06-621972_29,2,72,2021-01-15
2021-01-15T13-58-06-621972_31,1,100,2021-01-15
2021-01-15T13-58-06-621972_32,2,14,2021-01-15
2021-01-15T13-58-06-621972_33,1,90,2021-01-15
2021-01-15T13-58-06-621972_34,3,59,2021-01-15
2021-01-16T13-58-06-622971_1,3,55,2021-01-16
2021-01-16T13-58-06-622971_2,2,86,2021-01-16
2021-01-16T13-58-06-622971_3,3,37,2021-01-16
2021-01-16T13-58-06-622971_4,2,21,2021-01-16
2021-01-16T13-58-06-622971_6,2,2,2021-01-16
2021-01-16T13-58-06-622971_7,1,14,2021-01-16
2021-01-16T13-58-06-622971_8,1,48,2021-01-16
2021-01-16T13-58-06-622971_9,2,67,2021-01-16
2021-01-16T13-58-06-623970_9,2,67,2021-01-16
2021-01-16T13-58-06-623970_10,1,8,2021-01-16
2021-01-16T13-58-06-623970_11,3,91,2021-01-16
2021-01-16T13-58-06-623970_12,1,57,2021-01-16
2021-01-16T13-58-06-623970_13,1,87,2021-01-16
2021-01-16T13-58-06-624969_14,1,44,2021-01-16
2021-01-16T13-58-06-624969_15,1,77,2021-01-16
2021-01-16T13-58-06-624969_16,3,7,2021-01-16
2021-01-16T13-58-06-624969_17,3,65,2021-01-16
2021-01-16T13-58-06-625967_18,3,28,2021-01-16
2021-01-16T13-58-06-625967_19,3,46,2021-01-16
2021-01-16T13-58-06-625967_20,3,79,2021-01-16
2021-01-16T13-58-06-626966_20,3,79,2021-01-16
2021-01-16T13-58-06-626966_21,1,59,2021-01-16
2021-01-16T13-58-06-626966_23,2,84,2021-01-16
2021-01-17T13-58-06-626966_1,1,62,2021-01-17
2021-01-17T13-58-06-626966_2,2,59,2021-01-17
2021-01-17T13-58-06-626966_3,3,45,2021-01-17
2021-01-17T13-58-06-626966_4,3,2,2021-01-17
2021-01-17T13-58-06-627965_4,3,2,2021-01-17
