tran_id,product_id,qty,amt,tran_dt
2021-01-01T07-03-24-425868_17,34,13,25.87,2021-01-01
2021-01-01T07-03-24-425868_17,96,13,35.75,2021-01-01
2021-01-01T07-03-24-425868_17,43,12,47.88,2021-01-01
2021-01-01T07-03-24-425868_18,48,233,556.87,2021-01-01
2021-01-01T07-03-24-425868_18,12,240,432.0,2021-01-01
2021-01-01T07-03-24-425868_18,53,232,229.68,2021-01-01
2021-01-01T07-03-24-425868_18,75,220,1933.8,2021-01-01
2021-01-01T07-03-24-425868_18,74,226,214.7,2021-01-01
2021-01-01T07-03-24-425868_19,69,11,43.89,2021-01-01
2021-01-01T07-03-24-425868_19,100,14,27.86,2021-01-01
2021-01-01T07-03-24-425868_19,65,10,79.9,2021-01-01
2021-01-01T07-03-24-425868_19,40,13,46.67,2021-01-01
2021-01-01T07-03-24-425868_20,43,127,506.73,2021-01-01
2021-01-01T07-03-24-425868_20,67,115,287.5,2021-01-01
2021-01-01T07-03-24-425868_20,72,116,445.44,2021-01-01
2021-01-01T07-03-24-425868_20,30,130,403.0,2021-01-01
2021-01-01T07-03-24-425868_20,19,124,427.8,2021-01-01
2021-01-01T07-03-24-425868_20,55,137,106.86,2021-01-01
2021-01-01T07-03-24-425868_20,79,144,514.08,2021-01-01
2021-01-01T07-03-24-425868_20,33,128,766.72,2021-01-01
2021-01-01T07-03-24-425868_20,65,111,886.89,2021-01-01
2021-01-01T07-03-24-425868_20,68,149,385.91,2021-01-01
2021-01-01T07-03-24-425868_22,7,42,63.0,2021-01-01
2021-01-01T07-03-24-425868_22,19,124,427.8,2021-01-01
2021-01-01T07-03-24-425868_22,30,48,148.8,2021-01-01
2021-01-01T07-03-24-425868_22,47,105,262.5,2021-01-01
2021-01-01T07-03-24-425868_23,33,2000,11980.0,2021-01-01
2021-01-01T07-03-24-425868_23,99,1947,9715.53,2021-01-01
2021-01-01T07-03-24-425868_23,71,1663,10959.17,2021-01-01
2021-01-01T07-03-24-425868_23,11,1972,9840.28,2021-01-01
2021-01-01T07-03-24-425868_23,95,1715,5127.85,2021-01-01
2021-01-01T07-03-24-425868_23,56,1682,2674.38,2021-01-01
2021-01-01T07-03-24-425868_23,23,1849,7007.71,2021-01-01
2021-01-01T07-03-24-425868_24,5,518,906.5,2021-01-01
2021-01-01T07-03-24-425868_24,64,591,2635.86,2021-01-01
2021-01-01T07-03-24-425868_24,30,553,1714.3,2021-01-01
2021-01-01T07-03-24-425868_24,80,532,2649.36,2021-01-01
2021-01-01T07-03-24-425868_24,26,542,1615.16,2021-01-01
2021-01-01T07-03-24-425868_25,98,118,588.82,2021-01-01
2021-01-01T07-03-24-425868_26,68,116,300.44,2021-01-01
2021-01-01T07-03-24-425868_27,70,1861,6513.5,2021-01-01
2021-01-01T07-03-24-425868_27,19,1810,6244.5,2021-01-01
2021-01-01T07-03-24-425868_27,71,1763,11618.17,2021-01-01
2021-01-01T07-03-24-425868_27,28,1946,5623.94,2021-01-01
2021-01-01T07-03-24-425868_27,34,1827,3635.73,2021-01-01
2021-01-01T07-03-24-425868_27,50,1983,5155.8,2021-01-01
2021-01-01T07-03-24-425868_29,5,213,372.75,2021-01-01
2021-01-01T07-03-24-425868_29,13,210,625.8,2021-01-01
2021-01-01T07-03-24-425868_29,27,238,511.7,2021-01-01
2021-01-01T07-03-24-425868_29,61,213,274.77,2021-01-01
2021-01-01T07-03-24-425868_29,76,213,121.41,2021-01-01
2021-01-01T07-03-24-425868_29,98,211,1052.89,2021-01-01
2021-01-01T07-03-24-425868_29,82,225,1797.75,2021-01-01
2021-01-01T07-03-24-425868_29,29,222,588.3,2021-01-01
2021-01-01T07-03-24-425868_29,22,240,669.6,2021-01-01
2021-01-01T07-03-24-425868_31,69,14,55.86,2021-01-01
2021-01-01T07-03-24-425868_31,23,10,37.9,2021-01-01
2021-01-01T07-03-24-425868_31,100,12,23.88,2021-01-01
2021-01-01T07-03-24-425868_31,92,14,34.86,2021-01-01
2021-01-01T07-03-24-425868_31,85,10,49.9,2021-01-01
2021-01-01T07-03-24-425868_31,70,13,45.5,2021-01-01
2021-01-01T07-03-24-425868_31,60,10,19.9,2021-01-01
2021-01-01T07-03-24-425868_32,73,9,35.91,2021-01-01
2021-01-01T07-03-24-425868_32,89,6,16.68,2021-01-01
2021-01-01T07-03-24-425868_32,39,6,16.5,2021-01-01
2021-01-01T07-03-24-425868_32,51,4,9.96,2021-01-01
2021-01-01T07-03-24-425868_32,53,4,3.96,2021-01-01
2021-01-01T07-03-24-425868_33,89,1606,4464.68,2021-01-01
2021-01-01T07-03-24-425868_33,69,1632,6511.68,2021-01-01
2021-01-01T07-03-24-425868_33,65,1750,13982.5,2021-01-01
2021-01-01T07-03-24-425868_34,79,234,835.38,2021-01-01
2021-01-01T07-03-24-425868_34,67,236,590.0,2021-01-01
2021-01-01T07-03-24-425868_34,94,233,463.67,2021-01-01
2021-01-01T07-03-24-425868_34,77,226,133.34,2021-01-01
2021-01-01T07-03-24-425868_34,93,238,1425.62,2021-01-01
2021-01-01T07-03-24-425868_34,6,232,461.68,2021-01-01
2021-01-01T07-03-24-425868_34,64,240,1070.4,2021-01-01
2021-01-01T07-03-24-425868_37,75,134,1177.86,2021-01-01
2021-01-01T07-03-24-425868_37,53,142,140.58,2021-01-01
2021-01-01T07-03-24-425868_37,28,127,367.03,2021-01-01
2021-01-01T07-03-24-426993_37,35,133,277.97,2021-01-01
2021-01-01T07-03-24-426993_37,2,113,141.25,2021-01-01
2021-01-01T07-03-24-426993_37,18,144,558.72,2021-01-01
2021-01-01T07-03-24-426993_37,23,118,447.22,2021-01-01
2021-01-01T07-03-24-426993_42,41,1833,4380.87,2021-01-01
2021-01-01T07-03-24-426993_42,99,1994,9950.06,2021-01-01
2021-01-01T07-03-24-426993_42,54,1652,1404.2,2021-01-01
2021-01-01T07-03-24-426993_42,59,1646,4592.34,2021-01-01
2021-01-01T07-03-24-426993_42,31,1689,4205.61,2021-01-01
2021-01-01T07-03-24-426993_42,12,1749,3148.2,2021-01-01
2021-01-01T07-03-24-426993_43,50,190,494.0,2021-01-01
2021-01-01T07-03-24-426993_44,64,1620,7225.2,2021-01-01
2021-01-01T07-03-24-426993_44,59,1730,4826.7,2021-01-01
2021-01-01T07-03-24-426993_44,22,1991,5554.89,2021-01-01
2021-01-01T07-03-24-426993_47,76,553,315.21,2021-01-01
2021-01-01T07-03-24-426993_47,33,540,3234.6,2021-01-01
2021-01-01T07-03-24-426993_47,70,553,1935.5,2021-01-01
2021-01-01T07-03-24-426993_47,84,541,1352.5,2021-01-01
2021-01-01T07-03-24-426993_47,23,566,2145.14,2021-01-01
2021-01-01T07-03-24-426993_47,49,592,2362.08,2021-01-01
2021-01-01T07-03-24-426993_47,4,563,1683.37,2021-01-01
2021-01-01T07-03-24-426993_47,80,570,2838.6,2021-01-01
2021-01-01T07-03-24-426993_47,86,568,732.72,2021-01-01
2021-01-02T07-03-24-426993_1,18,1633,6336.04,2021-01-02
2021-01-02T07-03-24-426993_1,13,1654,4928.92,2021-01-02
2021-01-02T07-03-24-426993_1,99,1809,9026.91,2021-01-02
2021-01-02T07-03-24-426993_1,94,1856,3693.44,2021-01-02
2021-01-02T07-03-24-426993_1,48,1793,4285.27,2021-01-02
2021-01-02T07-03-24-426993_1,28,1703,4921.67,2021-01-02
2021-01-02T07-03-24-426993_1,91,1906,12770.2,2021-01-02
2021-01-02T07-03-24-426993_1,38,1866,6531.0,2021-01-02
2021-01-02T07-03-24-426993_2,91,1664,11148.8,2021-01-02
2021-01-02T07-03-24-426993_2,11,1869,9326.31,2021-01-02
2021-01-02T07-03-24-426993_2,32,1730,5345.7,2021-01-02
2021-01-02T07-03-24-426993_2,69,1655,6603.45,2021-01-02
2021-01-02T07-03-24-426993_2,84,1689,4222.5,2021-01-02
2021-01-02T07-03-24-426993_2,14,1915,1895.85,2021-01-02
2021-01-02T07-03-24-426993_2,73,1794,7158.06,2021-01-02
2021-01-02T07-03-24-426993_2,21,1754,5244.46,2021-01-02
2021-01-02T07-03-24-426993_3,76,1807,1029.99,2021-01-02
2021-01-02T07-03-24-426993_3,54,1640,1394.0,2021-01-02
2021-01-02T07-03-24-426993_3,43,1789,7138.11,2021-01-02
2021-01-02T07-03-24-426993_4,51,23,57.27,2021-01-02
2021-01-02T07-03-24-426993_4,52,40,34.8,2021-01-02
2021-01-02T07-03-24-426993_4,83,15,3.15,2021-01-02
2021-01-02T07-03-24-426993_4,9,62,185.38,2021-01-02
2021-01-02T07-03-24-426993_4,28,75,216.75,2021-01-02
2021-01-02T07-03-24-426993_4,99,34,169.66,2021-01-02
2021-01-02T07-03-24-426993_4,57,80,159.2,2021-01-02
2021-01-02T07-03-24-426993_4,66,63,251.37,2021-01-02
2021-01-02T07-03-24-426993_4,85,64,319.36,2021-01-02
2021-01-02T07-03-24-426993_5,39,80,220.0,2021-01-02
2021-01-02T07-03-24-426993_6,50,10,26.0,2021-01-02
2021-01-02T07-03-24-426993_6,100,10,19.9,2021-01-02
2021-01-02T07-03-24-426993_6,77,8,4.72,2021-01-02
2021-01-02T07-03-24-426993_6,14,3,2.97,2021-01-02
2021-01-02T07-03-24-426993_6,26,6,17.88,2021-01-02
2021-01-02T07-03-24-426993_6,9,10,29.9,2021-01-02
2021-01-02T07-03-24-426993_6,64,6,26.76,2021-01-02
2021-01-02T07-03-24-426993_6,79,1,3.57,2021-01-02
2021-01-02T07-03-24-426993_6,16,6,18.84,2021-01-02
2021-01-02T07-03-24-426993_7,85,119,593.81,2021-01-02
2021-01-02T07-03-24-426993_7,67,140,350.0,2021-01-02
2021-01-02T07-03-24-426993_7,70,116,406.0,2021-01-02
2021-01-02T07-03-24-426993_7,76,126,71.82,2021-01-02
2021-01-02T07-03-24-426993_7,94,135,268.65,2021-01-02
2021-01-02T07-03-24-426993_7,15,129,384.42,2021-01-02
2021-01-02T07-03-24-426993_8,65,1873,14965.27,2021-01-02
2021-01-02T07-03-24-426993_8,57,1726,3434.74,2021-01-02
2021-01-02T07-03-24-426993_8,47,1690,4225.0,2021-01-02
2021-01-02T07-03-24-426993_8,27,1937,4164.55,2021-01-02
2021-01-02T07-03-24-426993_8,7,1998,2997.0,2021-01-02
2021-01-02T07-03-24-426993_8,75,1631,14336.49,2021-01-02
2021-01-02T07-03-24-426993_8,6,1694,3371.06,2021-01-02
2021-01-02T07-03-24-426993_8,15,1784,5316.32,2021-01-02
2021-01-02T07-03-24-426993_9,96,133,365.75,2021-01-02
2021-01-02T07-03-24-426993_9,89,140,389.2,2021-01-02
2021-01-02T07-03-24-426993_9,85,119,593.81,2021-01-02
2021-01-02T07-03-24-426993_9,47,146,365.0,2021-01-02
2021-01-02T07-03-24-426993_9,70,131,458.5,2021-01-02
2021-01-02T07-03-24-426993_9,60,148,294.52,2021-01-02
2021-01-02T07-03-24-426993_10,73,6,23.94,2021-01-02
2021-01-02T07-03-24-426993_10,35,7,14.63,2021-01-02
2021-01-02T07-03-24-426993_10,65,1,7.99,2021-01-02
2021-01-02T07-03-24-426993_10,34,7,13.93,2021-01-02
2021-01-02T07-03-24-426993_10,82,1,7.99,2021-01-02
2021-01-02T07-03-24-426993_10,59,3,8.37,2021-01-02
2021-01-02T07-03-24-426993_10,37,10,26.9,2021-01-02
2021-01-02T07-03-24-426993_10,2,2,2.5,2021-01-02
2021-01-02T07-03-24-426993_10,90,5,4.95,2021-01-02
2021-01-02T07-03-24-426993_11,48,4,9.56,2021-01-02
2021-01-02T07-03-24-426993_11,42,5,1.95,2021-01-02
2021-01-02T07-03-24-426993_11,65,2,15.98,2021-01-02
2021-01-02T07-03-24-426993_11,19,4,13.8,2021-01-02
2021-01-02T07-03-24-426993_11,41,3,7.17,2021-01-02
2021-01-02T07-03-24-426993_11,26,1,2.98,2021-01-02
2021-01-02T07-03-24-426993_11,59,4,11.16,2021-01-02
2021-01-02T07-03-24-426993_11,67,1,2.5,2021-01-02
2021-01-02T07-03-24-426993_11,27,1,2.15,2021-01-02
2021-01-02T07-03-24-426993_12,20,173,240.47,2021-01-02
2021-01-02T07-03-24-426993_12,62,170,1105.0,2021-01-02
2021-01-02T07-03-24-426993_12,57,160,318.4,2021-01-02
2021-01-02T07-03-24-426993_13,29,580,1537.0,2021-01-02
2021-01-02T07-03-24-426993_13,63,523,1982.17,2021-01-02
2021-01-02T07-03-24-426993_14,14,195,193.05,2021-01-02
2021-01-02T07-03-24-426993_14,38,195,682.5,2021-01-02
2021-01-02T07-03-24-426993_14,76,192,109.44,2021-01-02
2021-01-02T07-03-24-426993_14,72,197,756.48,2021-01-02
2021-01-02T07-03-24-426993_14,69,199,794.01,2021-01-02
2021-01-02T07-03-24-426993_14,52,188,163.56,2021-01-02
2021-01-02T07-03-24-426993_15,41,1924,4598.36,2021-01-02
2021-01-02T07-03-24-426993_15,31,1676,4173.24,2021-01-02
2021-01-02T07-03-24-426993_15,13,1839,5480.22,2021-01-02
2021-01-02T07-03-24-426993_15,59,1644,4586.76,2021-01-02
2021-01-02T07-03-24-426993_16,72,1604,6159.36,2021-01-02
2021-01-02T07-03-24-426993_16,50,1872,4867.2,2021-01-02
2021-01-02T07-03-24-426993_16,87,1626,16243.74,2021-01-02
2021-01-02T07-03-24-426993_16,23,1824,6912.96,2021-01-02
2021-01-02T07-03-24-426993_16,6,1823,3627.77,2021-01-02
2021-01-02T07-03-24-426993_16,75,1825,16041.75,2021-01-02
2021-01-02T07-03-24-428567_16,16,1787,5611.18,2021-01-02
2021-01-02T07-03-24-428567_16,20,1902,2643.78,2021-01-02
2021-01-02T07-03-24-428567_16,71,1908,12573.72,2021-01-02
2021-01-02T07-03-24-428567_16,77,1860,1097.4,2021-01-02
2021-01-02T07-03-24-428567_17,39,150,412.5,2021-01-02
2021-01-02T07-03-24-428567_17,93,179,1072.21,2021-01-02
2021-01-02T07-03-24-428567_17,32,199,614.91,2021-01-02
2021-01-02T07-03-24-428567_17,68,179,463.61,2021-01-02
2021-01-02T07-03-24-428567_17,41,157,375.23,2021-01-02
2021-01-02T07-03-24-428567_17,98,174,868.26,2021-01-02
2021-01-02T07-03-24-428567_17,47,172,430.0,2021-01-02
2021-01-02T07-03-24-428567_18,92,10,24.9,2021-01-02
2021-01-02T07-03-24-428567_18,65,1,7.99,2021-01-02
2021-01-02T07-03-24-428567_19,8,159,300.51,2021-01-02
2021-01-02T07-03-24-428567_19,56,193,306.87,2021-01-02
2021-01-02T07-03-24-428567_19,50,170,442.0,2021-01-02
2021-01-02T07-03-24-428567_19,57,179,356.21,2021-01-02
2021-01-02T07-03-24-428567_19,61,158,203.82,2021-01-02
2021-01-02T07-03-24-428567_19,1,180,270.0,2021-01-02
2021-01-02T07-03-24-428567_19,93,186,1114.14,2021-01-02
2021-01-02T07-03-24-428567_20,92,10,24.9,2021-01-02
2021-01-02T07-03-24-428567_20,45,9,8.91,2021-01-02
2021-01-02T07-03-24-428567_20,52,8,6.96,2021-01-02
2021-01-02T07-03-24-428567_20,99,2,9.98,2021-01-02
2021-01-02T07-03-24-428567_20,98,1,4.99,2021-01-02
2021-01-02T07-03-24-428567_20,93,3,17.97,2021-01-02
2021-01-02T07-03-24-428567_20,82,9,71.91,2021-01-02
2021-01-02T07-03-24-428567_20,47,7,17.5,2021-01-02
2021-01-02T07-03-24-428567_20,71,1,6.59,2021-01-02
2021-01-02T07-03-24-428567_21,80,230,1145.4,2021-01-02
2021-01-02T07-03-24-428567_21,30,216,669.6,2021-01-02
2021-01-02T07-03-24-428567_21,73,216,861.84,2021-01-02
2021-01-02T07-03-24-428567_21,90,219,216.81,2021-01-02
2021-01-02T07-03-24-428567_21,31,223,555.27,2021-01-02
2021-01-02T07-03-24-428567_21,19,218,752.1,2021-01-02
2021-01-02T07-03-24-428567_21,55,213,166.14,2021-01-02
2021-01-02T07-03-24-428567_21,82,233,1861.67,2021-01-02
2021-01-02T07-03-24-428567_21,75,234,2056.86,2021-01-02
2021-01-02T07-03-24-428567_22,59,506,1411.74,2021-01-02
2021-01-02T07-03-24-428567_22,93,569,3408.31,2021-01-02
2021-01-02T07-03-24-428567_22,12,548,986.4,2021-01-02
2021-01-02T07-03-24-428567_22,75,600,5274.0,2021-01-02
2021-01-02T07-03-24-428567_22,25,509,1196.15,2021-01-02
2021-01-02T07-03-24-428567_22,14,509,503.91,2021-01-02
2021-01-02T07-03-24-428567_23,16,573,1799.22,2021-01-02
2021-01-02T07-03-24-428567_23,47,562,1405.0,2021-01-02
2021-01-02T07-03-24-428567_23,12,512,921.6,2021-01-02
2021-01-02T07-03-24-428567_24,66,104,414.96,2021-01-02
2021-01-02T07-03-24-428567_24,100,33,65.67,2021-01-02
2021-01-02T07-03-24-428567_24,13,56,166.88,2021-01-02
2021-01-02T07-03-24-428567_24,19,67,231.15,2021-01-02
2021-01-02T07-03-24-428567_24,63,79,299.41,2021-01-02
2021-01-02T07-03-24-428567_24,25,77,180.95,2021-01-02
2021-01-02T07-03-24-428567_24,26,119,354.62,2021-01-02
2021-01-02T07-03-24-428567_24,47,81,202.5,2021-01-02
2021-01-02T07-03-24-428567_24,3,103,252.35,2021-01-02
2021-01-02T07-03-24-428567_25,88,111,442.89,2021-01-02
2021-01-02T07-03-24-428567_25,53,74,73.26,2021-01-02
2021-01-02T07-03-24-428567_25,36,36,86.04,2021-01-02
2021-01-02T07-03-24-428567_25,47,91,227.5,2021-01-02
2021-01-02T07-03-24-428567_25,58,36,81.0,2021-01-02
2021-01-02T07-03-24-428567_25,100,59,117.41,2021-01-02
2021-01-02T07-03-24-428567_25,33,70,419.3,2021-01-02
2021-01-02T07-03-24-428567_25,25,55,129.25,2021-01-02
2021-01-02T07-03-24-428567_25,8,117,221.13,2021-01-02
2021-01-02T07-03-24-428567_27,25,221,519.35,2021-01-02
2021-01-02T07-03-24-428567_27,32,227,701.43,2021-01-02
2021-01-02T07-03-24-428567_27,85,213,1062.87,2021-01-02
2021-01-02T07-03-24-428567_27,5,223,390.25,2021-01-02
2021-01-02T07-03-24-428567_27,47,239,597.5,2021-01-02
2021-01-02T07-03-24-428567_27,82,215,1717.85,2021-01-02
2021-01-02T07-03-24-428567_27,2,212,265.0,2021-01-02
2021-01-02T07-03-24-428567_27,39,228,627.0,2021-01-02
2021-01-02T07-03-24-428567_27,59,239,666.81,2021-01-02
2021-01-02T07-03-24-428567_27,51,237,590.13,2021-01-02
2021-01-02T07-03-24-428567_28,62,6,39.0,2021-01-02
2021-01-02T07-03-24-428567_29,48,1606,3838.34,2021-01-02
2021-01-02T07-03-24-428567_29,87,1735,17332.65,2021-01-02
2021-01-02T07-03-24-428567_29,91,1895,12696.5,2021-01-02
2021-01-02T07-03-24-428567_29,51,1784,4442.16,2021-01-02
2021-01-02T07-03-24-428567_29,61,1837,2369.73,2021-01-02
2021-01-02T07-03-24-428567_29,36,1850,4421.5,2021-01-02
2021-01-03T07-03-24-428567_1,1,215,322.5,2021-01-03
2021-01-03T07-03-24-429623_1,17,216,972.0,2021-01-03
2021-01-03T07-03-24-429623_1,5,239,418.25,2021-01-03
2021-01-03T07-03-24-429623_1,35,232,484.88,2021-01-03
2021-01-03T07-03-24-429623_1,4,239,714.61,2021-01-03
2021-01-03T07-03-24-429623_2,86,196,252.84,2021-01-03
2021-01-03T07-03-24-429623_3,85,193,963.07,2021-01-03
2021-01-03T07-03-24-429623_3,97,174,1042.26,2021-01-03
2021-01-03T07-03-24-429623_3,71,185,1219.15,2021-01-03
2021-01-03T07-03-24-429623_3,27,150,322.5,2021-01-03
2021-01-03T07-03-24-429623_4,31,38,94.62,2021-01-03
2021-01-03T07-03-24-429623_4,2,31,38.75,2021-01-03
2021-01-03T07-03-24-429623_4,69,60,239.4,2021-01-03
2021-01-03T07-03-24-429623_4,99,58,289.42,2021-01-03
2021-01-03T07-03-24-429623_4,100,35,69.65,2021-01-03
2021-01-03T07-03-24-429623_4,78,79,300.2,2021-01-03
2021-01-03T07-03-24-429623_4,87,64,639.36,2021-01-03
2021-01-03T07-03-24-429623_4,11,39,194.61,2021-01-03
2021-01-03T07-03-24-429623_4,25,54,126.9,2021-01-03
2021-01-03T07-03-24-429623_4,54,17,14.45,2021-01-03
2021-01-03T07-03-24-429623_5,22,198,552.42,2021-01-03
2021-01-03T07-03-24-429623_5,86,173,223.17,2021-01-03
2021-01-03T07-03-24-429623_6,68,1602,4149.18,2021-01-03
2021-01-03T07-03-24-429623_6,93,1683,10081.17,2021-01-03
2021-01-03T07-03-24-429623_6,37,1634,4395.46,2021-01-03
2021-01-03T07-03-24-429623_7,54,36,30.6,2021-01-03
2021-01-03T07-03-24-429623_8,81,146,524.14,2021-01-03
2021-01-03T07-03-24-429623_9,94,13,25.87,2021-01-03
2021-01-03T07-03-24-429623_9,75,14,123.06,2021-01-03
2021-01-03T07-03-24-429623_10,88,213,849.87,2021-01-03
2021-01-03T07-03-24-429623_10,99,231,1152.69,2021-01-03
2021-01-03T07-03-24-429623_10,98,236,1177.64,2021-01-03
2021-01-03T07-03-24-429623_10,10,234,418.86,2021-01-03
2021-01-03T07-03-24-429623_12,98,225,1122.75,2021-01-03
2021-01-03T07-03-24-429623_12,42,218,85.02,2021-01-03
2021-01-03T07-03-24-429623_12,59,213,594.27,2021-01-03
2021-01-03T07-03-24-429623_12,5,218,381.5,2021-01-03
2021-01-03T07-03-24-429623_12,66,223,889.77,2021-01-03
2021-01-03T07-03-24-429623_12,23,228,864.12,2021-01-03
2021-01-03T07-03-24-429623_12,79,232,828.24,2021-01-03
2021-01-03T07-03-24-429623_12,11,240,1197.6,2021-01-03
2021-01-03T07-03-24-429623_13,3,5,12.25,2021-01-03
2021-01-03T07-03-24-429623_13,12,6,10.8,2021-01-03
2021-01-03T07-03-24-429623_13,86,4,5.16,2021-01-03
2021-01-03T07-03-24-429623_13,22,9,25.11,2021-01-03
2021-01-03T07-03-24-429623_13,64,5,22.3,2021-01-03
2021-01-03T07-03-24-429623_14,65,593,4738.07,2021-01-03
2021-01-03T07-03-24-429623_14,64,567,2528.82,2021-01-03
2021-01-03T07-03-24-429623_14,44,511,761.39,2021-01-03
2021-01-03T07-03-24-429623_14,55,569,443.82,2021-01-03
2021-01-03T07-03-24-429623_14,47,505,1262.5,2021-01-03
2021-01-03T07-03-24-429623_14,23,505,1913.95,2021-01-03
2021-01-03T07-03-24-429623_14,86,588,758.52,2021-01-03
2021-01-03T07-03-24-429623_14,74,502,476.9,2021-01-03
2021-01-03T07-03-24-429623_14,4,533,1593.67,2021-01-03
2021-01-03T07-03-24-429623_14,43,551,2198.49,2021-01-03
2021-01-03T07-03-24-429623_15,78,7,26.6,2021-01-03
2021-01-03T07-03-24-429623_15,9,8,23.92,2021-01-03
2021-01-03T07-03-24-429623_15,73,6,23.94,2021-01-03
2021-01-03T07-03-24-429623_15,56,2,3.18,2021-01-03
2021-01-03T07-03-24-430694_15,59,5,13.95,2021-01-03
2021-01-03T07-03-24-430694_15,8,8,15.12,2021-01-03
2021-01-03T07-03-24-430694_15,80,5,24.9,2021-01-03
2021-01-03T07-03-24-430694_15,36,9,21.51,2021-01-03
2021-01-03T07-03-24-430694_15,89,8,22.24,2021-01-03
2021-01-03T07-03-24-430694_15,17,9,40.5,2021-01-03
2021-01-03T07-03-24-430694_16,72,13,49.92,2021-01-03
2021-01-03T07-03-24-430694_16,97,14,83.86,2021-01-03
2021-01-03T07-03-24-430694_16,87,14,139.86,2021-01-03
2021-01-03T07-03-24-430694_16,57,10,19.9,2021-01-03
2021-01-03T07-03-24-430694_16,58,10,22.5,2021-01-03
2021-01-03T07-03-24-430694_16,56,12,19.08,2021-01-03
