tran_id,store_id,member_id,tran_dt
2021-03-21T11-53-13-676060_26,1,1001,3/21/2021
2021-03-21T11-53-13-676060_27,1,1005,3/21/2021
2021-03-21T11-53-13-676060_28,3,1045,3/21/2021
2021-03-21T11-53-13-676060_29,1,1059,3/21/2021
2021-03-21T11-53-13-676060_31,1,1070,3/21/2021
2021-03-21T11-53-13-677057_31,1,1070,3/21/2021
2021-03-21T11-53-13-677057_32,2,1085,3/21/2021
2021-03-21T11-53-13-677057_33,1,1048,3/21/2021
2021-03-21T11-53-13-677057_34,1,1003,3/21/2021
2021-03-21T11-53-13-677057_36,2,1017,3/21/2021
2021-03-21T11-53-13-678057_36,2,1017,3/21/2021
2021-03-21T11-53-13-678057_37,2,1036,3/21/2021
2021-03-21T11-53-13-678057_38,1,1064,3/21/2021
2021-03-22T11-53-13-678057_1,1,1073,3/22/2021
2021-03-22T11-53-13-678057_2,1,1052,3/22/2021
2021-03-22T11-53-13-679060_2,1,1052,3/22/2021
2021-03-22T11-53-13-679060_3,2,1028,3/22/2021
2021-03-22T11-53-13-679060_4,2,1055,3/22/2021
2021-03-22T11-53-13-679060_5,3,1041,3/22/2021
2021-03-22T11-53-13-679060_6,2,1049,3/22/2021
2021-03-22T11-53-13-679060_8,3,1003,3/22/2021
2021-03-22T11-53-13-680055_8,3,1003,3/22/2021
2021-03-22T11-53-13-680055_9,3,1057,3/22/2021
2021-03-22T11-53-13-680055_10,2,1023,3/22/2021
2021-03-22T11-53-13-680055_11,3,1071,3/22/2021
2021-03-22T11-53-13-680055_12,2,1063,3/22/2021
2021-03-22T11-53-13-681058_12,2,1063,3/22/2021
2021-03-22T11-53-13-681058_13,1,1039,3/22/2021
2021-03-22T11-53-13-681058_14,3,1037,3/22/2021
2021-03-22T11-53-13-681058_15,2,1075,3/22/2021
2021-03-22T11-53-13-681058_16,1,1059,3/22/2021
2021-03-22T11-53-13-681058_17,2,1079,3/22/2021
2021-03-22T11-53-13-681058_18,1,1066,3/22/2021
2021-03-22T11-53-13-681058_19,1,1062,3/22/2021
2021-03-22T11-53-13-682055_20,3,1008,3/22/2021
2021-03-22T11-53-13-682055_21,3,1091,3/22/2021
2021-03-22T11-53-13-682055_22,2,1053,3/22/2021
2021-03-22T11-53-13-682055_23,2,1100,3/22/2021
2021-03-22T11-53-13-682055_25,2,1092,3/22/2021
2021-03-22T11-53-13-682055_26,2,1076,3/22/2021
2021-03-22T11-53-13-682055_28,2,1064,3/22/2021
2021-03-22T11-53-13-683055_28,2,1064,3/22/2021
2021-03-22T11-53-13-683055_29,1,1013,3/22/2021
2021-03-22T11-53-13-683055_30,3,1025,3/22/2021
2021-03-22T11-53-13-683055_31,1,1006,3/22/2021
2021-03-22T11-53-13-683055_32,2,1061,3/22/2021
2021-03-22T11-53-13-683055_33,2,1086,3/22/2021
2021-03-22T11-53-13-683055_34,3,1044,3/22/2021
2021-03-22T11-53-13-684055_34,3,1044,3/22/2021
2021-03-22T11-53-13-684055_36,2,1070,3/22/2021
2021-03-22T11-53-13-684055_37,2,1034,3/22/2021
2021-03-22T11-53-13-684055_39,3,1067,3/22/2021
2021-03-22T11-53-13-684055_40,1,1084,3/22/2021
2021-03-22T11-53-13-684055_41,2,1072,3/22/2021
2021-03-22T11-53-13-685058_41,2,1072,3/22/2021
2021-03-22T11-53-13-685156_41,2,1072,3/22/2021
2021-03-22T11-53-13-685156_42,1,1027,3/22/2021
2021-03-22T11-53-13-685156_43,3,1065,3/22/2021
2021-03-22T11-53-13-685156_45,1,1035,3/22/2021
2021-03-22T11-53-13-685156_47,2,1078,3/22/2021
2021-03-23T11-53-13-685156_1,2,1021,3/23/2021
2021-03-23T11-53-13-686164_1,2,1021,3/23/2021
2021-03-23T11-53-13-686164_2,3,1011,3/23/2021
2021-03-23T11-53-13-686164_3,3,1096,3/23/2021
2021-03-23T11-53-13-686164_4,2,1039,3/23/2021
2021-03-23T11-53-13-686164_5,3,1089,3/23/2021
2021-03-23T11-53-13-687164_5,3,1089,3/23/2021
2021-03-23T11-53-13-687164_6,1,1063,3/23/2021
2021-03-23T11-53-13-687164_7,1,1074,3/23/2021
2021-03-23T11-53-13-688158_7,1,1074,3/23/2021
2021-03-23T11-53-13-688158_8,1,1046,3/23/2021
2021-03-23T11-53-13-688158_9,3,1020,3/23/2021
2021-03-23T11-53-13-688158_10,3,1084,3/23/2021
2021-03-23T11-53-13-689156_10,3,1084,3/23/2021
2021-03-23T11-53-13-689156_11,2,1100,3/23/2021
2021-03-23T11-53-13-689156_12,1,1072,3/23/2021
2021-03-23T11-53-13-690265_12,1,1072,3/23/2021
2021-03-23T11-53-13-690265_13,2,1038,3/23/2021
2021-03-23T11-53-13-690265_14,1,1006,3/23/2021
2021-03-23T11-53-13-690265_16,3,1090,3/23/2021
2021-03-23T11-53-13-690265_17,2,1002,3/23/2021
2021-03-23T11-53-13-691272_17,2,1002,3/23/2021
2021-03-23T11-53-13-691272_18,2,1016,3/23/2021
2021-03-23T11-53-13-691272_19,1,1052,3/23/2021
2021-03-23T11-53-13-691272_20,3,1010,3/23/2021
2021-03-23T11-53-13-691272_22,3,1064,3/23/2021
2021-03-23T11-53-13-692272_22,3,1064,3/23/2021
2021-03-23T11-53-13-692272_23,2,1040,3/23/2021
2021-03-23T11-53-13-692272_24,1,1023,3/23/2021
2021-03-23T11-53-13-692272_25,2,1019,3/23/2021
2021-03-23T11-53-13-692272_26,3,1067,3/23/2021
2021-03-23T11-53-13-693272_26,3,1067,3/23/2021
2021-03-23T11-53-13-693272_27,2,1022,3/23/2021
2021-03-24T11-53-13-693272_1,2,1059,3/24/2021
2021-03-24T11-53-13-693272_2,3,1049,3/24/2021
2021-03-24T11-53-13-693272_3,2,1039,3/24/2021
2021-03-24T11-53-13-693272_5,1,1054,3/24/2021
2021-03-24T11-53-13-693272_6,1,1002,3/24/2021
2021-03-24T11-53-13-693272_7,3,1081,3/24/2021
2021-03-24T11-53-13-693272_8,1,1098,3/24/2021
2021-03-24T11-53-13-693272_9,1,1041,3/24/2021
2021-03-24T11-53-13-694270_9,1,1041,3/24/2021
2021-03-24T11-53-13-694270_10,2,1018,3/24/2021
2021-03-24T11-53-13-694270_11,3,1013,3/24/2021
2021-03-24T11-53-13-694270_12,3,1055,3/24/2021
2021-03-24T11-53-13-694270_13,1,1001,3/24/2021
2021-03-24T11-53-13-694270_14,2,1097,3/24/2021
2021-03-24T11-53-13-694270_15,3,1080,3/24/2021
2021-03-24T11-53-13-694270_16,1,1092,3/24/2021
2021-03-24T11-53-13-694270_17,3,1027,3/24/2021
2021-03-24T11-53-13-694270_19,2,1024,3/24/2021
2021-03-24T11-53-13-694270_20,1,1076,3/24/2021
2021-03-24T11-53-13-695360_20,1,1076,3/24/2021
2021-03-24T11-53-13-695360_21,3,1045,3/24/2021
2021-03-24T11-53-13-695360_22,3,1088,3/24/2021
2021-03-24T11-53-13-695360_23,3,1015,3/24/2021
2021-03-24T11-53-13-695360_25,1,1048,3/24/2021
2021-03-24T11-53-13-695360_26,1,1004,3/24/2021
2021-03-24T11-53-13-696360_26,1,1004,3/24/2021
2021-03-24T11-53-13-696360_27,3,1072,3/24/2021
2021-03-24T11-53-13-696360_28,3,1028,3/24/2021
2021-03-24T11-53-13-696360_29,3,1073,3/24/2021
2021-03-24T11-53-13-696360_30,3,1043,3/24/2021
2021-03-24T11-53-13-696360_33,3,1093,3/24/2021
2021-03-24T11-53-13-696360_36,2,1040,3/24/2021
2021-03-24T11-53-13-696360_37,3,1100,3/24/2021
2021-03-24T11-53-13-697359_37,3,1100,3/24/2021
2021-03-24T11-53-13-697359_38,2,1087,3/24/2021
2021-03-25T11-53-13-697359_1,1,1091,3/25/2021
2021-03-25T11-53-13-697359_2,3,1098,3/25/2021
2021-03-25T11-53-13-697359_3,1,1054,3/25/2021
2021-03-25T11-53-13-697359_4,1,1013,3/25/2021
2021-03-25T11-53-13-697359_5,1,1053,3/25/2021
2021-03-26T11-53-13-697359_1,2,1020,3/26/2021
2021-03-26T11-53-13-698358_1,2,1020,3/26/2021
2021-03-26T11-53-13-698358_2,3,1004,3/26/2021
2021-03-26T11-53-13-698358_3,3,1041,3/26/2021
2021-03-26T11-53-13-698358_4,1,1084,3/26/2021
2021-03-26T11-53-13-698358_5,1,1057,3/26/2021
2021-03-26T11-53-13-698358_6,1,1081,3/26/2021
2021-03-26T11-53-13-698358_7,2,1070,3/26/2021
2021-03-26T11-53-13-698358_8,3,1090,3/26/2021
2021-03-26T11-53-13-698358_9,3,1086,3/26/2021
2021-03-26T11-53-13-699360_9,3,1086,3/26/2021
2021-03-26T11-53-13-699360_10,2,1080,3/26/2021
2021-03-26T11-53-13-700363_10,2,1080,3/26/2021
2021-03-26T11-53-13-700492_11,2,1093,3/26/2021
2021-03-26T11-53-13-700492_12,2,1044,3/26/2021
2021-03-26T11-53-13-700492_13,3,1077,3/26/2021
2021-03-26T11-53-13-700492_14,1,1042,3/26/2021
2021-03-26T11-53-13-700492_15,3,1061,3/26/2021
2021-03-26T11-53-13-700492_16,2,1006,3/26/2021
2021-03-26T11-53-13-701494_16,2,1006,3/26/2021
2021-03-26T11-53-13-701494_17,3,1011,3/26/2021
2021-03-27T11-53-13-701494_1,2,1029,3/27/2021
2021-03-27T11-53-13-701494_2,2,1090,3/27/2021
2021-03-27T11-53-13-701494_3,1,1098,3/27/2021
2021-03-27T11-53-13-701494_4,2,1050,3/27/2021
2021-03-27T11-53-13-701494_5,2,1039,3/27/2021
2021-03-27T11-53-13-702493_5,2,1039,3/27/2021
2021-03-27T11-53-13-702493_6,3,1027,3/27/2021
2021-03-27T11-53-13-702493_7,1,1026,3/27/2021
2021-03-27T11-53-13-703493_7,1,1026,3/27/2021
2021-03-27T11-53-13-703493_8,2,1015,3/27/2021
2021-03-27T11-53-13-703493_9,1,1042,3/27/2021
2021-03-27T11-53-13-704496_10,3,1077,3/27/2021
2021-03-27T11-53-13-704496_11,1,1028,3/27/2021
2021-03-27T11-53-13-704496_12,1,1085,3/27/2021
2021-03-27T11-53-13-704496_13,1,1057,3/27/2021
2021-03-27T11-53-13-704496_14,3,1001,3/27/2021
2021-03-27T11-53-13-705496_14,3,1001,3/27/2021
2021-03-27T11-53-13-705496_15,2,1034,3/27/2021
2021-03-27T11-53-13-706495_16,3,1056,3/27/2021
2021-03-27T11-53-13-706495_17,2,1087,3/27/2021
2021-03-27T11-53-13-707495_17,2,1087,3/27/2021
2021-03-27T11-53-13-707495_18,2,1065,3/27/2021
2021-03-27T11-53-13-707495_20,3,1058,3/27/2021
2021-03-27T11-53-13-707495_21,2,1100,3/27/2021
2021-03-27T11-53-13-708493_21,2,1100,3/27/2021
2021-03-27T11-53-13-708493_22,1,1092,3/27/2021
2021-03-27T11-53-13-708493_23,3,1060,3/27/2021
2021-03-27T11-53-13-709491_23,3,1060,3/27/2021
2021-03-27T11-53-13-709491_24,2,1062,3/27/2021
2021-03-27T11-53-13-709491_26,2,1072,3/27/2021
2021-03-27T11-53-13-710495_26,2,1072,3/27/2021
2021-03-27T11-53-13-710495_27,2,1096,3/27/2021
2021-03-27T11-53-13-710495_28,2,1059,3/27/2021
2021-03-27T11-53-13-711553_28,2,1059,3/27/2021
2021-03-27T11-53-13-711591_28,2,1059,3/27/2021
2021-03-27T11-53-13-711591_29,1,1067,3/27/2021
2021-03-27T11-53-13-711591_30,1,1003,3/27/2021
2021-03-27T11-53-13-711591_31,2,1011,3/27/2021
2021-03-27T11-53-13-711591_34,1,1054,3/27/2021
2021-03-27T11-53-13-711591_36,3,1064,3/27/2021
2021-03-27T11-53-13-711591_37,2,1095,3/27/2021
2021-03-27T11-53-13-712598_37,2,1095,3/27/2021
2021-03-27T11-53-13-712598_38,1,1093,3/27/2021
2021-03-27T11-53-13-712598_39,3,1069,3/27/2021
2021-03-27T11-53-13-712598_40,3,1068,3/27/2021
2021-03-27T11-53-13-713598_40,3,1068,3/27/2021
2021-03-27T11-53-13-713598_43,2,1009,3/27/2021
2021-03-28T11-53-13-713598_1,3,1093,3/28/2021
2021-03-28T11-53-13-713598_2,2,1043,3/28/2021
2021-03-28T11-53-13-713598_3,2,1049,3/28/2021
2021-03-28T11-53-13-713598_4,1,1001,3/28/2021
2021-03-28T11-53-13-713598_5,1,1021,3/28/2021
2021-03-28T11-53-13-714595_5,1,1021,3/28/2021
2021-03-28T11-53-13-714595_6,2,1037,3/28/2021
2021-03-28T11-53-13-714595_7,3,1077,3/28/2021
2021-03-28T11-53-13-715592_7,3,1077,3/28/2021
2021-03-28T11-53-13-715592_8,2,1024,3/28/2021
2021-03-28T11-53-13-715592_9,3,1031,3/28/2021
2021-03-28T11-53-13-715592_10,2,1040,3/28/2021
2021-03-28T11-53-13-715592_11,3,1018,3/28/2021
2021-03-28T11-53-13-715592_12,1,1017,3/28/2021
2021-03-28T11-53-13-716694_12,1,1017,3/28/2021
2021-03-28T11-53-13-716694_13,3,1082,3/28/2021
2021-03-28T11-53-13-717703_13,3,1082,3/28/2021
2021-03-29T11-53-13-717703_1,1,1075,3/29/2021
2021-03-29T11-53-13-717703_2,1,1077,3/29/2021
2021-03-29T11-53-13-717703_3,3,1023,3/29/2021
2021-03-29T11-53-13-717703_4,2,1020,3/29/2021
2021-03-29T11-53-13-718702_4,2,1020,3/29/2021
2021-03-29T11-53-13-718702_5,1,1100,3/29/2021
2021-03-29T11-53-13-718702_6,3,1094,3/29/2021
2021-03-29T11-53-13-718702_7,3,1063,3/29/2021
2021-03-29T11-53-13-718702_8,1,1007,3/29/2021
2021-03-29T11-53-13-718702_9,2,1027,3/29/2021
2021-03-29T11-53-13-719701_10,2,1002,3/29/2021
2021-03-29T11-53-13-719701_11,3,1085,3/29/2021
2021-03-29T11-53-13-719701_12,1,1006,3/29/2021
2021-03-29T11-53-13-719701_13,3,1043,3/29/2021
2021-03-29T11-53-13-720694_13,3,1043,3/29/2021
2021-03-29T11-53-13-720694_14,3,1072,3/29/2021
2021-03-29T11-53-13-720694_15,2,1095,3/29/2021
2021-03-29T11-53-13-720694_17,1,1035,3/29/2021
2021-03-29T11-53-13-720694_19,1,1042,3/29/2021
2021-03-29T11-53-13-721805_19,1,1042,3/29/2021
2021-03-29T11-53-13-721805_20,2,1045,3/29/2021
2021-03-29T11-53-13-721805_21,3,1036,3/29/2021
2021-03-29T11-53-13-721805_23,1,1016,3/29/2021
2021-03-29T11-53-13-721805_24,3,1014,3/29/2021
2021-03-29T11-53-13-722812_24,3,1014,3/29/2021
2021-03-29T11-53-13-722812_25,1,1062,3/29/2021
2021-03-29T11-53-13-722812_26,1,1064,3/29/2021
2021-03-29T11-53-13-722812_27,3,1030,3/29/2021
2021-03-29T11-53-13-723804_28,2,1011,3/29/2021
2021-03-29T11-53-13-723804_29,1,1008,3/29/2021
2021-03-29T11-53-13-723804_30,1,1048,3/29/2021
2021-03-30T11-53-13-723804_1,3,1014,3/30/2021
2021-03-30T11-53-13-723804_2,2,1066,3/30/2021
2021-03-30T11-53-13-724811_2,2,1066,3/30/2021
2021-03-30T11-53-13-724811_3,2,1038,3/30/2021
2021-03-30T11-53-13-724811_4,2,1047,3/30/2021
2021-03-30T11-53-13-724811_5,3,1029,3/30/2021
2021-03-30T11-53-13-724811_6,3,1013,3/30/2021
2021-03-30T11-53-13-724811_7,1,1072,3/30/2021
2021-03-30T11-53-13-725810_7,1,1072,3/30/2021
2021-03-30T11-53-13-725810_8,3,1094,3/30/2021
2021-03-30T11-53-13-725810_9,3,1054,3/30/2021
2021-03-30T11-53-13-725810_10,1,1040,3/30/2021
2021-03-30T11-53-13-725810_11,1,1090,3/30/2021
2021-03-30T11-53-13-725810_12,1,1035,3/30/2021
2021-03-30T11-53-13-726804_12,1,1035,3/30/2021
2021-03-30T11-53-13-726804_13,2,1100,3/30/2021
2021-03-30T11-53-13-726804_14,3,1026,3/30/2021
2021-03-30T11-53-13-726804_15,2,1020,3/30/2021
2021-03-30T11-53-13-726804_16,1,1031,3/30/2021
2021-03-30T11-53-13-727810_16,1,1031,3/30/2021
2021-03-30T11-53-13-727905_16,1,1031,3/30/2021
2021-03-30T11-53-13-727905_17,3,1004,3/30/2021
2021-03-30T11-53-13-727905_18,2,1025,3/30/2021
2021-03-30T11-53-13-727905_19,2,1018,3/30/2021
2021-03-30T11-53-13-727905_21,2,1055,3/30/2021
2021-03-30T11-53-13-728910_21,2,1055,3/30/2021
2021-03-30T11-53-13-728910_22,3,1030,3/30/2021
2021-03-30T11-53-13-728910_23,2,1064,3/30/2021
2021-03-30T11-53-13-728910_24,3,1065,3/30/2021
2021-03-30T11-53-13-728910_25,1,1044,3/30/2021
2021-03-30T11-53-13-728910_27,2,1068,3/30/2021
2021-03-30T11-53-13-729911_29,2,1079,3/30/2021
2021-03-30T11-53-13-729911_31,2,1016,3/30/2021
2021-03-30T11-53-13-729911_33,3,1088,3/30/2021
2021-03-30T11-53-13-729911_34,2,1041,3/30/2021
2021-03-30T11-53-13-730906_35,2,1019,3/30/2021
2021-03-31T11-53-13-730906_1,1,1021,3/31/2021
2021-03-31T11-53-13-730906_2,2,1014,3/31/2021
2021-03-31T11-53-13-730906_3,2,1081,3/31/2021
2021-03-31T11-53-13-730906_4,2,1016,3/31/2021
2021-03-31T11-53-13-730906_5,2,1091,3/31/2021
2021-03-31T11-53-13-730906_6,1,1017,3/31/2021
2021-03-31T11-53-13-731903_6,1,1017,3/31/2021
2021-03-31T11-53-13-731903_7,2,1030,3/31/2021
2021-03-31T11-53-13-731903_8,2,1013,3/31/2021
2021-03-31T11-53-13-731903_9,1,1094,3/31/2021
2021-03-31T11-53-13-732903_9,1,1094,3/31/2021
2021-03-31T11-53-13-732903_10,1,1052,3/31/2021
2021-03-31T11-53-13-732903_11,3,1040,3/31/2021
2021-03-31T11-53-13-732903_12,3,1092,3/31/2021
2021-03-31T11-53-13-732903_13,1,1011,3/31/2021
2021-03-31T11-53-13-733904_13,1,1011,3/31/2021
2021-03-31T11-53-13-734008_14,3,1090,3/31/2021
2021-03-31T11-53-13-734008_16,1,1098,3/31/2021
2021-03-31T11-53-13-734008_17,3,1004,3/31/2021
2021-03-31T11-53-13-734008_18,3,1099,3/31/2021
2021-03-31T11-53-13-734008_19,2,1020,3/31/2021
2021-03-31T11-53-13-734008_20,2,1069,3/31/2021
2021-03-31T11-53-13-734008_24,2,1008,3/31/2021
2021-03-31T11-53-13-735015_24,2,1008,3/31/2021
2021-04-01T11-53-13-735015_1,3,1099,4/1/2021
2021-04-01T11-53-13-735015_2,2,1053,4/1/2021
2021-04-01T11-53-13-735015_3,3,1060,4/1/2021
2021-04-01T11-53-13-735015_4,2,1080,4/1/2021
2021-04-01T11-53-13-736014_4,2,1080,4/1/2021
2021-04-01T11-53-13-736014_5,3,1019,4/1/2021
2021-04-01T11-53-13-736014_6,3,1022,4/1/2021
2021-04-01T11-53-13-736014_7,2,1054,4/1/2021
2021-04-01T11-53-13-737013_8,2,1010,4/1/2021
2021-04-01T11-53-13-737013_9,3,1045,4/1/2021
2021-04-01T11-53-13-737013_10,1,1064,4/1/2021
2021-04-01T11-53-13-737013_11,3,1012,4/1/2021
2021-04-01T11-53-13-737013_12,1,1078,4/1/2021
2021-04-02T11-53-13-737013_1,3,1077,4/2/2021
2021-04-02T11-53-13-738014_1,3,1077,4/2/2021
2021-04-02T11-53-13-738014_2,2,1016,4/2/2021
2021-04-02T11-53-13-738014_3,2,1087,4/2/2021
2021-04-02T11-53-13-738014_4,2,1012,4/2/2021
2021-04-02T11-53-13-738014_5,3,1032,4/2/2021
2021-04-02T11-53-13-738014_6,3,1013,4/2/2021
2021-04-02T11-53-13-738014_7,2,1024,4/2/2021
2021-04-02T11-53-13-739015_8,1,1005,4/2/2021
2021-04-02T11-53-13-739114_8,1,1005,4/2/2021
2021-04-02T11-53-13-739114_9,2,1049,4/2/2021
2021-04-02T11-53-13-739114_10,2,1100,4/2/2021
2021-04-02T11-53-13-739114_12,2,1039,4/2/2021
2021-04-02T11-53-13-739114_13,2,1019,4/2/2021
2021-04-02T11-53-13-740116_13,2,1019,4/2/2021
2021-04-02T11-53-13-740116_15,1,1006,4/2/2021
2021-04-02T11-53-13-740116_16,3,1047,4/2/2021
2021-04-02T11-53-13-741117_16,3,1047,4/2/2021
2021-04-02T11-53-13-741117_17,1,1081,4/2/2021
2021-04-02T11-53-13-741117_18,1,1009,4/2/2021
2021-04-02T11-53-13-741117_20,3,1052,4/2/2021
2021-04-02T11-53-13-741117_21,1,1008,4/2/2021
2021-04-02T11-53-13-742117_21,1,1008,4/2/2021
2021-04-02T11-53-13-742117_22,3,1048,4/2/2021
2021-04-02T11-53-13-742117_23,3,1089,4/2/2021
2021-04-02T11-53-13-742117_24,2,1080,4/2/2021
2021-04-02T11-53-13-742117_25,3,1020,4/2/2021
2021-04-02T11-53-13-743117_25,3,1020,4/2/2021
2021-04-02T11-53-13-743117_26,1,1040,4/2/2021
2021-04-02T11-53-13-743117_28,2,1027,4/2/2021
2021-04-02T11-53-13-744117_28,2,1027,4/2/2021
2021-04-02T11-53-13-744117_29,1,1074,4/2/2021
2021-04-02T11-53-13-744117_30,1,1011,4/2/2021
2021-04-02T11-53-13-745113_30,1,1011,4/2/2021
2021-04-02T11-53-13-745113_31,3,1097,4/2/2021
2021-04-02T11-53-13-745113_32,1,1099,4/2/2021
2021-04-02T11-53-13-745113_34,2,1057,4/2/2021
2021-04-02T11-53-13-745113_35,1,1068,4/2/2021
2021-04-02T11-53-13-746115_35,1,1068,4/2/2021
2021-04-02T11-53-13-746115_36,1,1079,4/2/2021
2021-04-02T11-53-13-746115_37,3,1090,4/2/2021
2021-04-02T11-53-13-746115_40,2,1033,4/2/2021
2021-04-02T11-53-13-746115_41,1,1073,4/2/2021
2021-04-02T11-53-13-746115_42,2,1088,4/2/2021
2021-04-02T11-53-13-747113_42,2,1088,4/2/2021
2021-04-02T11-53-13-747113_43,2,1017,4/2/2021
2021-04-02T11-53-13-747113_46,3,1058,4/2/2021
2021-04-03T11-53-13-747113_1,1,1074,4/3/2021
2021-04-03T11-53-13-747113_2,2,1085,4/3/2021
2021-04-03T11-53-13-748111_2,2,1085,4/3/2021
2021-04-03T11-53-13-748111_3,1,1013,4/3/2021
2021-04-03T11-53-13-748111_4,1,1020,4/3/2021
2021-04-03T11-53-13-748111_5,2,1080,4/3/2021
2021-04-03T11-53-13-748111_6,3,1052,4/3/2021
2021-04-03T11-53-13-748111_7,1,1001,4/3/2021
2021-04-03T11-53-13-749113_7,1,1001,4/3/2021
2021-04-03T11-53-13-749113_8,3,1048,4/3/2021
2021-04-03T11-53-13-749113_9,2,1077,4/3/2021
2021-04-03T11-53-13-749113_10,3,1097,4/3/2021
2021-04-03T11-53-13-749113_11,2,1021,4/3/2021
2021-04-03T11-53-13-749113_12,3,1076,4/3/2021
2021-04-03T11-53-13-749113_13,2,1040,4/3/2021
2021-04-03T11-53-13-749113_14,2,1071,4/3/2021
2021-04-03T11-53-13-749113_15,3,1002,4/3/2021
2021-04-03T11-53-13-750112_18,2,1028,4/3/2021
2021-04-03T11-53-13-750112_19,1,1015,4/3/2021
2021-04-03T11-53-13-750112_20,2,1062,4/3/2021
2021-04-03T11-53-13-750112_23,3,1006,4/3/2021
2021-04-03T11-53-13-750112_24,2,1023,4/3/2021
