member_id,product_id,trip_count,reward_points,reward_title
1002,61,5,0.3636,SILVER 
1002,96,3,0.1818,BRONZE
1002,65,5,0.3636,SILVER 
1002,83,3,0.1818,BRONZE
1002,73,4,0.2727,SILVER 
1002,74,6,0.4545,SILVER 
1002,79,4,0.2727,SILVER 
1002,6,4,0.2727,SILVER 
1002,58,6,0.4545,SILVER 
1002,72,4,0.2727,SILVER 
1002,91,4,0.2727,SILVER 
1002,47,5,0.3636,SILVER 
1002,86,4,0.2727,SILVER 
1002,30,3,0.1818,BRONZE
1002,27,5,0.3636,SILVER 
1002,8,7,0.5455,GOLD
1002,37,4,0.2727,SILVER 
1002,48,3,0.1818,BRONZE
1002,42,6,0.4545,SILVER 
1002,22,2,0.0909,BRONZE
1002,32,1,0.0000,BRONZE
1002,71,3,0.1818,BRONZE
1002,75,2,0.0909,BRONZE
1002,46,3,0.1818,BRONZE
1002,16,4,0.2727,SILVER 
1002,45,2,0.0909,BRONZE
1002,87,5,0.3636,SILVER 
1002,90,3,0.1818,BRONZE
1002,40,2,0.0909,BRONZE
1002,55,1,0.0000,BRONZE
1002,69,5,0.3636,SILVER 
1002,36,4,0.2727,SILVER 
1002,43,3,0.1818,BRONZE
1002,49,2,0.0909,BRONZE
1002,63,3,0.1818,BRONZE
1002,38,5,0.3636,SILVER 
1002,85,2,0.0909,BRONZE
1002,62,4,0.2727,SILVER 
1002,93,5,0.3636,SILVER 
1002,3,3,0.1818,BRONZE
1002,76,2,0.0909,BRONZE
1002,80,2,0.0909,BRONZE
1002,67,2,0.0909,BRONZE
1002,5,1,0.0000,BRONZE
1002,39,1,0.0000,BRONZE
1002,35,3,0.1818,BRONZE
1002,54,1,0.0000,BRONZE
1002,28,1,0.0000,BRONZE
1002,99,4,0.2727,SILVER 
1002,94,2,0.0909,BRONZE
1002,13,1,0.0000,BRONZE
1002,24,1,0.0000,BRONZE
1002,17,1,0.0000,BRONZE
1003,3,8,0.7778,GOLD
1003,10,4,0.3333,SILVER 
1003,15,4,0.3333,SILVER 
1003,39,4,0.3333,SILVER 
1003,83,6,0.5556,GOLD
1003,86,5,0.4444,SILVER 
1003,1,4,0.3333,SILVER 
1003,37,2,0.1111,BRONZE
1003,53,5,0.4444,SILVER 
1003,11,6,0.5556,GOLD
1003,42,3,0.2222,SILVER 
1003,61,7,0.6667,GOLD
1003,75,6,0.5556,GOLD
1003,78,2,0.1111,BRONZE
1003,14,6,0.5556,GOLD
1003,92,5,0.4444,SILVER 
1003,100,4,0.3333,SILVER 
1003,55,5,0.4444,SILVER 
1003,99,2,0.1111,BRONZE
1003,29,5,0.4444,SILVER 
1003,74,5,0.4444,SILVER 
1003,89,4,0.3333,SILVER 
1003,77,5,0.4444,SILVER 
1003,46,1,0.0000,BRONZE
1003,52,6,0.5556,GOLD
1003,58,2,0.1111,BRONZE
1003,43,2,0.1111,BRONZE
1003,8,5,0.4444,SILVER 
1003,9,6,0.5556,GOLD
1003,62,3,0.2222,SILVER 
1003,66,5,0.4444,SILVER 
1003,12,6,0.5556,GOLD
1003,56,6,0.5556,GOLD
1003,35,3,0.2222,SILVER 
1003,79,3,0.2222,SILVER 
1003,95,2,0.1111,BRONZE
1003,45,2,0.1111,BRONZE
1003,51,2,0.1111,BRONZE
1003,32,5,0.4444,SILVER 
1003,70,6,0.5556,GOLD
1003,71,3,0.2222,SILVER 
1003,73,2,0.1111,BRONZE
1003,18,2,0.1111,BRONZE
1003,5,4,0.3333,SILVER 
1003,91,3,0.2222,SILVER 
1003,93,1,0.0000,BRONZE
1003,54,2,0.1111,BRONZE
1003,36,2,0.1111,BRONZE
1003,7,3,0.2222,SILVER 
1003,19,3,0.2222,SILVER 
1003,23,7,0.6667,GOLD
1003,31,4,0.3333,SILVER 
1003,49,6,0.5556,GOLD
1003,34,3,0.2222,SILVER 
1003,38,6,0.5556,GOLD
1003,44,4,0.3333,SILVER 
1003,50,4,0.3333,SILVER 
1003,82,4,0.3333,SILVER 
1003,84,4,0.3333,SILVER 
1003,6,1,0.0000,BRONZE
1003,25,4,0.3333,SILVER 
1003,26,6,0.5556,GOLD
1003,30,2,0.1111,BRONZE
1003,63,3,0.2222,SILVER 
1003,67,7,0.6667,GOLD
1003,96,5,0.4444,SILVER 
1003,97,5,0.4444,SILVER 
1003,16,5,0.4444,SILVER 
1003,17,7,0.6667,GOLD
1003,20,4,0.3333,SILVER 
1003,40,5,0.4444,SILVER 
1003,41,7,0.6667,GOLD
1003,65,5,0.4444,SILVER 
1003,68,4,0.3333,SILVER 
1003,72,4,0.3333,SILVER 
1003,76,8,0.7778,GOLD
1003,13,7,0.6667,GOLD
1003,21,4,0.3333,SILVER 
1003,80,7,0.6667,GOLD
1003,87,10,1.0000,PLATINUM 
1003,94,3,0.2222,SILVER 
1003,81,4,0.3333,SILVER 
1003,60,4,0.3333,SILVER 
1003,27,4,0.3333,SILVER 
1003,47,3,0.2222,SILVER 
1003,85,5,0.4444,SILVER 
1003,4,2,0.1111,BRONZE
1003,90,6,0.5556,GOLD
1003,24,2,0.1111,BRONZE
1003,22,2,0.1111,BRONZE
1003,33,7,0.6667,GOLD
1003,59,5,0.4444,SILVER 
1003,64,5,0.4444,SILVER 
1003,88,6,0.5556,GOLD
1003,98,5,0.4444,SILVER 
1003,57,4,0.3333,SILVER 
1003,2,7,0.6667,GOLD
1004,83,5,0.3636,SILVER 
1004,5,3,0.1818,BRONZE
1004,36,12,1.0000,PLATINUM 
1004,43,5,0.3636,SILVER 
1004,14,4,0.2727,SILVER 
1004,26,2,0.0909,BRONZE
1004,28,5,0.3636,SILVER 
1004,30,5,0.3636,SILVER 
1004,41,4,0.2727,SILVER 
1004,53,3,0.1818,BRONZE
1004,67,7,0.5455,GOLD
1004,76,6,0.4545,SILVER 
1004,93,4,0.2727,SILVER 
1004,6,6,0.4545,SILVER 
1004,23,7,0.5455,GOLD
1004,47,5,0.3636,SILVER 
1004,48,7,0.5455,GOLD
1004,20,4,0.2727,SILVER 
1004,44,4,0.2727,SILVER 
1004,45,6,0.4545,SILVER 
1004,59,4,0.2727,SILVER 
1004,87,9,0.7273,GOLD
1004,95,3,0.1818,BRONZE
1004,100,3,0.1818,BRONZE
1004,7,6,0.4545,SILVER 
1004,9,3,0.1818,BRONZE
1004,18,6,0.4545,SILVER 
1004,70,7,0.5455,GOLD
1004,71,3,0.1818,BRONZE
1004,33,5,0.3636,SILVER 
1004,82,5,0.3636,SILVER 
1004,85,4,0.2727,SILVER 
1004,29,6,0.4545,SILVER 
1004,62,6,0.4545,SILVER 
1004,60,3,0.1818,BRONZE
1004,78,5,0.3636,SILVER 
1004,92,7,0.5455,GOLD
1004,46,2,0.0909,BRONZE
1004,39,3,0.1818,BRONZE
1004,15,7,0.5455,GOLD
1004,55,3,0.1818,BRONZE
1004,61,5,0.3636,SILVER 
1004,64,2,0.0909,BRONZE
1004,79,7,0.5455,GOLD
1004,12,5,0.3636,SILVER 
1004,63,6,0.4545,SILVER 
1004,72,4,0.2727,SILVER 
1004,94,5,0.3636,SILVER 
1004,97,3,0.1818,BRONZE
1004,2,2,0.0909,BRONZE
1004,13,8,0.6364,GOLD
1004,17,2,0.0909,BRONZE
1004,81,5,0.3636,SILVER 
1004,84,7,0.5455,GOLD
1004,90,2,0.0909,BRONZE
1004,98,5,0.3636,SILVER 
1004,1,6,0.4545,SILVER 
1004,4,4,0.2727,SILVER 
1004,96,2,0.0909,BRONZE
1004,8,3,0.1818,BRONZE
1004,54,2,0.0909,BRONZE
1004,57,5,0.3636,SILVER 
1004,75,5,0.3636,SILVER 
1004,51,5,0.3636,SILVER 
1004,52,3,0.1818,BRONZE
1004,66,5,0.3636,SILVER 
1004,88,3,0.1818,BRONZE
1004,69,6,0.4545,SILVER 
1004,10,6,0.4545,SILVER 
1004,19,2,0.0909,BRONZE
1004,77,5,0.3636,SILVER 
1004,58,2,0.0909,BRONZE
1004,80,4,0.2727,SILVER 
1004,86,3,0.1818,BRONZE
1004,89,4,0.2727,SILVER 
1004,11,2,0.0909,BRONZE
1004,22,6,0.4545,SILVER 
1004,68,4,0.2727,SILVER 
1004,73,2,0.0909,BRONZE
1004,99,1,0.0000,BRONZE
1004,25,6,0.4545,SILVER 
1004,38,3,0.1818,BRONZE
1004,56,3,0.1818,BRONZE
1004,3,6,0.4545,SILVER 
1004,34,2,0.0909,BRONZE
1004,65,1,0.0000,BRONZE
1004,42,2,0.0909,BRONZE
1004,74,6,0.4545,SILVER 
1004,35,2,0.0909,BRONZE
1004,32,3,0.1818,BRONZE
1004,49,3,0.1818,BRONZE
1004,21,2,0.0909,BRONZE
1004,31,3,0.1818,BRONZE
1004,40,2,0.0909,BRONZE
1004,50,4,0.2727,SILVER 
1004,27,2,0.0909,BRONZE
1004,37,2,0.0909,BRONZE
1004,24,1,0.0000,BRONZE
1004,91,1,0.0000,BRONZE
1004,16,1,0.0000,BRONZE
1005,12,3,0.1667,BRONZE
1005,38,6,0.4167,SILVER 
1005,46,3,0.1667,BRONZE
1005,99,4,0.2500,SILVER 
1005,18,1,0.0000,BRONZE
1005,25,3,0.1667,BRONZE
1005,21,2,0.0833,BRONZE
1005,86,2,0.0833,BRONZE
1005,79,4,0.2500,SILVER 
1005,53,4,0.2500,SILVER 
1005,87,3,0.1667,BRONZE
1005,29,2,0.0833,BRONZE
1005,52,3,0.1667,BRONZE
1005,62,4,0.2500,SILVER 
1005,63,3,0.1667,BRONZE
1005,80,3,0.1667,BRONZE
1005,1,2,0.0833,BRONZE
1005,85,3,0.1667,BRONZE
1005,91,6,0.4167,SILVER 
1005,32,2,0.0833,BRONZE
1005,4,2,0.0833,BRONZE
1005,98,2,0.0833,BRONZE
1005,39,4,0.2500,SILVER 
1005,76,2,0.0833,BRONZE
1005,64,6,0.4167,SILVER 
1005,97,5,0.3333,SILVER 
1005,26,4,0.2500,SILVER 
1005,67,4,0.2500,SILVER 
1005,73,4,0.2500,SILVER 
1005,3,1,0.0000,BRONZE
1005,60,3,0.1667,BRONZE
1005,68,4,0.2500,SILVER 
1005,94,3,0.1667,BRONZE
1005,56,1,0.0000,BRONZE
1005,10,1,0.0000,BRONZE
1005,15,2,0.0833,BRONZE
1005,96,2,0.0833,BRONZE
1005,30,1,0.0000,BRONZE
1005,72,2,0.0833,BRONZE
1005,28,1,0.0000,BRONZE
1005,8,8,0.5833,GOLD
1005,20,6,0.4167,SILVER 
1005,27,1,0.0000,BRONZE
1005,33,3,0.1667,BRONZE
1005,41,7,0.5000,GOLD
1005,77,6,0.4167,SILVER 
1005,89,3,0.1667,BRONZE
1005,34,13,1.0000,PLATINUM 
1005,37,6,0.4167,SILVER 
1005,61,9,0.6667,GOLD
1005,11,6,0.4167,SILVER 
1005,47,4,0.2500,SILVER 
1005,48,4,0.2500,SILVER 
1005,55,8,0.5833,GOLD
1005,95,7,0.5000,GOLD
1005,7,9,0.6667,GOLD
1005,23,3,0.1667,BRONZE
1005,65,9,0.6667,GOLD
1005,71,7,0.5000,GOLD
1005,88,3,0.1667,BRONZE
1005,6,6,0.4167,SILVER 
1005,13,4,0.2500,SILVER 
1005,24,5,0.3333,SILVER 
1005,70,5,0.3333,SILVER 
1005,81,3,0.1667,BRONZE
1005,14,4,0.2500,SILVER 
1005,49,5,0.3333,SILVER 
1005,66,2,0.0833,BRONZE
1005,75,2,0.0833,BRONZE
1005,83,3,0.1667,BRONZE
1005,100,3,0.1667,BRONZE
1005,9,4,0.2500,SILVER 
1005,16,4,0.2500,SILVER 
1005,31,6,0.4167,SILVER 
1005,40,3,0.1667,BRONZE
1005,42,6,0.4167,SILVER 
1005,51,7,0.5000,GOLD
1005,19,6,0.4167,SILVER 
1005,69,6,0.4167,SILVER 
1005,74,6,0.4167,SILVER 
1005,2,3,0.1667,BRONZE
1005,44,3,0.1667,BRONZE
1005,78,3,0.1667,BRONZE
1005,58,4,0.2500,SILVER 
1005,84,4,0.2500,SILVER 
1005,5,4,0.2500,SILVER 
1005,36,1,0.0000,BRONZE
1005,43,1,0.0000,BRONZE
1005,45,3,0.1667,BRONZE
1005,57,4,0.2500,SILVER 
1005,82,3,0.1667,BRONZE
1005,90,3,0.1667,BRONZE
1005,22,5,0.3333,SILVER 
1005,35,5,0.3333,SILVER 
1005,50,6,0.4167,SILVER 
1005,54,9,0.6667,GOLD
1006,10,5,0.4000,SILVER 
1006,13,3,0.2000,SILVER 
1006,31,4,0.3000,SILVER 
1006,44,5,0.4000,SILVER 
1006,47,9,0.8000,PLATINUM 
1006,49,5,0.4000,SILVER 
1006,52,2,0.1000,BRONZE
1006,64,5,0.4000,SILVER 
1006,93,8,0.7000,GOLD
1006,1,6,0.5000,GOLD
1006,58,3,0.2000,SILVER 
1006,65,4,0.3000,SILVER 
1006,79,4,0.3000,SILVER 
1006,39,5,0.4000,SILVER 
1006,83,6,0.5000,GOLD
1006,9,5,0.4000,SILVER 
1006,27,4,0.3000,SILVER 
1006,34,4,0.3000,SILVER 
1006,43,4,0.3000,SILVER 
1006,82,2,0.1000,BRONZE
1006,95,4,0.3000,SILVER 
1006,26,3,0.2000,SILVER 
1006,38,4,0.3000,SILVER 
1006,85,3,0.2000,SILVER 
1006,86,3,0.2000,SILVER 
1006,78,4,0.3000,SILVER 
1006,94,4,0.3000,SILVER 
1006,80,5,0.4000,SILVER 
1006,87,7,0.6000,GOLD
1006,7,2,0.1000,BRONZE
1006,14,11,1.0000,PLATINUM 
1006,17,9,0.8000,PLATINUM 
1006,69,7,0.6000,GOLD
1006,71,7,0.6000,GOLD
1006,29,3,0.2000,SILVER 
1006,70,6,0.5000,GOLD
1006,98,7,0.6000,GOLD
1006,92,4,0.3000,SILVER 
1006,100,4,0.3000,SILVER 
1006,37,5,0.4000,SILVER 
1006,45,7,0.6000,GOLD
1006,54,4,0.3000,SILVER 
1006,88,3,0.2000,SILVER 
1006,97,6,0.5000,GOLD
1006,36,6,0.5000,GOLD
1006,3,4,0.3000,SILVER 
1006,12,3,0.2000,SILVER 
1006,77,3,0.2000,SILVER 
1006,99,6,0.5000,GOLD
1006,5,6,0.5000,GOLD
1006,35,3,0.2000,SILVER 
1006,81,4,0.3000,SILVER 
1006,84,4,0.3000,SILVER 
1006,89,4,0.3000,SILVER 
1006,32,7,0.6000,GOLD
1006,40,3,0.2000,SILVER 
1006,61,8,0.7000,GOLD
1006,63,3,0.2000,SILVER 
1006,59,5,0.4000,SILVER 
1006,6,5,0.4000,SILVER 
1006,15,2,0.1000,BRONZE
1006,33,5,0.4000,SILVER 
1006,41,3,0.2000,SILVER 
1006,53,5,0.4000,SILVER 
1006,19,4,0.3000,SILVER 
1006,74,2,0.1000,BRONZE
1006,21,7,0.6000,GOLD
1006,11,5,0.4000,SILVER 
1006,76,5,0.4000,SILVER 
1006,25,4,0.3000,SILVER 
1006,28,6,0.5000,GOLD
1006,68,5,0.4000,SILVER 
1006,30,7,0.6000,GOLD
1006,20,5,0.4000,SILVER 
1006,62,1,0.0000,BRONZE
1006,91,2,0.1000,BRONZE
1006,96,3,0.2000,SILVER 
1006,42,6,0.5000,GOLD
1006,73,3,0.2000,SILVER 
1006,18,1,0.0000,BRONZE
1006,55,2,0.1000,BRONZE
1006,72,5,0.4000,SILVER 
1006,50,5,0.4000,SILVER 
1006,46,3,0.2000,SILVER 
1006,22,4,0.3000,SILVER 
1006,4,2,0.1000,BRONZE
1006,90,3,0.2000,SILVER 
1006,8,3,0.2000,SILVER 
1006,57,2,0.1000,BRONZE
1006,2,1,0.0000,BRONZE
1006,51,2,0.1000,BRONZE
1006,56,2,0.1000,BRONZE
1006,75,4,0.3000,SILVER 
1006,23,3,0.2000,SILVER 
1006,48,4,0.3000,SILVER 
1006,67,3,0.2000,SILVER 
1006,16,1,0.0000,BRONZE
1006,24,2,0.1000,BRONZE
1007,6,8,0.7000,GOLD
1007,29,4,0.3000,SILVER 
1007,53,3,0.2000,SILVER 
1007,75,3,0.2000,SILVER 
1007,87,5,0.4000,SILVER 
1007,98,4,0.3000,SILVER 
1007,27,5,0.4000,SILVER 
1007,100,3,0.2000,SILVER 
1007,93,2,0.1000,BRONZE
1007,95,5,0.4000,SILVER 
1007,2,5,0.4000,SILVER 
1007,41,4,0.3000,SILVER 
1007,74,8,0.7000,GOLD
1007,89,5,0.4000,SILVER 
1007,4,7,0.6000,GOLD
1007,86,3,0.2000,SILVER 
1007,30,8,0.7000,GOLD
1007,9,2,0.1000,BRONZE
1007,23,4,0.3000,SILVER 
1007,36,4,0.3000,SILVER 
1007,69,2,0.1000,BRONZE
1007,40,3,0.2000,SILVER 
1007,7,5,0.4000,SILVER 
1007,32,2,0.1000,BRONZE
1007,8,4,0.3000,SILVER 
1007,35,6,0.5000,GOLD
1007,51,3,0.2000,SILVER 
1007,58,4,0.3000,SILVER 
1007,59,3,0.2000,SILVER 
1007,19,1,0.0000,BRONZE
1007,45,3,0.2000,SILVER 
1007,54,5,0.4000,SILVER 
1007,68,4,0.3000,SILVER 
1007,15,2,0.1000,BRONZE
1007,18,3,0.2000,SILVER 
1007,25,5,0.4000,SILVER 
1007,38,5,0.4000,SILVER 
1007,49,1,0.0000,BRONZE
1007,78,1,0.0000,BRONZE
1007,43,2,0.1000,BRONZE
1007,57,2,0.1000,BRONZE
1007,5,4,0.3000,SILVER 
1007,42,4,0.3000,SILVER 
1007,66,1,0.0000,BRONZE
1007,85,5,0.4000,SILVER 
1007,99,3,0.2000,SILVER 
1007,1,1,0.0000,BRONZE
1007,65,4,0.3000,SILVER 
1007,33,4,0.3000,SILVER 
1007,83,3,0.2000,SILVER 
1007,61,1,0.0000,BRONZE
1007,60,2,0.1000,BRONZE
1007,88,2,0.1000,BRONZE
1007,37,2,0.1000,BRONZE
1007,91,1,0.0000,BRONZE
1007,31,1,0.0000,BRONZE
1007,24,1,0.0000,BRONZE
1007,64,2,0.1000,BRONZE
1007,10,1,0.0000,BRONZE
1007,55,1,0.0000,BRONZE
1007,70,2,0.1000,BRONZE
1007,11,5,0.4000,SILVER 
1007,16,6,0.5000,GOLD
1007,44,3,0.2000,SILVER 
1007,76,5,0.4000,SILVER 
1007,82,2,0.1000,BRONZE
1007,96,2,0.1000,BRONZE
1007,12,7,0.6000,GOLD
1007,26,1,0.0000,BRONZE
1007,17,3,0.2000,SILVER 
1007,94,2,0.1000,BRONZE
1007,28,3,0.2000,SILVER 
1007,46,4,0.3000,SILVER 
1007,63,3,0.2000,SILVER 
1007,84,4,0.3000,SILVER 
1007,3,8,0.7000,GOLD
1007,14,3,0.2000,SILVER 
1007,21,4,0.3000,SILVER 
1007,22,7,0.6000,GOLD
1007,34,4,0.3000,SILVER 
1007,50,6,0.5000,GOLD
1007,62,9,0.8000,PLATINUM 
1007,73,3,0.2000,SILVER 
1007,80,2,0.1000,BRONZE
1007,20,6,0.5000,GOLD
1007,48,5,0.4000,SILVER 
1007,52,2,0.1000,BRONZE
1007,56,2,0.1000,BRONZE
1007,67,2,0.1000,BRONZE
1007,72,5,0.4000,SILVER 
1007,97,6,0.5000,GOLD
1007,39,2,0.1000,BRONZE
1007,71,11,1.0000,PLATINUM 
1007,90,6,0.5000,GOLD
1007,13,4,0.3000,SILVER 
1007,47,5,0.4000,SILVER 
1007,79,6,0.5000,GOLD
1007,81,3,0.2000,SILVER 
1008,15,5,0.4444,SILVER 
1008,21,8,0.7778,GOLD
1008,30,7,0.6667,GOLD
1008,59,8,0.7778,GOLD
1008,60,4,0.3333,SILVER 
1008,94,5,0.4444,SILVER 
1008,99,6,0.5556,GOLD
1008,40,8,0.7778,GOLD
1008,52,5,0.4444,SILVER 
1008,100,5,0.4444,SILVER 
1008,2,10,1.0000,PLATINUM 
1008,5,7,0.6667,GOLD
1008,25,5,0.4444,SILVER 
1008,39,5,0.4444,SILVER 
1008,43,6,0.5556,GOLD
1008,72,5,0.4444,SILVER 
1008,77,6,0.5556,GOLD
1008,82,7,0.6667,GOLD
1008,86,3,0.2222,SILVER 
1008,24,4,0.3333,SILVER 
1008,1,8,0.7778,GOLD
1008,4,4,0.3333,SILVER 
1008,22,8,0.7778,GOLD
1008,36,3,0.2222,SILVER 
1008,75,3,0.2222,SILVER 
1008,90,4,0.3333,SILVER 
1008,18,4,0.3333,SILVER 
1008,31,2,0.1111,BRONZE
1008,41,6,0.5556,GOLD
1008,62,8,0.7778,GOLD
1008,64,8,0.7778,GOLD
1008,67,6,0.5556,GOLD
1008,81,10,1.0000,PLATINUM 
1008,68,4,0.3333,SILVER 
1008,78,8,0.7778,GOLD
1008,3,3,0.2222,SILVER 
1008,53,6,0.5556,GOLD
1008,93,7,0.6667,GOLD
1008,76,5,0.4444,SILVER 
1008,51,4,0.3333,SILVER 
1008,65,5,0.4444,SILVER 
1008,19,3,0.2222,SILVER 
1008,20,6,0.5556,GOLD
1008,23,3,0.2222,SILVER 
1008,46,6,0.5556,GOLD
1008,50,5,0.4444,SILVER 
1008,56,2,0.1111,BRONZE
1008,66,7,0.6667,GOLD
1008,92,5,0.4444,SILVER 
1008,12,3,0.2222,SILVER 
1008,45,4,0.3333,SILVER 
1008,58,2,0.1111,BRONZE
1008,80,8,0.7778,GOLD
1008,9,6,0.5556,GOLD
1008,13,4,0.3333,SILVER 
1008,69,7,0.6667,GOLD
1008,98,2,0.1111,BRONZE
1008,28,3,0.2222,SILVER 
1008,49,5,0.4444,SILVER 
1008,74,4,0.3333,SILVER 
1008,83,6,0.5556,GOLD
1008,17,5,0.4444,SILVER 
1008,55,4,0.3333,SILVER 
1008,11,2,0.1111,BRONZE
1008,57,3,0.2222,SILVER 
1008,61,9,0.8889,PLATINUM 
1008,63,7,0.6667,GOLD
1008,88,6,0.5556,GOLD
1008,8,3,0.2222,SILVER 
1008,32,7,0.6667,GOLD
1008,38,5,0.4444,SILVER 
1008,14,4,0.3333,SILVER 
1008,16,2,0.1111,BRONZE
1008,44,5,0.4444,SILVER 
1008,35,5,0.4444,SILVER 
1008,47,3,0.2222,SILVER 
1008,97,3,0.2222,SILVER 
1008,37,2,0.1111,BRONZE
1008,84,7,0.6667,GOLD
1008,27,4,0.3333,SILVER 
1008,73,5,0.4444,SILVER 
1008,87,5,0.4444,SILVER 
1008,42,6,0.5556,GOLD
1008,79,4,0.3333,SILVER 
1008,26,4,0.3333,SILVER 
1008,48,4,0.3333,SILVER 
1008,89,5,0.4444,SILVER 
1008,29,7,0.6667,GOLD
1008,91,3,0.2222,SILVER 
1008,10,1,0.0000,BRONZE
1008,95,2,0.1111,BRONZE
1008,70,1,0.0000,BRONZE
1008,85,4,0.3333,SILVER 
1008,71,3,0.2222,SILVER 
