product_id,description,category,year,month,monthly_sale,avg_monthly_Sale,seasonality_index
3,Cheeslings,Baked goods,2023,4,7232.3998918533325,7119.0,1.0
3,Cheeslings,Baked goods,2023,5,9697.100086450577,7119.0,1.4
3,Cheeslings,Baked goods,2023,6,4410.0000076293945,7119.0,0.6
3,Cheeslings,Baked goods,2023,7,4814.250046014786,7119.0,0.7
3,Cheeslings,Baked goods,2023,8,6071.099956989288,7119.0,0.9
3,Cheeslings,Baked goods,2023,9,8545.599925279617,7119.0,1.2
3,Cheeslings,Baked goods,2023,10,8200.15002989769,7119.0,1.2
3,Cheeslings,Baked goods,2023,11,6984.950088977814,7119.0,1.0
3,Cheeslings,Baked goods,2023,12,6894.29990029335,7119.0,1.0
3,Cheeslings,Baked goods,2024,1,6732.600078344345,4846.0,1.4
3,Cheeslings,Baked goods,2024,2,6291.600092411041,4846.0,1.3
3,Cheeslings,Baked goods,2024,3,6298.949997425079,4846.0,1.3
3,Cheeslings,Baked goods,2024,4,61.25000023841858,4846.0,0.0
4,Croissants,Baked goods,2021,3,6506.240065336227,8210.0,0.8
4,Croissants,Baked goods,2021,4,7842.770003080368,8210.0,1.0
4,Croissants,Baked goods,2021,5,5292.299995660782,8210.0,0.6
4,Croissants,Baked goods,2021,6,8500.569951057434,8210.0,1.0
4,Croissants,Baked goods,2021,7,7890.610031366348,8210.0,1.0
4,Croissants,Baked goods,2021,8,10091.250080823898,8210.0,1.2
4,Croissants,Baked goods,2021,9,8043.100009202957,8210.0,1.0
4,Croissants,Baked goods,2021,10,8395.919980049133,8210.0,1.0
4,Croissants,Baked goods,2021,11,9932.779951095581,8210.0,1.2
4,Croissants,Baked goods,2021,12,9600.890019655228,8210.0,1.2
4,Croissants,Baked goods,2022,1,7483.970053911209,8139.0,0.9
4,Croissants,Baked goods,2022,2,7077.330016851425,8139.0,0.9
4,Croissants,Baked goods,2022,3,4804.930044174194,8139.0,0.6
4,Croissants,Baked goods,2022,4,10318.490046739578,8139.0,1.3
4,Croissants,Baked goods,2022,5,7409.220019578934,8139.0,0.9
4,Croissants,Baked goods,2022,6,8276.320013046265,8139.0,1.0
4,Croissants,Baked goods,2022,7,9044.750045061111,8139.0,1.1
4,Croissants,Baked goods,2022,8,15601.819971084595,8139.0,1.9
4,Croissants,Baked goods,2022,9,6407.570022344589,8139.0,0.8
4,Croissants,Baked goods,2022,10,4745.12996172905,8139.0,0.6
4,Croissants,Baked goods,2022,11,6930.819987773895,8139.0,0.9
4,Croissants,Baked goods,2022,12,9562.02009510994,8139.0,1.2
4,Croissants,Baked goods,2023,1,7232.810079574585,8471.0,0.9
4,Croissants,Baked goods,2023,2,7806.89001083374,8471.0,0.9
4,Croissants,Baked goods,2023,3,9427.470082521439,8471.0,1.1
4,Croissants,Baked goods,2023,4,7600.579989433289,8471.0,0.9
4,Croissants,Baked goods,2023,5,11580.270024061203,8471.0,1.4
4,Croissants,Baked goods,2023,6,10183.940050840378,8471.0,1.2
4,Croissants,Baked goods,2023,7,9923.81003499031,8471.0,1.2
4,Croissants,Baked goods,2023,8,5077.019954919815,8471.0,0.6
4,Croissants,Baked goods,2023,9,8829.469990730286,8471.0,1.0
4,Croissants,Baked goods,2023,10,7800.909967184067,8471.0,0.9
4,Croissants,Baked goods,2023,11,7436.130023241043,8471.0,0.9
4,Croissants,Baked goods,2023,12,8751.729964017868,8471.0,1.0
4,Croissants,Baked goods,2024,1,8596.250093698502,5697.0,1.5
4,Croissants,Baked goods,2024,2,6595.939966440201,5697.0,1.2
4,Croissants,Baked goods,2024,3,7460.050052404404,5697.0,1.3
4,Croissants,Baked goods,2024,4,137.53999948501587,5697.0,0.0
5,Gingerbread,Baked goods,2021,3,3262.0,4438.0,0.7
5,Gingerbread,Baked goods,2021,4,5694.5,4438.0,1.3
5,Gingerbread,Baked goods,2021,5,3104.5,4438.0,0.7
5,Gingerbread,Baked goods,2021,6,3853.5,4438.0,0.9
5,Gingerbread,Baked goods,2021,7,5834.5,4438.0,1.3
5,Gingerbread,Baked goods,2021,8,3970.75,4438.0,0.9
5,Gingerbread,Baked goods,2021,9,4999.75,4438.0,1.1
5,Gingerbread,Baked goods,2021,10,4070.5,4438.0,0.9
5,Gingerbread,Baked goods,2021,11,4264.75,4438.0,1.0
5,Gingerbread,Baked goods,2021,12,5328.75,4438.0,1.2
5,Gingerbread,Baked goods,2022,1,6069.0,5145.0,1.2
5,Gingerbread,Baked goods,2022,2,4096.75,5145.0,0.8
5,Gingerbread,Baked goods,2022,3,6454.0,5145.0,1.3
5,Gingerbread,Baked goods,2022,4,6398.0,5145.0,1.2
5,Gingerbread,Baked goods,2022,5,2976.75,5145.0,0.6
5,Gingerbread,Baked goods,2022,6,3899.0,5145.0,0.8
5,Gingerbread,Baked goods,2022,7,4315.5,5145.0,0.8
5,Gingerbread,Baked goods,2022,8,8324.75,5145.0,1.6
5,Gingerbread,Baked goods,2022,9,4880.75,5145.0,0.9
5,Gingerbread,Baked goods,2022,10,4936.75,5145.0,1.0
5,Gingerbread,Baked goods,2022,11,3727.5,5145.0,0.7
5,Gingerbread,Baked goods,2022,12,5659.5,5145.0,1.1
5,Gingerbread,Baked goods,2023,1,6079.5,5298.0,1.1
5,Gingerbread,Baked goods,2023,2,2472.75,5298.0,0.5
5,Gingerbread,Baked goods,2023,3,3631.25,5298.0,0.7
5,Gingerbread,Baked goods,2023,4,5551.0,5298.0,1.0
5,Gingerbread,Baked goods,2023,5,8610.0,5298.0,1.6
5,Gingerbread,Baked goods,2023,6,3948.0,5298.0,0.7
5,Gingerbread,Baked goods,2023,7,6403.25,5298.0,1.2
5,Gingerbread,Baked goods,2023,8,5642.0,5298.0,1.1
5,Gingerbread,Baked goods,2023,9,4711.0,5298.0,0.9
5,Gingerbread,Baked goods,2023,10,3363.5,5298.0,0.6
5,Gingerbread,Baked goods,2023,11,5178.25,5298.0,1.0
5,Gingerbread,Baked goods,2023,12,7987.0,5298.0,1.5
5,Gingerbread,Baked goods,2024,1,5199.25,2374.0,2.2
5,Gingerbread,Baked goods,2024,2,1912.75,2374.0,0.8
5,Gingerbread,Baked goods,2024,3,2336.25,2374.0,1.0
5,Gingerbread,Baked goods,2024,4,47.25,2374.0,0.0
6,Pretzels,Baked goods,2021,3,7319.220030069351,5518.0,1.3
6,Pretzels,Baked goods,2021,4,4284.470013141632,5518.0,0.8
6,Pretzels,Baked goods,2021,5,4793.910032510757,5518.0,0.9
6,Pretzels,Baked goods,2021,6,8755.999944210052,5518.0,1.6
6,Pretzels,Baked goods,2021,7,6224.720068216324,5518.0,1.1
6,Pretzels,Baked goods,2021,8,4260.590013027191,5518.0,0.8
6,Pretzels,Baked goods,2021,9,4089.4500172138214,5518.0,0.7
6,Pretzels,Baked goods,2021,10,4783.960006475449,5518.0,0.9
6,Pretzels,Baked goods,2021,11,6381.929935932159,5518.0,1.2
6,Pretzels,Baked goods,2021,12,4284.470028877258,5518.0,0.8
6,Pretzels,Baked goods,2022,1,6965.000047206879,5904.0,1.2
6,Pretzels,Baked goods,2022,2,2835.750029563904,5904.0,0.5
6,Pretzels,Baked goods,2022,3,5325.240005016327,5904.0,0.9
6,Pretzels,Baked goods,2022,4,4710.330004692078,5904.0,0.8
6,Pretzels,Baked goods,2022,5,5743.140148162842,5904.0,1.0
6,Pretzels,Baked goods,2022,6,5012.810035705566,5904.0,0.8
6,Pretzels,Baked goods,2022,7,7916.219984531403,5904.0,1.3
6,Pretzels,Baked goods,2022,8,6793.8599326610565,5904.0,1.2
6,Pretzels,Baked goods,2022,9,6590.880046367645,5904.0,1.1
6,Pretzels,Baked goods,2022,10,3854.6299781799316,5904.0,0.7
6,Pretzels,Baked goods,2022,11,7643.590067863464,5904.0,1.3
6,Pretzels,Baked goods,2022,12,7462.499982118607,5904.0,1.3
6,Pretzels,Baked goods,2023,1,4222.78008723259,5742.0,0.7
6,Pretzels,Baked goods,2023,2,7896.320063114166,5742.0,1.4
6,Pretzels,Baked goods,2023,3,4971.019990682602,5742.0,0.9
6,Pretzels,Baked goods,2023,4,5251.610034704208,5742.0,0.9
6,Pretzels,Baked goods,2023,5,6029.7000644207,5742.0,1.1
6,Pretzels,Baked goods,2023,6,2981.01997923851,5742.0,0.5
6,Pretzels,Baked goods,2023,7,3948.160032272339,5742.0,0.7
6,Pretzels,Baked goods,2023,8,7191.860002994537,5742.0,1.3
6,Pretzels,Baked goods,2023,9,7108.280013799667,5742.0,1.2
6,Pretzels,Baked goods,2023,10,7233.6500153541565,5742.0,1.3
6,Pretzels,Baked goods,2023,11,4208.849952459335,5742.0,0.7
6,Pretzels,Baked goods,2023,12,7858.510135650635,5742.0,1.4
6,Pretzels,Baked goods,2024,1,4961.070027828217,4038.0,1.2
6,Pretzels,Baked goods,2024,2,8077.410107135773,4038.0,2.0
6,Pretzels,Baked goods,2024,3,3068.5800070762634,4038.0,0.8
6,Pretzels,Baked goods,2024,4,43.78000020980835,4038.0,0.0
7,Puff pastry,Baked goods,2021,3,2143.5,4367.0,0.5
7,Puff pastry,Baked goods,2021,4,5059.5,4367.0,1.2
7,Puff pastry,Baked goods,2021,5,3201.0,4367.0,0.7
7,Puff pastry,Baked goods,2021,6,5908.5,4367.0,1.4
7,Puff pastry,Baked goods,2021,7,4459.5,4367.0,1.0
7,Puff pastry,Baked goods,2021,8,3337.5,4367.0,0.8
7,Puff pastry,Baked goods,2021,9,5166.0,4367.0,1.2
7,Puff pastry,Baked goods,2021,10,4020.0,4367.0,0.9
7,Puff pastry,Baked goods,2021,11,2953.5,4367.0,0.7
7,Puff pastry,Baked goods,2021,12,7417.5,4367.0,1.7
7,Puff pastry,Baked goods,2022,1,4126.5,4396.0,0.9
7,Puff pastry,Baked goods,2022,2,3508.5,4396.0,0.8
7,Puff pastry,Baked goods,2022,3,4347.0,4396.0,1.0
7,Puff pastry,Baked goods,2022,4,4626.0,4396.0,1.1
7,Puff pastry,Baked goods,2022,5,3639.0,4396.0,0.8
7,Puff pastry,Baked goods,2022,6,3258.0,4396.0,0.7
7,Puff pastry,Baked goods,2022,7,5365.5,4396.0,1.2
7,Puff pastry,Baked goods,2022,8,5928.0,4396.0,1.3
7,Puff pastry,Baked goods,2022,9,5370.0,4396.0,1.2
7,Puff pastry,Baked goods,2022,10,2595.0,4396.0,0.6
7,Puff pastry,Baked goods,2022,11,5986.5,4396.0,1.4
7,Puff pastry,Baked goods,2022,12,4006.5,4396.0,0.9
7,Puff pastry,Baked goods,2023,1,6045.0,4055.0,1.5
7,Puff pastry,Baked goods,2023,2,3120.0,4055.0,0.8
7,Puff pastry,Baked goods,2023,3,3384.0,4055.0,0.8
7,Puff pastry,Baked goods,2023,4,2937.0,4055.0,0.7
7,Puff pastry,Baked goods,2023,5,5386.5,4055.0,1.3
7,Puff pastry,Baked goods,2023,6,4111.5,4055.0,1.0
7,Puff pastry,Baked goods,2023,7,3727.5,4055.0,0.9
7,Puff pastry,Baked goods,2023,8,3627.0,4055.0,0.9
7,Puff pastry,Baked goods,2023,9,2395.5,4055.0,0.6
7,Puff pastry,Baked goods,2023,10,5679.0,4055.0,1.4
7,Puff pastry,Baked goods,2023,11,3229.5,4055.0,0.8
7,Puff pastry,Baked goods,2023,12,5020.5,4055.0,1.2
7,Puff pastry,Baked goods,2024,1,2088.0,1833.0,1.1
7,Puff pastry,Baked goods,2024,2,2850.0,1833.0,1.6
7,Puff pastry,Baked goods,2024,3,2328.0,1833.0,1.3
7,Puff pastry,Baked goods,2024,4,64.5,1833.0,0.0
8,Cup Cakes,Baked goods,2021,3,2092.2300174236298,5639.0,0.4
8,Cup Cakes,Baked goods,2021,4,5607.63001203537,5639.0,1.0
8,Cup Cakes,Baked goods,2021,5,3553.199949979782,5639.0,0.6
8,Cup Cakes,Baked goods,2021,6,5736.14997780323,5639.0,1.0
8,Cup Cakes,Baked goods,2021,7,7480.620015859604,5639.0,1.3
8,Cup Cakes,Baked goods,2021,8,4498.199995040894,5639.0,0.8
8,Cup Cakes,Baked goods,2021,9,5012.280053257942,5639.0,0.9
8,Cup Cakes,Baked goods,2021,10,8334.899991512299,5639.0,1.5
8,Cup Cakes,Baked goods,2021,11,7737.660009026527,5639.0,1.4
8,Cup Cakes,Baked goods,2021,12,6339.060045003891,5639.0,1.1
8,Cup Cakes,Baked goods,2022,1,7461.720097541809,5232.0,1.4
8,Cup Cakes,Baked goods,2022,2,4188.240038394928,5232.0,0.8
8,Cup Cakes,Baked goods,2022,3,5341.140046954155,5232.0,1.0
8,Cup Cakes,Baked goods,2022,4,4190.129993319511,5232.0,0.8
8,Cup Cakes,Baked goods,2022,5,5395.950004577637,5232.0,1.0
8,Cup Cakes,Baked goods,2022,6,5369.490046620369,5232.0,1.0
8,Cup Cakes,Baked goods,2022,7,4341.329974889755,5232.0,0.8
8,Cup Cakes,Baked goods,2022,8,8074.07999753952,5232.0,1.5
8,Cup Cakes,Baked goods,2022,9,4868.639939665794,5232.0,0.9
8,Cup Cakes,Baked goods,2022,10,5496.120059370995,5232.0,1.1
8,Cup Cakes,Baked goods,2022,11,4396.139940500259,5232.0,0.8
8,Cup Cakes,Baked goods,2022,12,3664.7099252939224,5232.0,0.7
8,Cup Cakes,Baked goods,2023,1,6584.760089635849,5384.0,1.2
8,Cup Cakes,Baked goods,2023,2,5399.729991674423,5384.0,1.0
8,Cup Cakes,Baked goods,2023,3,5072.760082244873,5384.0,0.9
8,Cup Cakes,Baked goods,2023,4,5129.460040569305,5384.0,1.0
8,Cup Cakes,Baked goods,2023,5,7312.409990787506,5384.0,1.4
8,Cup Cakes,Baked goods,2023,6,3160.0800057649612,5384.0,0.6
8,Cup Cakes,Baked goods,2023,7,6497.820001602173,5384.0,1.2
8,Cup Cakes,Baked goods,2023,8,6329.610025048256,5384.0,1.2
8,Cup Cakes,Baked goods,2023,9,4685.31009042263,5384.0,0.9
8,Cup Cakes,Baked goods,2023,10,4696.650063157082,5384.0,0.9
8,Cup Cakes,Baked goods,2023,11,3900.9599919319153,5384.0,0.7
8,Cup Cakes,Baked goods,2023,12,5843.880040645599,5384.0,1.1
8,Cup Cakes,Baked goods,2024,1,3934.9799910783768,2621.0,1.5
8,Cup Cakes,Baked goods,2024,2,2336.0400270223618,2621.0,0.9
8,Cup Cakes,Baked goods,2024,3,4137.210057735443,2621.0,1.6
8,Cup Cakes,Baked goods,2024,4,77.48999989032745,2621.0,0.0
9,Doughnuts,Baked goods,2021,3,5286.320011615753,8649.0,0.6
9,Doughnuts,Baked goods,2021,4,6240.1300349235535,8649.0,0.7
9,Doughnuts,Baked goods,2021,5,7567.689972162247,8649.0,0.9
9,Doughnuts,Baked goods,2021,6,12088.57011127472,8649.0,1.4
9,Doughnuts,Baked goods,2021,7,14032.069988965988,8649.0,1.6
9,Doughnuts,Baked goods,2021,8,10252.709983825684,8649.0,1.2
9,Doughnuts,Baked goods,2021,9,11033.099977254868,8649.0,1.3
9,Doughnuts,Baked goods,2021,10,4819.880092382431,8649.0,0.6
9,Doughnuts,Baked goods,2021,11,9343.750060796738,8649.0,1.1
9,Doughnuts,Baked goods,2021,12,5824.520041942596,8649.0,0.7
9,Doughnuts,Baked goods,2022,1,10958.350078582764,8289.0,1.3
9,Doughnuts,Baked goods,2022,2,4631.509989500046,8289.0,0.6
9,Doughnuts,Baked goods,2022,3,5997.939956903458,8289.0,0.7
9,Doughnuts,Baked goods,2022,4,9074.6499812603,8289.0,1.1
9,Doughnuts,Baked goods,2022,5,5444.790017366409,8289.0,0.7
9,Doughnuts,Baked goods,2022,6,7738.119968175888,8289.0,0.9
9,Doughnuts,Baked goods,2022,7,12560.98997426033,8289.0,1.5
9,Doughnuts,Baked goods,2022,8,14725.749994516373,8289.0,1.8
9,Doughnuts,Baked goods,2022,9,4930.510040044785,8289.0,0.6
9,Doughnuts,Baked goods,2022,10,6012.889981031418,8289.0,0.7
9,Doughnuts,Baked goods,2022,11,9191.259990930557,8289.0,1.1
9,Doughnuts,Baked goods,2022,12,8201.56999540329,8289.0,1.0
9,Doughnuts,Baked goods,2023,1,13126.099970579147,8526.0,1.5
9,Doughnuts,Baked goods,2023,2,8964.019951581955,8526.0,1.1
9,Doughnuts,Baked goods,2023,3,7998.250000238419,8526.0,0.9
9,Doughnuts,Baked goods,2023,4,7821.840138435364,8526.0,0.9
9,Doughnuts,Baked goods,2023,5,6580.9900431633,8526.0,0.8
9,Doughnuts,Baked goods,2023,6,10898.550001859665,8526.0,1.3
9,Doughnuts,Baked goods,2023,7,6727.499989271164,8526.0,0.8
9,Doughnuts,Baked goods,2023,8,12261.990071773529,8526.0,1.4
9,Doughnuts,Baked goods,2023,9,5223.529978513718,8526.0,0.6
9,Doughnuts,Baked goods,2023,10,5088.980046272278,8526.0,0.6
9,Doughnuts,Baked goods,2023,11,8150.739953279495,8526.0,1.0
9,Doughnuts,Baked goods,2023,12,9472.3200237751,8526.0,1.1
9,Doughnuts,Baked goods,2024,1,5379.009996414185,3472.0,1.5
9,Doughnuts,Baked goods,2024,2,3994.639974594116,3472.0,1.2
9,Doughnuts,Baked goods,2024,3,4395.3000292778015,3472.0,1.3
9,Doughnuts,Baked goods,2024,4,119.60000038146973,3472.0,0.0
10,Milk Bread,Baked goods,2021,3,859.1999788284302,4610.0,0.2
10,Milk Bread,Baked goods,2021,4,4849.1100244522095,4610.0,1.1
10,Milk Bread,Baked goods,2021,5,5074.649991989136,4610.0,1.1
10,Milk Bread,Baked goods,2021,6,5004.83997631073,4610.0,1.1
10,Milk Bread,Baked goods,2021,7,6193.400001525879,4610.0,1.3
10,Milk Bread,Baked goods,2021,8,3123.5499868392944,4610.0,0.7
10,Milk Bread,Baked goods,2021,9,5271.55002117157,4610.0,1.1
10,Milk Bread,Baked goods,2021,10,5291.239995956421,4610.0,1.1
10,Milk Bread,Baked goods,2021,11,4179.649962425232,4610.0,0.9
10,Milk Bread,Baked goods,2021,12,6256.050019264221,4610.0,1.4
10,Milk Bread,Baked goods,2022,1,5395.0599937438965,4598.0,1.2
10,Milk Bread,Baked goods,2022,2,4006.02001285553,4598.0,0.9
10,Milk Bread,Baked goods,2022,3,3569.259983062744,4598.0,0.8
10,Milk Bread,Baked goods,2022,4,5174.889969825745,4598.0,1.1
10,Milk Bread,Baked goods,2022,5,4832.999940872192,4598.0,1.1
10,Milk Bread,Baked goods,2022,6,2301.9400119781494,4598.0,0.5
10,Milk Bread,Baked goods,2022,7,3538.8299827575684,4598.0,0.8
10,Milk Bread,Baked goods,2022,8,3998.8600091934204,4598.0,0.9
10,Milk Bread,Baked goods,2022,9,6615.839980125427,4598.0,1.4
10,Milk Bread,Baked goods,2022,10,6198.769980430603,4598.0,1.3
10,Milk Bread,Baked goods,2022,11,5310.930030822754,4598.0,1.2
10,Milk Bread,Baked goods,2022,12,4231.560037612915,4598.0,0.9
10,Milk Bread,Baked goods,2023,1,7020.3800258636475,5336.0,1.3
10,Milk Bread,Baked goods,2023,2,3921.8899879455566,5336.0,0.7
10,Milk Bread,Baked goods,2023,3,3315.07993888855,5336.0,0.6
10,Milk Bread,Baked goods,2023,4,5140.879967689514,5336.0,1.0
10,Milk Bread,Baked goods,2023,5,7781.13001537323,5336.0,1.5
10,Milk Bread,Baked goods,2023,6,4535.8600063323975,5336.0,0.9
10,Milk Bread,Baked goods,2023,7,5341.360020637512,5336.0,1.0
10,Milk Bread,Baked goods,2023,8,5509.620011329651,5336.0,1.0
10,Milk Bread,Baked goods,2023,9,4355.069972991943,5336.0,0.8
10,Milk Bread,Baked goods,2023,10,6830.640055656433,5336.0,1.3
10,Milk Bread,Baked goods,2023,11,5794.229975700378,5336.0,1.1
10,Milk Bread,Baked goods,2023,12,4483.950005531311,5336.0,0.8
10,Milk Bread,Baked goods,2024,1,4677.269967079163,2642.0,1.8
10,Milk Bread,Baked goods,2024,2,3545.9900274276733,2642.0,1.3
10,Milk Bread,Baked goods,2024,3,2264.3499755859375,2642.0,0.9
10,Milk Bread,Baked goods,2024,4,82.33999824523926,2642.0,0.0
11,Coke,Beverages,2021,3,9206.550023078918,12776.0,0.7
11,Coke,Beverages,2021,4,13672.600045204163,12776.0,1.1
11,Coke,Beverages,2021,5,11332.289849281311,12776.0,0.9
11,Coke,Beverages,2021,6,12869.209886550903,12776.0,1.0
11,Coke,Beverages,2021,7,12450.050104141235,12776.0,1.0
11,Coke,Beverages,2021,8,10768.420030593872,12776.0,0.8
11,Coke,Beverages,2021,9,13967.009973526001,12776.0,1.1
11,Coke,Beverages,2021,10,8967.029920578003,12776.0,0.7
11,Coke,Beverages,2021,11,21486.940132141113,12776.0,1.7
11,Coke,Beverages,2021,12,13043.859984397888,12776.0,1.0
11,Coke,Beverages,2022,1,19241.439823150635,13875.0,1.4
11,Coke,Beverages,2022,2,9086.789903640747,13875.0,0.7
11,Coke,Beverages,2022,3,15478.98011302948,13875.0,1.1
11,Coke,Beverages,2022,4,15603.730088233948,13875.0,1.1
11,Coke,Beverages,2022,5,14715.509956359863,13875.0,1.1
