target1,target2,combo_pair,target1_count,combo_conut,affinity_score
69,57,69_57,1281,62,0.0484
69,5,69_5,1281,62,0.0484
69,66,69_66,1281,62,0.0484
69,33,69_33,1281,61,0.0476
69,4,69_4,1281,61,0.0476
69,10,69_10,1281,61,0.0476
69,42,69_42,1281,61,0.0476
69,61,69_61,1281,60,0.0468
69,68,69_68,1281,60,0.0468
69,11,69_11,1281,60,0.0468
69,85,69_85,1281,60,0.0468
69,3,69_3,1281,59,0.0461
69,70,69_70,1281,58,0.0453
69,86,69_86,1281,58,0.0453
69,16,69_16,1281,57,0.0445
69,39,69_39,1281,56,0.0437
69,87,69_87,1281,56,0.0437
69,53,69_53,1281,54,0.0422
69,19,69_19,1281,52,0.0406
69,22,69_22,1281,51,0.0398
69,54,69_54,1281,51,0.0398
69,37,69_37,1281,49,0.0383
69,1,69_1,1281,42,0.0328
64,47,64_47,1337,88,0.0658
64,5,64_5,1337,85,0.0636
64,53,64_53,1337,83,0.0621
64,61,64_61,1337,83,0.0621
64,3,64_3,1337,82,0.0613
64,36,64_36,1337,81,0.0606
64,62,64_62,1337,80,0.0598
64,29,64_29,1337,80,0.0598
64,67,64_67,1337,80,0.0598
64,17,64_17,1337,79,0.0591
64,80,64_80,1337,78,0.0583
64,39,64_39,1337,78,0.0583
64,63,64_63,1337,78,0.0583
64,19,64_19,1337,77,0.0576
64,83,64_83,1337,77,0.0576
64,97,64_97,1337,76,0.0568
64,94,64_94,1337,76,0.0568
64,68,64_68,1337,76,0.0568
64,14,64_14,1337,75,0.0561
64,8,64_8,1337,75,0.0561
64,98,64_98,1337,75,0.0561
64,48,64_48,1337,74,0.0553
64,60,64_60,1337,74,0.0553
64,23,64_23,1337,74,0.0553
64,45,64_45,1337,74,0.0553
64,71,64_71,1337,73,0.0546
64,35,64_35,1337,73,0.0546
64,81,64_81,1337,73,0.0546
64,66,64_66,1337,73,0.0546
64,93,64_93,1337,73,0.0546
64,20,64_20,1337,73,0.0546
64,46,64_46,1337,73,0.0546
64,55,64_55,1337,72,0.0539
64,89,64_89,1337,72,0.0539
64,85,64_85,1337,72,0.0539
64,52,64_52,1337,72,0.0539
64,44,64_44,1337,72,0.0539
64,28,64_28,1337,72,0.0539
64,87,64_87,1337,72,0.0539
64,18,64_18,1337,71,0.0531
64,2,64_2,1337,71,0.0531
64,40,64_40,1337,71,0.0531
64,70,64_70,1337,71,0.0531
64,31,64_31,1337,71,0.0531
64,13,64_13,1337,71,0.0531
64,73,64_73,1337,70,0.0524
64,65,64_65,1337,70,0.0524
64,1,64_1,1337,70,0.0524
64,49,64_49,1337,70,0.0524
64,12,64_12,1337,70,0.0524
64,16,64_16,1337,70,0.0524
64,37,64_37,1337,70,0.0524
64,32,64_32,1337,70,0.0524
64,22,64_22,1337,69,0.0516
64,100,64_100,1337,69,0.0516
64,43,64_43,1337,69,0.0516
64,54,64_54,1337,69,0.0516
64,21,64_21,1337,69,0.0516
64,15,64_15,1337,69,0.0516
64,30,64_30,1337,69,0.0516
64,9,64_9,1337,68,0.0509
64,69,64_69,1337,68,0.0509
64,59,64_59,1337,68,0.0509
64,34,64_34,1337,68,0.0509
64,78,64_78,1337,68,0.0509
64,50,64_50,1337,67,0.0501
64,11,64_11,1337,67,0.0501
64,56,64_56,1337,67,0.0501
64,10,64_10,1337,67,0.0501
64,7,64_7,1337,66,0.0494
64,84,64_84,1337,66,0.0494
64,58,64_58,1337,66,0.0494
64,24,64_24,1337,66,0.0494
64,88,64_88,1337,66,0.0494
64,57,64_57,1337,66,0.0494
64,76,64_76,1337,65,0.0486
64,42,64_42,1337,65,0.0486
64,79,64_79,1337,64,0.0479
64,51,64_51,1337,64,0.0479
64,86,64_86,1337,64,0.0479
64,26,64_26,1337,64,0.0479
64,82,64_82,1337,64,0.0479
64,6,64_6,1337,63,0.0471
64,41,64_41,1337,63,0.0471
64,95,64_95,1337,63,0.0471
64,96,64_96,1337,62,0.0464
64,91,64_91,1337,61,0.0456
64,72,64_72,1337,61,0.0456
64,99,64_99,1337,61,0.0456
64,33,64_33,1337,61,0.0456
64,4,64_4,1337,60,0.0449
64,77,64_77,1337,59,0.0441
64,38,64_38,1337,59,0.0441
64,92,64_92,1337,59,0.0441
64,74,64_74,1337,59,0.0441
64,90,64_90,1337,59,0.0441
64,27,64_27,1337,57,0.0426
64,25,64_25,1337,56,0.0419
64,75,64_75,1337,55,0.0411
71,36,71_36,1267,90,0.0710
71,35,71_35,1267,87,0.0687
71,88,71_88,1267,84,0.0663
71,7,71_7,1267,81,0.0639
71,14,71_14,1267,80,0.0631
71,95,71_95,1267,77,0.0608
71,4,71_4,1267,77,0.0608
71,91,71_91,1267,77,0.0608
71,9,71_9,1267,76,0.0600
71,53,71_53,1267,76,0.0600
71,78,71_78,1267,76,0.0600
71,70,71_70,1267,75,0.0592
71,98,71_98,1267,75,0.0592
71,94,71_94,1267,75,0.0592
71,87,71_87,1267,74,0.0584
71,64,71_64,1267,73,0.0576
71,49,71_49,1267,73,0.0576
71,22,71_22,1267,73,0.0576
71,72,71_72,1267,72,0.0568
71,56,71_56,1267,72,0.0568
71,63,71_63,1267,71,0.0560
71,10,71_10,1267,71,0.0560
71,18,71_18,1267,71,0.0560
71,31,71_31,1267,70,0.0552
71,20,71_20,1267,70,0.0552
71,79,71_79,1267,70,0.0552
71,17,71_17,1267,70,0.0552
71,27,71_27,1267,70,0.0552
71,15,71_15,1267,69,0.0545
71,76,71_76,1267,69,0.0545
71,37,71_37,1267,69,0.0545
71,47,71_47,1267,69,0.0545
71,67,71_67,1267,69,0.0545
71,60,71_60,1267,69,0.0545
71,2,71_2,1267,69,0.0545
71,93,71_93,1267,69,0.0545
71,89,71_89,1267,69,0.0545
71,86,71_86,1267,68,0.0537
71,50,71_50,1267,68,0.0537
71,100,71_100,1267,68,0.0537
71,1,71_1,1267,67,0.0529
71,82,71_82,1267,67,0.0529
71,19,71_19,1267,67,0.0529
71,12,71_12,1267,67,0.0529
71,13,71_13,1267,67,0.0529
71,58,71_58,1267,66,0.0521
71,24,71_24,1267,66,0.0521
71,83,71_83,1267,66,0.0521
71,77,71_77,1267,66,0.0521
71,11,71_11,1267,66,0.0521
71,28,71_28,1267,65,0.0513
71,32,71_32,1267,65,0.0513
71,34,71_34,1267,64,0.0505
71,66,71_66,1267,64,0.0505
71,54,71_54,1267,64,0.0505
71,6,71_6,1267,64,0.0505
71,25,71_25,1267,64,0.0505
71,43,71_43,1267,64,0.0505
71,26,71_26,1267,63,0.0497
71,21,71_21,1267,63,0.0497
71,97,71_97,1267,63,0.0497
71,74,71_74,1267,62,0.0489
71,23,71_23,1267,62,0.0489
71,85,71_85,1267,62,0.0489
71,69,71_69,1267,62,0.0489
71,65,71_65,1267,61,0.0481
71,30,71_30,1267,61,0.0481
71,55,71_55,1267,61,0.0481
71,3,71_3,1267,61,0.0481
71,99,71_99,1267,61,0.0481
71,33,71_33,1267,61,0.0481
71,41,71_41,1267,60,0.0474
71,40,71_40,1267,60,0.0474
71,39,71_39,1267,60,0.0474
71,96,71_96,1267,59,0.0466
71,42,71_42,1267,59,0.0466
71,80,71_80,1267,59,0.0466
71,81,71_81,1267,59,0.0466
71,52,71_52,1267,59,0.0466
71,90,71_90,1267,59,0.0466
71,61,71_61,1267,59,0.0466
71,38,71_38,1267,59,0.0466
71,45,71_45,1267,58,0.0458
71,16,71_16,1267,58,0.0458
71,84,71_84,1267,57,0.0450
71,29,71_29,1267,57,0.0450
71,5,71_5,1267,57,0.0450
71,62,71_62,1267,57,0.0450
71,51,71_51,1267,57,0.0450
71,59,71_59,1267,56,0.0442
71,73,71_73,1267,56,0.0442
71,75,71_75,1267,55,0.0434
71,44,71_44,1267,54,0.0426
71,68,71_68,1267,54,0.0426
71,57,71_57,1267,53,0.0418
71,8,71_8,1267,52,0.0410
71,46,71_46,1267,52,0.0410
71,48,71_48,1267,51,0.0403
71,92,71_92,1267,45,0.0355
8,85,8_85,1262,82,0.0650
8,33,8_33,1262,81,0.0642
8,63,8_63,1262,79,0.0626
8,69,8_69,1262,79,0.0626
8,75,8_75,1262,77,0.0610
8,97,8_97,1262,77,0.0610
8,99,8_99,1262,75,0.0594
8,84,8_84,1262,75,0.0594
8,64,8_64,1262,75,0.0594
8,34,8_34,1262,75,0.0594
8,73,8_73,1262,74,0.0586
8,17,8_17,1262,74,0.0586
8,12,8_12,1262,74,0.0586
8,31,8_31,1262,74,0.0586
8,35,8_35,1262,74,0.0586
8,57,8_57,1262,74,0.0586
8,14,8_14,1262,74,0.0586
8,65,8_65,1262,73,0.0578
8,5,8_5,1262,73,0.0578
8,66,8_66,1262,73,0.0578
8,27,8_27,1262,73,0.0578
8,50,8_50,1262,73,0.0578
8,56,8_56,1262,72,0.0571
8,47,8_47,1262,72,0.0571
8,78,8_78,1262,71,0.0563
8,93,8_93,1262,71,0.0563
8,21,8_21,1262,71,0.0563
8,9,8_9,1262,71,0.0563
8,55,8_55,1262,71,0.0563
8,91,8_91,1262,71,0.0563
8,86,8_86,1262,71,0.0563
8,24,8_24,1262,70,0.0555
8,49,8_49,1262,70,0.0555
8,45,8_45,1262,70,0.0555
8,3,8_3,1262,70,0.0555
8,81,8_81,1262,70,0.0555
8,26,8_26,1262,70,0.0555
8,77,8_77,1262,69,0.0547
8,7,8_7,1262,69,0.0547
8,67,8_67,1262,69,0.0547
8,18,8_18,1262,69,0.0547
8,90,8_90,1262,69,0.0547
8,46,8_46,1262,68,0.0539
8,4,8_4,1262,68,0.0539
8,76,8_76,1262,67,0.0531
8,23,8_23,1262,67,0.0531
8,74,8_74,1262,67,0.0531
8,89,8_89,1262,67,0.0531
8,25,8_25,1262,66,0.0523
8,51,8_51,1262,66,0.0523
8,96,8_96,1262,66,0.0523
8,60,8_60,1262,65,0.0515
8,82,8_82,1262,65,0.0515
8,88,8_88,1262,65,0.0515
8,38,8_38,1262,65,0.0515
8,92,8_92,1262,65,0.0515
8,95,8_95,1262,65,0.0515
8,36,8_36,1262,65,0.0515
8,2,8_2,1262,64,0.0507
8,41,8_41,1262,64,0.0507
8,28,8_28,1262,63,0.0499
8,10,8_10,1262,63,0.0499
8,83,8_83,1262,63,0.0499
8,29,8_29,1262,63,0.0499
8,58,8_58,1262,63,0.0499
8,15,8_15,1262,62,0.0491
8,13,8_13,1262,62,0.0491
8,16,8_16,1262,62,0.0491
8,42,8_42,1262,62,0.0491
8,19,8_19,1262,62,0.0491
8,70,8_70,1262,62,0.0491
8,72,8_72,1262,61,0.0483
8,62,8_62,1262,61,0.0483
8,44,8_44,1262,61,0.0483
8,32,8_32,1262,60,0.0475
8,6,8_6,1262,60,0.0475
8,80,8_80,1262,59,0.0468
8,100,8_100,1262,59,0.0468
8,39,8_39,1262,59,0.0468
8,22,8_22,1262,59,0.0468
8,79,8_79,1262,59,0.0468
8,40,8_40,1262,59,0.0468
8,61,8_61,1262,59,0.0468
8,54,8_54,1262,58,0.0460
8,30,8_30,1262,58,0.0460
8,48,8_48,1262,58,0.0460
8,98,8_98,1262,57,0.0452
8,87,8_87,1262,57,0.0452
8,52,8_52,1262,56,0.0444
8,20,8_20,1262,56,0.0444
8,11,8_11,1262,56,0.0444
8,59,8_59,1262,56,0.0444
8,43,8_43,1262,55,0.0436
8,68,8_68,1262,55,0.0436
8,1,8_1,1262,53,0.0420
8,53,8_53,1262,53,0.0420
8,71,8_71,1262,52,0.0412
8,37,8_37,1262,51,0.0404
8,94,8_94,1262,50,0.0396
73,100,73_100,1245,81,0.0651
73,77,73_77,1245,80,0.0643
73,75,73_75,1245,78,0.0627
73,57,73_57,1245,77,0.0618
73,76,73_76,1245,77,0.0618
73,8,73_8,1245,74,0.0594
73,83,73_83,1245,74,0.0594
73,66,73_66,1245,74,0.0594
73,62,73_62,1245,74,0.0594
73,52,73_52,1245,73,0.0586
73,46,73_46,1245,73,0.0586
73,30,73_30,1245,72,0.0578
73,69,73_69,1245,72,0.0578
73,9,73_9,1245,72,0.0578
73,78,73_78,1245,72,0.0578
73,54,73_54,1245,72,0.0578
73,26,73_26,1245,71,0.0570
73,11,73_11,1245,71,0.0570
73,91,73_91,1245,71,0.0570
73,33,73_33,1245,70,0.0562
73,64,73_64,1245,70,0.0562
73,34,73_34,1245,70,0.0562
73,93,73_93,1245,70,0.0562
73,55,73_55,1245,70,0.0562
73,41,73_41,1245,70,0.0562
73,14,73_14,1245,70,0.0562
73,59,73_59,1245,69,0.0554
73,29,73_29,1245,69,0.0554
73,87,73_87,1245,69,0.0554
73,35,73_35,1245,69,0.0554
73,94,73_94,1245,69,0.0554
73,80,73_80,1245,69,0.0554
73,61,73_61,1245,68,0.0546
73,82,73_82,1245,68,0.0546
73,49,73_49,1245,68,0.0546
73,2,73_2,1245,68,0.0546
73,67,73_67,1245,68,0.0546
73,85,73_85,1245,68,0.0546
73,23,73_23,1245,67,0.0538
73,31,73_31,1245,67,0.0538
73,63,73_63,1245,67,0.0538
73,53,73_53,1245,66,0.0530
73,51,73_51,1245,65,0.0522
73,79,73_79,1245,65,0.0522
73,89,73_89,1245,65,0.0522
73,99,73_99,1245,65,0.0522
73,96,73_96,1245,64,0.0514
73,1,73_1,1245,64,0.0514
73,86,73_86,1245,64,0.0514
73,28,73_28,1245,64,0.0514
73,21,73_21,1245,64,0.0514
73,22,73_22,1245,63,0.0506
73,12,73_12,1245,63,0.0506
73,84,73_84,1245,63,0.0506
73,18,73_18,1245,63,0.0506
73,65,73_65,1245,63,0.0506
73,39,73_39,1245,62,0.0498
73,40,73_40,1245,62,0.0498
73,50,73_50,1245,62,0.0498
73,48,73_48,1245,62,0.0498
73,42,73_42,1245,62,0.0498
73,25,73_25,1245,62,0.0498
73,37,73_37,1245,62,0.0498
73,95,73_95,1245,61,0.0490
73,38,73_38,1245,61,0.0490
73,74,73_74,1245,61,0.0490
73,27,73_27,1245,60,0.0482
73,32,73_32,1245,60,0.0482
73,7,73_7,1245,60,0.0482
73,58,73_58,1245,60,0.0482
73,70,73_70,1245,59,0.0474
73,43,73_43,1245,59,0.0474
73,45,73_45,1245,59,0.0474
73,15,73_15,1245,58,0.0466
73,17,73_17,1245,58,0.0466
73,4,73_4,1245,58,0.0466
73,3,73_3,1245,58,0.0466
73,98,73_98,1245,57,0.0458
73,90,73_90,1245,57,0.0458
73,88,73_88,1245,57,0.0458
73,44,73_44,1245,57,0.0458
73,97,73_97,1245,57,0.0458
73,71,73_71,1245,56,0.0450
73,19,73_19,1245,56,0.0450
73,60,73_60,1245,56,0.0450
73,24,73_24,1245,56,0.0450
73,47,73_47,1245,56,0.0450
73,92,73_92,1245,56,0.0450
73,36,73_36,1245,55,0.0442
73,20,73_20,1245,55,0.0442
73,13,73_13,1245,54,0.0434
73,16,73_16,1245,54,0.0434
73,56,73_56,1245,53,0.0426
73,72,73_72,1245,53,0.0426
73,6,73_6,1245,51,0.0410
73,5,73_5,1245,51,0.0410
73,68,73_68,1245,50,0.0402
73,81,73_81,1245,49,0.0394
73,10,73_10,1245,49,0.0394
27,23,27_23,1260,84,0.0667
27,17,27_17,1260,81,0.0643
27,61,27_61,1260,80,0.0635
27,46,27_46,1260,79,0.0627
27,10,27_10,1260,78,0.0619
27,5,27_5,1260,77,0.0611
27,31,27_31,1260,77,0.0611
27,81,27_81,1260,76,0.0603
27,3,27_3,1260,76,0.0603
27,85,27_85,1260,76,0.0603
27,69,27_69,1260,75,0.0595
27,63,27_63,1260,74,0.0587
27,40,27_40,1260,74,0.0587
27,70,27_70,1260,73,0.0579
27,8,27_8,1260,73,0.0579
27,50,27_50,1260,73,0.0579
27,21,27_21,1260,72,0.0571
27,55,27_55,1260,71,0.0563
27,58,27_58,1260,71,0.0563
27,34,27_34,1260,70,0.0556
27,28,27_28,1260,70,0.0556
27,18,27_18,1260,70,0.0556
27,9,27_9,1260,70,0.0556
27,48,27_48,1260,70,0.0556
27,36,27_36,1260,70,0.0556
27,71,27_71,1260,70,0.0556
27,7,27_7,1260,70,0.0556
27,68,27_68,1260,69,0.0548
27,56,27_56,1260,69,0.0548
27,26,27_26,1260,69,0.0548
27,90,27_90,1260,69,0.0548
27,92,27_92,1260,68,0.0540
27,47,27_47,1260,68,0.0540
27,37,27_37,1260,68,0.0540
27,57,27_57,1260,68,0.0540
27,100,27_100,1260,68,0.0540
27,99,27_99,1260,68,0.0540
27,72,27_72,1260,68,0.0540
27,86,27_86,1260,67,0.0532
27,30,27_30,1260,67,0.0532
27,82,27_82,1260,67,0.0532
27,24,27_24,1260,67,0.0532
27,75,27_75,1260,67,0.0532
27,53,27_53,1260,66,0.0524
27,32,27_32,1260,66,0.0524
27,87,27_87,1260,66,0.0524
27,6,27_6,1260,66,0.0524
27,83,27_83,1260,66,0.0524
27,54,27_54,1260,66,0.0524
27,14,27_14,1260,66,0.0524
27,42,27_42,1260,66,0.0524
27,91,27_91,1260,66,0.0524
27,98,27_98,1260,66,0.0524
27,88,27_88,1260,65,0.0516
27,19,27_19,1260,65,0.0516
27,51,27_51,1260,65,0.0516
27,77,27_77,1260,65,0.0516
27,2,27_2,1260,65,0.0516
27,39,27_39,1260,65,0.0516
27,97,27_97,1260,65,0.0516
27,11,27_11,1260,65,0.0516
27,38,27_38,1260,65,0.0516
27,1,27_1,1260,65,0.0516
27,89,27_89,1260,64,0.0508
27,95,27_95,1260,64,0.0508
27,29,27_29,1260,64,0.0508
27,79,27_79,1260,64,0.0508
27,80,27_80,1260,64,0.0508
27,44,27_44,1260,63,0.0500
27,66,27_66,1260,63,0.0500
27,52,27_52,1260,62,0.0492
27,65,27_65,1260,62,0.0492
27,74,27_74,1260,62,0.0492
27,78,27_78,1260,62,0.0492
27,76,27_76,1260,60,0.0476
27,73,27_73,1260,60,0.0476
27,25,27_25,1260,60,0.0476
27,43,27_43,1260,60,0.0476
27,4,27_4,1260,60,0.0476
27,49,27_49,1260,60,0.0476
27,22,27_22,1260,60,0.0476
27,60,27_60,1260,60,0.0476
27,62,27_62,1260,59,0.0468
27,16,27_16,1260,59,0.0468
27,41,27_41,1260,59,0.0468
27,84,27_84,1260,59,0.0468
27,12,27_12,1260,59,0.0468
27,94,27_94,1260,58,0.0460
27,64,27_64,1260,57,0.0452
27,33,27_33,1260,56,0.0444
27,93,27_93,1260,56,0.0444
27,45,27_45,1260,55,0.0437
27,35,27_35,1260,53,0.0421
27,20,27_20,1260,53,0.0421
27,96,27_96,1260,52,0.0413
27,59,27_59,1260,50,0.0397
27,67,27_67,1260,49,0.0389
27,15,27_15,1260,46,0.0365
27,13,27_13,1260,45,0.0357
61,83,61_83,1330,86,0.0647
61,40,61_40,1330,85,0.0639
61,64,61_64,1330,83,0.0624
61,1,61_1,1330,83,0.0624
61,36,61_36,1330,82,0.0617
61,27,61_27,1330,80,0.0602
61,17,61_17,1330,80,0.0602
61,90,61_90,1330,79,0.0594
61,78,61_78,1330,78,0.0586
61,45,61_45,1330,77,0.0579
61,53,61_53,1330,77,0.0579
61,38,61_38,1330,76,0.0571
61,22,61_22,1330,75,0.0564
61,46,61_46,1330,75,0.0564
61,4,61_4,1330,75,0.0564
61,96,61_96,1330,75,0.0564
61,55,61_55,1330,74,0.0556
61,6,61_6,1330,73,0.0549
61,19,61_19,1330,73,0.0549
61,39,61_39,1330,73,0.0549
61,54,61_54,1330,73,0.0549
61,74,61_74,1330,72,0.0541
61,23,61_23,1330,72,0.0541
61,98,61_98,1330,71,0.0534
61,58,61_58,1330,71,0.0534
61,92,61_92,1330,71,0.0534
61,20,61_20,1330,71,0.0534
61,44,61_44,1330,71,0.0534
61,72,61_72,1330,71,0.0534
61,49,61_49,1330,70,0.0526
61,79,61_79,1330,70,0.0526
61,95,61_95,1330,70,0.0526
61,80,61_80,1330,70,0.0526
61,34,61_34,1330,69,0.0519
61,47,61_47,1330,69,0.0519
61,7,61_7,1330,69,0.0519
61,82,61_82,1330,69,0.0519
61,65,61_65,1330,69,0.0519
61,10,61_10,1330,69,0.0519
61,14,61_14,1330,68,0.0511
61,73,61_73,1330,68,0.0511
61,51,61_51,1330,68,0.0511
61,89,61_89,1330,68,0.0511
61,60,61_60,1330,68,0.0511
61,88,61_88,1330,67,0.0504
61,33,61_33,1330,67,0.0504
61,43,61_43,1330,67,0.0504
61,99,61_99,1330,67,0.0504
61,31,61_31,1330,67,0.0504
61,42,61_42,1330,67,0.0504
61,67,61_67,1330,66,0.0496
61,97,61_97,1330,66,0.0496
61,62,61_62,1330,66,0.0496
61,13,61_13,1330,66,0.0496
61,5,61_5,1330,65,0.0489
61,52,61_52,1330,65,0.0489
61,87,61_87,1330,65,0.0489
61,41,61_41,1330,65,0.0489
61,50,61_50,1330,65,0.0489
61,85,61_85,1330,65,0.0489
61,11,61_11,1330,65,0.0489
61,94,61_94,1330,64,0.0481
61,56,61_56,1330,64,0.0481
61,70,61_70,1330,64,0.0481
61,66,61_66,1330,64,0.0481
61,81,61_81,1330,63,0.0474
61,2,61_2,1330,63,0.0474
61,76,61_76,1330,63,0.0474
61,57,61_57,1330,62,0.0466
61,9,61_9,1330,62,0.0466
61,21,61_21,1330,62,0.0466
61,25,61_25,1330,62,0.0466
61,84,61_84,1330,61,0.0459
61,28,61_28,1330,61,0.0459
61,29,61_29,1330,61,0.0459
61,3,61_3,1330,61,0.0459
61,69,61_69,1330,60,0.0451
61,100,61_100,1330,60,0.0451
61,86,61_86,1330,60,0.0451
61,18,61_18,1330,59,0.0444
61,77,61_77,1330,59,0.0444
61,8,61_8,1330,59,0.0444
61,71,61_71,1330,59,0.0444
61,15,61_15,1330,59,0.0444
61,68,61_68,1330,59,0.0444
61,63,61_63,1330,59,0.0444
61,35,61_35,1330,59,0.0444
61,32,61_32,1330,58,0.0436
61,24,61_24,1330,58,0.0436
61,12,61_12,1330,57,0.0429
61,37,61_37,1330,57,0.0429
61,75,61_75,1330,56,0.0421
61,48,61_48,1330,55,0.0414
61,30,61_30,1330,55,0.0414
61,26,61_26,1330,54,0.0406
61,16,61_16,1330,54,0.0406
61,93,61_93,1330,50,0.0376
61,91,61_91,1330,48,0.0361
61,59,61_59,1330,46,0.0346
81,44,81_44,1322,82,0.0620
81,79,81_79,1322,81,0.0613
81,20,81_20,1322,81,0.0613
81,76,81_76,1322,80,0.0605
81,86,81_86,1322,79,0.0598
81,80,81_80,1322,79,0.0598
81,35,81_35,1322,79,0.0598
81,58,81_58,1322,78,0.0590
81,30,81_30,1322,78,0.0590
81,27,81_27,1322,76,0.0575
81,29,81_29,1322,76,0.0575
81,91,81_91,1322,76,0.0575
81,36,81_36,1322,76,0.0575
81,82,81_82,1322,76,0.0575
81,98,81_98,1322,75,0.0567
81,17,81_17,1322,75,0.0567
81,52,81_52,1322,74,0.0560
81,60,81_60,1322,74,0.0560
81,41,81_41,1322,74,0.0560
81,28,81_28,1322,74,0.0560
81,26,81_26,1322,74,0.0560
81,62,81_62,1322,74,0.0560
81,64,81_64,1322,73,0.0552
81,7,81_7,1322,73,0.0552
81,32,81_32,1322,73,0.0552
81,89,81_89,1322,73,0.0552
81,31,81_31,1322,73,0.0552
81,22,81_22,1322,72,0.0545
81,51,81_51,1322,72,0.0545
81,3,81_3,1322,72,0.0545
81,18,81_18,1322,72,0.0545
81,23,81_23,1322,72,0.0545
81,42,81_42,1322,72,0.0545
81,57,81_57,1322,72,0.0545
81,5,81_5,1322,71,0.0537
81,43,81_43,1322,71,0.0537
81,87,81_87,1322,71,0.0537
81,88,81_88,1322,70,0.0530
81,8,81_8,1322,70,0.0530
81,67,81_67,1322,70,0.0530
81,48,81_48,1322,70,0.0530
81,97,81_97,1322,69,0.0522
81,99,81_99,1322,69,0.0522
81,74,81_74,1322,69,0.0522
81,55,81_55,1322,69,0.0522
81,50,81_50,1322,69,0.0522
81,47,81_47,1322,68,0.0514
81,69,81_69,1322,68,0.0514
81,14,81_14,1322,68,0.0514
81,12,81_12,1322,68,0.0514
81,75,81_75,1322,68,0.0514
81,2,81_2,1322,67,0.0507
81,63,81_63,1322,66,0.0499
81,45,81_45,1322,66,0.0499
81,84,81_84,1322,66,0.0499
81,66,81_66,1322,66,0.0499
81,16,81_16,1322,65,0.0492
81,10,81_10,1322,65,0.0492
81,53,81_53,1322,65,0.0492
81,95,81_95,1322,65,0.0492
81,94,81_94,1322,65,0.0492
81,56,81_56,1322,64,0.0484
81,9,81_9,1322,64,0.0484
81,39,81_39,1322,64,0.0484
81,61,81_61,1322,63,0.0477
81,33,81_33,1322,63,0.0477
81,24,81_24,1322,63,0.0477
81,100,81_100,1322,63,0.0477
81,34,81_34,1322,63,0.0477
81,4,81_4,1322,63,0.0477
81,11,81_11,1322,63,0.0477
81,83,81_83,1322,63,0.0477
81,13,81_13,1322,62,0.0469
81,46,81_46,1322,62,0.0469
81,78,81_78,1322,62,0.0469
81,70,81_70,1322,62,0.0469
81,59,81_59,1322,62,0.0469
81,65,81_65,1322,62,0.0469
81,49,81_49,1322,62,0.0469
81,77,81_77,1322,61,0.0461
81,19,81_19,1322,61,0.0461
